gene,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
FLT3,0.133310667,0.692054,0.1001904,0.1,0.4290395,0.26437825
FLT3LG,0.216420083,0.1,0.1,0.2,0.213043,0.14313675
FLT4,0.1,0.1,0.1,0.1,0.623687,0.060330215
FLVCR1,0.8466165,1.39384,0.9001038,1.2,0.230881,0.78287675
FLVCR1-AS1,0.273330917,0.491713,0.4250562,0.6,0.2187755,0.16358275
FLVCR2,0.164341833,0.178694,0.213551,0.2,2.47957,0.127725975
FLYWCH1,0.39081125,0.1,0.1,0.1,0.26034,0.1829021
FLYWCH2,0.712660583,0.643001,0.101564,0.1,0.894502,0.3243733
FMN1,0.138240917,2.20421,0.6017506,4.4,0.402841,1.4136875
FMN2,15.17170833,5.52623,1.8091776,0.2,2.41267,4.1883575
FMNL1,0.10491325,0.1,0.1,0.7,0.1,0.0723023
FMNL2,45.74536667,12.3206,49.20328,12.6,2.56269,16.11765
FMNL3,1.164251833,1.26253,2.0452438,18.1,4.27868,1.4151275
FMO1,0.102071083,0.1,0.1,0.1,0.1692745,0.1
FMO2,0.275650417,0.137746,0.1,0.1,0.59378,0.12086875
FMO3,0.103740417,0.246693,0.1725524,0.1,1.9781,0.0833177
FMO4,0.611467083,0.118899,0.8937842,1.1,0.387292,0.14052845
FMO5,1.973575833,0.300223,1.0277586,1.6,0.1,0.23723325
FMO6P,0.10451725,0.119776,0.1951514,0.1,0.1,0.19362725
FMO9P,0.1,0.1,0.1,0.1,0.1,0.1
FMOD,0.13991025,0.329684,0.1394168,0.1,0.53639,0.098767575
FMR1,5.82766,8.80217,5.820408,3.6,1.77332,3.813835
FMR1-AS1,0.2000575,0.1,0.1,0.1,0.1,0.1
FMR1NB,0.1,0.1,0.1,0.1,0.108007,0.1
FN1,2.5666875,3.22719,0.9942016,0.1,65.1676,2.26353425
FN3K,3.9876785,0.376805,1.751943,0.4,0.4179485,0.08894955
FN3KRP,4.279835833,4.97518,5.282338,2.2,1.7437,1.20414825
FNBP1,12.75402167,3.45709,13.966428,3.0,1.75357,3.10028
FNBP1L,7.988528333,18.8331,2.4059012,7.5,4.48579,7.5280975
FNBP4,5.681395,8.78154,5.753834,12.3,2.54253,4.400225
FNDC1,0.1,0.143885,0.1,0.1,0.1,0.04431478
FNDC3A,8.294509167,14.3583,8.393996,7.9,4.518175,6.069125
FNDC3B,2.608378333,0.677644,1.428067,2.1,2.45989,0.5740315
FNDC4,1.767030667,2.83298,0.9274382,0.1,0.523339,0.567764025
FNDC5,1.518531917,3.62372,0.5068744,0.1,0.387983,0.2798305
FNDC7,0.325821583,0.1,0.1228792,0.1,0.1,0.112889
FNDC8,0.1,0.1,0.1013304,0.1,0.1,0.0919153
FNDC9,0.763829583,4.66879,0.3188302,0.1,0.1417495,2.55748
FNIP1,4.617256667,7.87123,9.756884,6.3,1.630325,2.403975
FNIP2,1.526931167,3.02806,5.170592,21.9,2.666605,2.4424375
FNTA,11.93164333,13.4815,26.92184,10.6,6.942075,3.7845425
FNTB,0.4305725,0.1,0.7469496,0.1,0.4064935,0.390213
FOLH1,0.97560675,0.245542,40.0447,0.5,0.152836,0.998085
FOLH1B,0.121531333,0.1,3.544132,0.1,0.1,0.1427131
FOLR1,0.3511285,0.31614,0.1,0.1,0.1,0.1
FOLR2,0.519115167,0.1,0.9408118,34.1,0.866069,0.24885025
FOLR3,0.1,0.1,0.1,0.1,0.1,0.1
FOLR4,0.1,0.1,0.1,0.1,0.1,0.1
FONG,0.322308333,0.1,0.4164074,0.1,0.1,0.1419925
FOPNL,6.656136667,5.16953,4.75403,3.1,4.0647,2.7841875
FOS,104.504175,75.583,167.93988,197.7,152.675,2.05146
FOSB,15.69277417,21.2161,67.67112,54.6,127.13,0.0968843
FOSL1,0.26981375,0.157715,0.2458574,4.1,2.891365,0.087075775
FOSL2,0.211363083,0.725096,0.2900624,1.7,3.410915,0.2117711
FOXA1,0.1,0.1,0.1,0.1,0.1,0.1
FOXA2,0.1,0.1,0.1,0.1,0.1,0.1
FOXA3,0.1,0.1,0.1,0.1,0.1,0.1
FOXB1,0.1,0.1,0.1,0.1,0.1,0.1
FOXB2,0.1,0.1,0.1,0.1,0.1,0.1
FOXC1,0.118639083,0.211751,0.1,0.1,4.59252,0.576104
FOXC2,0.1,0.1,0.1,0.1,0.1,0.1
FOXD1,0.1,0.111391,0.1,0.1,1.098161,0.046065175
FOXD2,0.1,0.1,0.1,0.1,0.101111,0.07720593
FOXD3,0.1,0.1,0.1,0.1,0.1,0.1
FOXD4,0.1,0.1,0.1,0.1,0.1,0.099347375
FOXD4L1,0.1,0.1,0.1,0.1,0.1,0.046970503
FOXD4L2,0.1,0.267402,0.1,0.1,0.1,0.08809155
FOXD4L2,0.1,0.267402,0.1,0.1,0.1,0.0857248
FOXD4L3,0.1,0.228372,0.1,0.1,0.1,0.204404425
FOXD4L5,0.1,0.1,0.1,0.1,0.1,0.0567797
FOXD4L6,0.1,0.182053,0.1,0.1,0.1,0.177328275
FOXE1,0.104496167,0.1,0.1,0.1,0.1,0.08240815
FOXE3,0.1,0.1,0.1,0.1,0.1,0.1
FOXF1,0.1,0.1,0.1,0.1,3.615415,0.111736025
FOXF2,0.1,0.1,0.1,0.1,1.2009345,0.3452442
FOXG1,5.6003475,12.2904,1.267501,0.1,0.2669785,2.48978
FOXH1,0.146942583,0.1,0.1,0.1,0.318447,0.377968575
FOXI1,0.1,0.1,0.1,0.1,0.1,0.1
FOXI2,0.1,0.1,0.1,0.1,0.1,0.07905385
FOXI3,0.1,0.1,0.1,0.1,0.1,0.1
FOXJ1,0.1,0.1,0.1,0.1,0.1,0.1
FOXJ2,1.506483333,1.77473,1.38934,3.3,1.583365,0.4835835
FOXJ3,6.3128,13.4073,5.314492,4.6,4.05041,5.0289925
FOXK1,0.93519925,0.539513,0.5825738,0.4,0.2881915,0.37503875
FOXK2,0.960369833,1.67154,0.8766744,1.3,1.22361,0.429853
FOXL1,0.1,0.1,0.1,0.1,0.38856,0.081591025
FOXL2,0.1,0.1,0.1,0.1,0.3538825,0.07862465
FOXM1,0.211905417,0.1,0.1,0.1,0.1,0.093389475
FOXN1,0.1,0.1,0.1,0.1,0.1,0.1
FOXN2,4.17439,2.25904,15.11178,3.1,1.365415,1.9054925
FOXN3,6.11401,6.26536,4.186224,12.1,6.83685,3.2167775
FOXN4,0.1,0.1,0.1,0.1,0.1,0.1
FOXO1,11.31128167,2.55911,3.707894,3.8,3.26097,1.5650275
FOXO3,5.023081667,4.70256,2.99231,7.5,5.11503,1.5677825
FOXO3B,1.03132925,1.27784,0.7251144,1.2,1.150913,0.3865105
FOXO4,0.4914565,0.153863,1.4656738,0.1,0.337663,0.1664015
FOXP1,0.832601417,3.67568,1.4193138,0.8,8.88061,2.830895
FOXP2,0.10257975,3.44844,0.1798916,4.2,0.680687,1.954634
FOXP3,0.103920833,0.1,0.1,0.1,0.1,0.084455575
FOXP4,0.117639333,0.1,0.1414752,0.1,0.1,0.053860675
FOXQ1,0.106680917,0.543388,0.1,0.1,4.173735,0.34421525
FOXR1,0.1,0.1,0.1,0.1,0.1,0.1
FOXR2,0.1,0.1,0.1,0.1,0.1,0.1
FOXRED1,1.048684417,0.1,0.468819,0.3,0.400812,1.00967025
FOXRED2,6.282755833,3.9796,1.4716736,0.4,0.445367,1.863095
FOXS1,0.1,0.1,0.1,0.1,0.1350805,0.1
FP588,1.016309083,1.13325,0.5159778,0.1,0.237991,0.77793975
FPGS,0.286092917,0.1,0.1104772,0.1,0.189673,0.063843025
FPGT,1.133467833,1.19011,1.2235028,0.7,0.4960635,0.70986025
FPGT-TNNI3K,0.8705705,2.55091,0.8867764,0.7,0.3761225,0.527021
FPR1,0.84897725,0.416841,8.840308,108.2,0.9343895,0.096071325
FPR2,0.1,0.1,0.1,0.8,0.1,0.1
FPR3,0.143456,0.198577,0.5004822,6.4,0.1,0.17948325
FRA10AC1,2.115713333,3.57555,3.482582,0.9,1.57662,3.51489
FRAS1,0.1,1.12304,0.1,0.1,0.527941,0.35380325
FRAT1,0.210948,0.562821,0.4614556,0.7,0.100385,0.1802321
FRAT2,0.909882583,2.52858,1.1251988,0.6,0.314998,0.11458285
FREM1,0.203120083,1.56915,0.1312434,0.1,0.1091275,0.27695725
FREM2,5.365130833,0.792428,0.5402744,0.1,0.161064,0.49881825
FREM3,0.101675667,0.818026,0.1830866,0.1,0.1,0.34875925
FRG1,4.50125,13.3562,6.231956,5.4,5.38132,3.8175475
FRG1B,1.423977083,2.68346,2.040636,1.4,0.541232,10.22541
FRG2,0.1,0.1,0.1,0.1,0.1,0.07814745
FRG2B,0.1,0.1,0.1,0.1,0.1,0.1
FRG2C,0.1,0.1,0.1,0.1,0.1,0.058738675
FRG2C,0.1,0.1,0.1,0.1,0.1,0.058738675
FRK,0.282483083,0.1,0.6509738,0.1,0.109912,0.17440135
FRMD1,0.1,0.1,0.1,0.1,0.1,0.1
FRMD3,0.1597745,1.36317,0.1635294,0.2,4.159595,0.390307
FRMD4A,4.521611667,2.35197,1.4300292,12.4,0.8539325,1.9197325
FRMD4B,0.455648583,0.948902,11.516832,5.7,0.6313505,0.80078075
FRMD5,0.963251333,1.80434,3.122448,0.1,0.1,0.39797875
FRMD6,1.4615765,0.890052,1.1796964,0.2,2.301375,0.8013625
FRMD6-AS1,0.108332667,0.1,0.1,0.1,0.143698,0.1198061
FRMD7,0.1,0.1,0.1,0.1,0.1,0.078282425
FRMD8,0.364605,0.451765,0.7912012,1.1,0.6891085,0.215342025
FRMD8P1,0.1,0.1,0.1,0.1,0.1,0.1
FRMPD1,0.80256075,1.94037,0.3240026,0.1,0.1507125,0.17603375
FRMPD2,0.51136225,0.886683,0.1,0.1,0.3427385,0.3582176
FRMPD2P1,0.143431583,1.12335,0.1,0.1,0.161353,0.25164675
FRMPD2P1,0.234663083,0.1,0.1,0.1,0.1859385,0.1
FRMPD4,0.22594075,6.53106,0.1009732,0.1,0.3143915,1.7895675
FRRS1,0.136262417,0.1,0.1032928,0.7,0.1335685,0.074737025
FRS2,16.55406667,8.41996,13.765608,4.2,3.468075,5.8435125
FRS3,0.25850975,0.586226,0.2663656,0.1,0.4324975,0.209073
FRY,0.452611083,12.2971,2.241554,0.1,2.795185,2.95259
FRYL,4.2225825,6.2498,15.34366,5.3,3.91052,3.122755
FRZB,0.37226725,2.23806,0.7992292,0.1,6.866205,0.52065975
FSBP,1.50875125,1.16958,0.8329914,0.2,0.2089105,0.278414
FSCB,0.1,0.155812,0.1,0.1,0.1,0.08837785
FSCN1,0.101924333,0.177025,0.2767016,0.6,0.739287,0.09298385
FSCN2,0.1,0.1,0.1,0.1,0.1,0.1
FSCN3,0.1,0.1,0.1,0.1,0.1,0.092408
FSD1,0.1,0.1,0.1,0.1,0.1,0.09065655
FSD1L,2.777520833,7.45117,8.175654,0.6,0.336631,3.54644
FSD2,0.115657417,0.1,0.1,0.1,0.1,0.04926935
FSHB,0.137791833,0.1,0.1,0.1,0.1,0.1062442
FSHR,0.1,0.1,0.1,0.1,0.1,0.078559475
FSIP1,0.280521417,0.967243,0.2379122,0.1,0.2854465,0.788962
FSIP2,0.4538515,0.218491,0.1410456,0.1,0.1,0.4503235
FST,0.1,0.1,0.1,0.1,0.1,0.087002725
FSTL1,12.79960083,3.61956,0.7862334,0.1,7.60855,1.06098
FSTL3,0.20490025,0.1,0.1,0.1,0.1,0.115618225
FSTL4,0.182752833,1.23552,0.1,0.1,0.2241735,1.22574075
FSTL5,2.18275925,31.2016,0.1511148,0.1,0.2068025,2.374785
FTCD,0.1,0.1,0.1,0.1,0.1,0.1410637
FTH1,222.3514167,106.772,411.4064,436.6,129.258,40.01805
FTH1P3,0.874566833,0.1,0.1601248,0.2,3.07423,2.80955275
FTHL17,0.1,0.1,0.1,0.1,0.1,0.1
FTL,258.6995833,36.6463,205.4066,527.0,131.4798,11.6332325
FTLP10,0.1,0.1,0.1,0.1,0.1,0.1
FTMT,0.1,0.1,0.1,0.1,0.1,0.1
FTO,12.36396667,22.3809,11.286352,3.5,3.76779,3.219165
FTSJ1,1.460081083,4.07333,1.370535,0.8,2.58476,1.0372295
FTSJ2,3.638733333,2.64633,2.584044,3.4,1.3644,0.681824
FTSJ3,2.131952,0.1,1.321089,1.8,0.4642475,0.85137675
FTSJD1,1.297223417,1.55617,1.0529402,2.2,0.233963,0.44404625
FTSJD2,1.563315167,1.05054,0.7874028,1.0,1.188899,0.326265875
FTX,2.1844755,4.27162,0.9097336,1.5,0.561068,1.2829895
FUBP1,11.88396417,19.3846,7.843434,18.7,3.946445,6.6160025
FUBP3,3.405370833,3.14336,3.0858634,2.3,1.0744375,0.29492975
FUCA1,4.134085833,2.64621,2.013627,12.5,1.80033,1.01593125
FUCA2,4.086476667,2.54704,3.840502,5.5,1.5628415,0.697141
FUK,0.33106275,0.18541,0.2462168,0.2,0.1117425,0.0373907
FUNDC1,8.689568333,14.5714,3.82593,3.0,1.99711,2.567805
FUNDC2,6.873969167,7.76828,5.752462,8.2,3.131925,2.004345
FUNDC2P2,0.1,0.1,0.1,0.1,0.1,0.083946325
FURIN,0.316870583,0.1,0.1087342,0.3,0.6038505,0.075843375
FUS,2.273725833,2.58692,3.427146,5.7,1.316212,1.1229175
FUT1,0.1,0.113185,0.1,1.0,0.1312415,0.086778875
FUT10,11.13136917,1.50703,0.8789714,1.5,0.5287985,0.877559
FUT11,1.324146667,2.61151,1.6579788,3.5,1.1719355,0.4598215
FUT2,0.119443583,0.1,0.1,0.1,0.1,0.07840425
FUT3,0.116268167,0.1,0.1,0.1,0.1,0.1
FUT4,0.904559083,1.25051,0.8762364,2.0,0.259363,0.39381525
FUT5,0.1,0.1,0.1,0.1,0.1,0.1
FUT6,0.1,0.1,0.1,0.1,0.1,0.1
FUT7,0.1,0.1,0.1,0.1,0.1,0.08036225
FUT8,13.57890333,10.1791,19.0971,1.3,2.51358,4.348115
FUT9,15.07335167,9.46538,2.061997,0.1,0.543643,6.3336975
FUZ,0.425306417,0.1,0.4082994,0.1,0.1,0.1
FXC1,8.623295,9.21979,8.216934,4.5,2.713795,4.71822
FXN,0.75977225,0.753811,0.5035848,0.8,0.667473,0.2738475
FXR1,5.030861667,7.38615,7.968096,4.0,1.509825,3.0719375
FXR2,1.090718667,1.23587,1.2850792,0.5,0.498684,0.26710825
FXYD1,12.49478583,0.1,0.1622878,0.1,0.6002235,0.25535325
FXYD2,0.1,0.1,0.1,0.1,0.1,0.1
FXYD3,1.487958333,0.1,0.4316984,0.5,0.1711155,0.2388315
FXYD4,0.10765025,0.1,0.198033,0.1,0.1,0.1
FXYD5,0.199729667,0.1,0.5757528,7.2,3.163635,0.24172425
FXYD6,3.587005583,86.117,20.52667,0.7,19.355,7.881845
FXYD6-FXYD2,0.1,0.1,0.1,0.1,0.1,0.1
FXYD7,0.1,0.1,0.1,0.1,0.143115,0.39456975
FYB,0.73952075,0.101565,3.002108,33.9,0.2985145,1.9861525
FYCO1,1.244985917,0.219512,0.8567334,0.9,0.78279,0.2762855
FYN,22.676275,7.48749,10.307604,0.4,3.59988,6.062005
FYTTD1,6.029158333,10.686,8.679872,15.4,2.98029,4.7681625
FZD1,2.813003333,0.386159,0.4096172,4.7,0.352698,0.5831365
FZD10,0.1,0.1,0.1,0.1,0.477177,0.07755435
FZD2,1.394480083,0.126633,0.1,0.2,0.2990585,0.070195775
FZD3,2.671801667,6.3975,0.8779268,0.1,0.359768,3.3037675
FZD4,2.296631667,0.507859,0.1815382,0.1,2.903775,0.33879075
FZD5,0.513215667,0.502563,0.771575,0.3,0.1742865,0.2150845
FZD6,1.556722417,0.449597,0.6596956,0.1,3.577595,0.658938
FZD7,1.607074917,0.1,0.104616,0.1,0.257193,0.138588
FZD8,5.1632,0.384268,0.158929,0.2,0.740025,0.1522697
FZD9,0.1,0.1,0.1,0.1,0.1,0.1
FZR1,0.142453167,0.1,0.1,0.1,0.1,0.06013855
G0S2,0.773339833,0.925281,0.9988648,4.4,0.1,0.144150825
G2E3,0.88006125,1.27458,1.6070788,1.6,0.278549,1.11662225
G3BP1,9.212000833,5.11781,6.565746,6.2,4.04815,1.7308475
G3BP2,9.372688333,49.8279,12.63168,19.1,7.308885,12.0780275
G6PC,0.1,0.1,0.1,0.1,0.1,0.09609595
G6PC2,0.102497417,0.166106,0.2441822,0.1,0.1,0.08097155
G6PC3,5.457975833,0.336416,1.0941736,1.4,3.776485,0.172489725
G6PD,0.460435167,0.1,0.1176738,0.2,0.293854,0.14061715
GAA,0.384455667,0.1,0.1,0.6,0.183849,0.073611075
GAB1,8.107188333,2.32932,30.73558,4.2,5.843305,4.10191
GAB2,3.406369167,1.83323,19.77202,8.5,1.329627,1.22271625
GAB3,0.131354333,0.100834,0.5549174,5.4,0.1973535,0.0991448
GAB4,0.1,0.1,0.1,0.1,0.1,0.1
GABARAP,78.91725833,84.3378,84.09398,77.5,27.5887,2.39099525
GABARAPL1,14.21153667,61.1218,18.47038,18.6,9.19972,6.77345
GABARAPL2,82.724225,141.198,83.40666,57.9,16.8303,15.609175
GABARAPL3,0.142331,0.1,0.1,0.1,0.1,0.15098935
GABBR1,10.03107917,6.11688,1.1384566,0.1,0.6299265,1.6401
GABBR1,8.554085,6.11221,1.0340664,0.1,0.4535965,1.60576425
GABBR1,9.607845,4.94416,1.0110278,0.1,0.6153985,1.6113145
GABBR1,9.5118925,6.04685,1.1562072,0.1,0.598676,1.63755125
GABBR1,8.888543333,6.0842,1.0945748,0.1,0.5975015,1.32458
GABBR1,9.140223333,5.65003,1.077164,0.1,0.5974535,1.64108925
GABBR1,9.35809,5.47356,1.0772994,0.1,0.610013,1.539984
GABBR2,0.4600775,35.4033,0.6352738,0.1,1.5604655,22.581325
GABPA,1.651084167,0.1,2.103736,1.8,1.086895,0.825202
GABPB1,0.607365417,2.15687,0.766053,1.4,1.58344,0.4535235
GABPB2,5.980636667,3.55588,6.808842,2.3,4.471975,2.4389125
GABRA1,0.190672083,110.569,0.3491314,0.1,1.8477085,13.4639
GABRA2,46.06068333,14.6037,0.754322,0.1,0.6291555,9.2443675
GABRA3,0.654732,11.2894,3.6004646,0.8,0.928651,2.0794725
GABRA4,2.612168583,11.0735,0.1449946,0.1,0.4075465,3.8312425
GABRA5,0.152299167,15.3264,0.186057,0.1,0.6592445,11.478765
GABRA6,0.1,0.496008,0.1,0.1,0.1,0.098149525
GABRB1,28.91885833,17.0164,1.1009878,0.1,0.9278925,6.3297275
GABRB2,0.202206917,63.9207,0.8530052,0.1,2.178025,17.8524
GABRB3,3.487039167,35.3283,3.2391914,0.1,0.7664515,11.67275
GABRD,0.1012945,0.267738,0.1,0.1,0.1217725,0.199599275
GABRE,0.105386667,1.1662,0.1,0.1,0.3990885,0.1312232
GABRG1,16.889225,5.33844,0.3848532,0.2,0.4368685,3.52826
GABRG2,0.190581083,69.4988,0.5101686,0.1,1.60988,12.015125
GABRG3,0.100322333,6.24692,0.1119772,0.1,0.3018935,0.72683225
GABRP,0.1,0.1,0.1,0.1,0.1,0.1
GABRQ,0.252035833,0.641058,1.2371554,0.1,0.148225,0.21946665
GABRR1,0.1,0.1,0.1,0.1,0.1,0.058236475
GABRR2,0.104406,0.323732,0.137305,0.1,0.1,0.1
GABRR3,0.101704,0.1,0.1,0.1,0.1,0.1
GAD1,0.683069,113.022,2.8868626,0.1,1.53449,10.1844575
GAD2,0.179141333,77.4168,0.1913026,0.1,0.5248815,5.2574875
GADD45A,3.742115,13.2857,3.363542,2.6,5.9837,2.6453575
GADD45B,26.06535167,11.2807,6.60998,11.9,39.8793,0.39221325
GADD45G,0.651231167,0.541929,0.1,0.5,0.7152645,0.164918925
GADD45GIP1,0.286410083,0.1,0.1487394,0.1,0.638808,0.174155
GADL1,0.1,0.1,0.1,0.1,0.1,0.088988875
GAGE1,0.1,0.1,0.1,0.1,0.1,0.1
GAGE10,0.13042775,0.1,0.1,0.1,0.1,0.1
GAGE12B,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12B,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12C,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12C,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12D,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12E,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12E,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12F,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12F,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12F,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12H,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12I,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12I,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12I,0.1,0.1,0.1,0.1,0.1,0.1
GAGE12J,0.1,0.1,0.1,0.1,0.1,0.1
GAGE13,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2A,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2A,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2B,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2C,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2D,0.1,0.1,0.1,0.1,0.1,0.1
GAGE2E,0.1,0.1,0.1,0.1,0.1,0.1
GAGE4,0.1,0.1,0.1,0.1,0.1,0.1
GAGE5,0.1,0.1,0.1,0.1,0.1,0.1
GAGE6,0.1,0.1,0.1,0.1,0.1,0.1
GAGE6,0.1,0.1,0.1,0.1,0.1,0.1
GAGE7,0.1,0.1,0.1,0.1,0.1,0.1
GAGE8,0.1,0.1,0.1,0.1,0.1,0.1
GAK,0.441415167,0.211386,0.2174688,1.2,0.4117425,0.171772125
GAL,0.1,0.1,0.1,0.1,0.1122605,0.115709
GAL3ST1,0.1,0.1,0.1607548,0.1,0.1,0.0973076
GAL3ST2,0.1,0.1,0.1,0.1,0.1,0.1
GAL3ST3,0.172095833,0.588207,0.1931776,0.1,0.1,0.1215404
GAL3ST4,1.013059333,0.1,2.2904392,13.2,0.4876195,0.1104161
GALC,15.38425833,7.10195,11.832372,3.0,2.12757,3.586975
GALE,0.346065083,0.1,0.1614992,0.3,0.173405,0.15314075
GALK1,0.1,0.1,0.1,0.1,0.1,0.08514315
GALK2,1.743385833,2.44117,3.018504,1.4,0.8267055,0.98319875
GALM,0.893888333,0.1,0.166621,0.5,0.173544,0.08027995
GALNS,0.623598083,0.638645,0.3716916,0.7,0.437345,0.146424375
GALNT1,3.9092975,6.1724,3.619064,8.7,1.504359,1.67312
GALNT10,2.32593,0.635405,3.749108,3.8,0.753768,0.65643375
GALNT11,4.4824,9.56929,2.540356,3.2,2.63401,3.10894
GALNT12,0.11276225,0.1,0.7286378,0.5,0.1,0.13278495
GALNT13,0.601173083,9.4553,7.01256,0.2,0.1765775,8.073175
GALNT14,0.101744667,1.49062,0.145448,0.1,0.2063605,0.177487875
GALNT2,3.2547825,1.39738,0.9404002,3.0,0.5592065,0.7217905
GALNT3,0.131173,0.448842,0.3754806,0.1,0.1,0.17978475
GALNT4,0.849706083,0.749405,0.568373,2.4,0.188025,0.1
GALNT5,0.1,0.1,0.1,0.1,0.1,0.058177875
GALNT6,0.1,0.1,0.7557178,0.7,0.1,0.09226185
GALNT7,2.884125833,4.87784,3.28102,1.9,1.270461,2.43075
GALNT8,0.125121583,0.119148,0.3342368,0.2,0.1,0.243047375
GALNT9,0.131382333,0.151519,0.1,0.1,0.1,0.19650765
GALNTL1,0.890135,0.780072,0.1695002,0.1,0.287243,0.33832475
GALNTL2,0.680537083,0.618362,1.356996,0.1,4.624275,1.30591175
GALNTL4,1.40190525,1.49062,0.1,0.1,1.472123,0.446837
GALNTL5,0.124405417,0.452148,0.2004668,0.1,0.1,0.182109
GALNTL6,0.10026075,3.20881,0.1,0.1,0.1,0.227945125
GALP,0.162006083,0.1,0.1,0.1,0.1,0.091895325
GALR1,0.142171167,0.1,0.5399504,0.1,0.1,0.083261375
GALR2,0.1,0.1,0.1,0.1,0.1,0.1
GALR3,0.1,0.1,0.1,0.1,0.1,0.1
GALT,2.099729917,0.820899,0.569477,0.9,0.810575,1.21053
GAMT,0.323249,0.147397,0.30122,0.2,0.412058,0.1373955
GAN,6.263429167,4.34672,1.889098,1.2,0.664287,2.389485
GANAB,9.268073333,4.73039,3.560446,4.2,4.086475,0.60702925
GANC,1.544039167,1.35668,1.986324,3.2,0.4451195,0.73438275
GAP43,1.150598667,14.7322,2.2752204,0.2,3.39165,11.7731975
GAPDH,270.9245833,158.116,99.58454,65.8,116.6699,7.8606025
GAPDHS,0.1,0.1,0.1,0.1,0.1,0.1
GAPT,0.15340325,0.1,0.1910254,1.6,0.102574,0.28719475
GAPVD1,4.972279167,5.89029,4.997748,7.6,1.88935,1.9190775
GAR1,1.49711575,4.36044,2.235558,1.6,1.215759,0.88836775
GARNL3,6.566344167,4.79347,1.122585,1.2,0.335312,1.88438
GARS,5.188449167,15.0118,4.201714,6.6,1.77907,5.4687475
GART,4.6219025,5.68326,3.873888,2.3,0.8056635,0.86057425
GAS1,0.703777417,0.874245,1.3174994,0.1,0.1078605,0.069240225
GAS2,0.816422083,0.506004,0.6636074,0.1,0.234152,0.80123275
GAS2L1,1.4332345,0.296267,0.151197,0.1,0.430372,0.26739125
GAS2L2,0.1,0.1,0.1,0.1,0.100591,0.1
GAS2L3,0.152410417,0.8657,0.4169298,1.4,0.13298,0.383241
GAS5,9.8388125,18.7401,46.0492,21.9,14.5878,2.3820825
GAS6,0.195386,0.233768,0.1092582,0.7,0.563891,0.066295275
GAS7,1.8785555,22.7826,16.94574,1.1,1.5653745,7.359055
GAS8,0.896753667,0.461235,0.148315,0.1,0.234797,0.48774825
GAST,0.1,0.1,0.1,0.1,0.1,0.1
GATA1,0.1,0.1,0.1,0.1,0.1,0.1
GATA2,0.1,0.1,0.1,0.1,2.55714,0.0568919
GATA3,0.1,0.1,0.1,0.1,0.1,0.1
GATA4,0.1,0.1,0.1,0.1,0.1,0.1
GATA5,0.1,0.1,0.1,0.1,0.1,0.1
GATA6,0.1,0.1,0.1,0.1,0.1,0.1
GATAD1,3.383845,1.70822,2.313,3.9,1.2200475,1.1487605
GATAD2A,0.779567417,0.375986,0.3182354,0.9,0.7152055,0.198677675
GATAD2B,6.862970833,7.62588,9.10631,4.8,3.93571,2.823195
GATC,4.201351667,5.991,4.517668,3.1,2.246225,2.6336925
GATM,74.07676667,6.79523,37.44042,52.6,2.926665,11.091705
GATS,10.56628417,7.36445,28.90884,0.7,2.254445,4.0008025
GATSL1,0.808806083,0.148769,0.2135202,0.1,0.2091975,0.2185054
GATSL2,0.929611167,0.446307,0.2877558,0.1,0.2890145,0.25717525
GATSL3,1.91733725,0.325818,0.1,0.2,0.4451975,0.17419
GBA,6.034183333,1.46365,1.623941,2.7,2.484175,0.53173925
GBA2,2.969955,1.44494,0.6783334,0.1,1.78999,0.695621
GBA3,0.1,0.1,0.1,0.1,0.1,0.1
GBAP1,0.674917,0.565482,0.2584842,0.3,0.3974605,0.3722015
GBAS,23.85440833,17.6534,6.447796,6.3,3.091585,7.032415
GBE1,1.296480833,2.92967,1.965064,4.4,0.756705,0.51507575
GBF1,5.508550833,5.29606,1.915108,2.5,1.460605,0.94125675
GBGT1,0.1791595,0.1,0.1129806,0.5,0.1250925,0.062383775
GBP1,1.208033833,0.241661,0.4837242,4.0,3.469215,0.4709305
