gene,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
TMPRSS7,0.1,0.1,0.1,0.1,0.1,0.0636647
TMPRSS9,0.1,0.1,0.1,0.1,0.1,0.1
TMSB10,12.0804575,81.5101,40.34136,117.5,196.2625,3.277533
TMSB15A,0.1,0.516256,0.6732862,0.1,0.65865,0.1
TMSB15B,0.226401833,1.54877,1.6854664,1.6,0.1,0.11607025
TMSB4X,39.97233333,199.782,230.5688,445.8,127.9545,16.577
TMSB4Y,0.3239135,1.10477,2.03786,0.6,0.1,0.220886
TMTC1,2.161576667,7.17444,0.2679894,0.1,1.2183505,3.4424275
TMTC2,8.054551667,5.86512,13.349916,0.2,2.23416,2.032225
TMTC3,3.497068333,4.5654,1.654447,0.6,1.235515,2.4475125
TMTC4,2.00729,1.85121,6.998684,0.4,0.2103505,0.592139
TMUB1,0.113617333,0.1,0.1,0.1,0.1,0.1
TMUB2,2.9271875,2.81622,0.8111148,1.5,2.741175,0.36872635
TMX1,6.406431667,2.31784,3.656516,10.0,1.97763,1.16205325
TMX2,25.907375,34.9402,25.09644,0.1,7.72,0.85452
TMX2-CTNND1,0.1,0.1,0.1,0.1,0.1,0.1
TMX3,4.335580833,8.38235,2.52342,3.6,1.260274,4.3267925
TMX4,8.145468333,28.1273,7.09733,2.8,3.601715,4.5085025
TNC,0.583728667,0.135852,0.1856912,0.1,0.1,0.12843535
TNF,0.107867,0.1,0.1922394,3.8,0.1,0.06005215
TNF,0.105285,0.1,0.1797634,3.2,0.1,0.0576665
TNF,0.103747417,0.1,0.1816348,3.2,0.1,0.0576665
TNF,0.103747417,0.1,0.1816348,3.2,0.1,0.0576665
TNF,0.103747417,0.1,0.1816348,3.2,0.1,0.0576665
TNF,0.103747417,0.1,0.1803872,3.2,0.1,0.0576665
TNF,0.103747417,0.1,0.1803872,3.2,0.1,0.0576665
TNF,0.103747417,0.1,0.2041992,3.3,0.1,0.0576665
TNFAIP1,3.749485,3.86948,2.074044,0.8,5.539165,0.9168335
TNFAIP2,0.255526833,0.230439,0.1090578,1.5,0.182299,0.19508575
TNFAIP3,0.772910917,1.40635,1.5678786,29.2,6.56132,0.058310075
TNFAIP6,1.342415667,0.189817,3.45621,0.2,0.1,0.16275215
TNFAIP8,0.112904417,0.391473,0.1128584,0.6,0.1,0.09601305
TNFAIP8L1,0.118316667,0.696871,0.1,0.3,0.222845,0.278996
TNFAIP8L2,0.253124167,0.1,0.60993,4.0,0.1,0.1451125
TNFAIP8L2-SCNM1,0.123388583,1.0564,0.1,1.1,0.2944945,0.62914
TNFAIP8L3,1.838812167,4.36562,1.849104,18.0,0.1,0.3530005
TNFRSF10A,0.10522275,0.1,0.1,0.7,0.2217935,0.1
TNFRSF10B,0.76937225,0.548465,1.1704212,12.7,2.785515,0.40233725
TNFRSF10C,0.1,0.1,0.1,0.1,0.241905,0.1
TNFRSF10D,0.1056015,0.137624,0.2104158,4.6,5.96833,0.0921081
TNFRSF11A,0.1,0.156886,0.1,0.3,0.1,0.064167875
TNFRSF11B,1.279023333,0.1,0.1105084,0.1,0.1,0.44386475
TNFRSF12A,0.102540583,0.282048,0.287427,2.2,0.178735,0.1
TNFRSF13B,0.1,0.1,0.1,0.1,0.1,0.1
TNFRSF13C,0.1,0.1,0.1,0.4,0.1,0.1
TNFRSF14,0.104318667,0.1,0.1,0.1,0.353347,0.09689655
TNFRSF17,0.139378,0.1,0.1,0.1,0.1,0.1378411
TNFRSF18,0.1,0.1,0.1,0.1,0.1,0.09003825
TNFRSF19,0.174201833,1.49483,0.8235262,0.1,1.505865,0.36477975
TNFRSF1A,6.758166667,0.341188,1.3640728,4.7,4.313045,0.24788875
TNFRSF1B,0.169485833,0.1,0.701253,16.5,1.729325,0.1277034
TNFRSF21,1.05249325,10.6805,9.921556,10.6,6.502025,2.993805
TNFRSF25,0.102014583,0.275815,0.1,0.1,0.1323385,1.380553
TNFRSF4,0.1,0.1,0.1,0.1,0.1,0.087964225
TNFRSF6B,0.1,0.244735,0.1,0.1,0.1,0.10717625
TNFRSF8,0.1,0.1,0.1,0.1,0.1,0.1
TNFRSF9,0.1,0.1,0.1,0.1,0.1,0.1
TNFSF10,0.260170583,0.1,0.43598,4.0,12.62721,1.00703175
TNFSF11,0.1,0.115343,0.1,0.1,0.1,0.1
TNFSF12,2.0861475,1.56822,0.883282,1.5,2.64115,0.2024735
TNFSF12-TNFSF13,0.8090675,0.1,0.1,0.3,0.486735,0.18404375
TNFSF13,9.0277525,0.357025,0.2091252,1.7,0.568455,0.2275585
TNFSF13B,0.196940833,0.1,0.496605,1.7,0.1,0.40580975
TNFSF14,0.1,0.266575,0.1246428,0.2,0.1,0.186113
TNFSF15,0.1,0.147499,0.2057246,0.7,0.1,0.05170954
TNFSF18,0.185484583,0.1,0.2675642,9.5,0.1,0.11717825
TNFSF4,1.512029583,2.15863,0.6051042,3.0,0.1,0.270527
TNFSF8,0.190905917,0.239294,0.631434,9.3,0.121856,0.14467425
TNFSF9,0.6205365,1.89652,2.1020098,3.7,0.627797,0.070763375
TNIK,37.15291667,9.98162,4.77778,2.2,0.911315,6.5987425
TNIP1,1.128114917,0.721485,0.5327914,1.0,4.07161,0.4944315
TNIP2,0.446646417,0.155559,0.2907408,0.4,0.6813395,0.148295
TNIP3,0.1,0.416444,0.1,0.1,0.121729,0.098567025
TNK1,0.112938917,0.1,0.1,0.1,0.1,0.1032585
TNK2,0.346180667,0.1,0.2651652,0.2,0.159402,0.613292
TNKS,5.2007975,12.55,9.656412,2.0,1.3426695,3.4782425
TNKS1BP1,0.22948,0.1,0.1005582,0.1,0.421123,0.088328575
TNKS2,10.10162,9.06604,8.42347,11.8,2.56164,4.7632075
TNMD,0.14099425,0.1,0.1,0.1,0.1,0.08593705
TNN,0.1,0.1,0.1,0.1,0.1,0.058642233
TNNC1,0.15035575,0.483357,0.1,0.1,0.1,0.1214275
TNNC2,0.22754375,0.1,0.1145094,0.1,0.1,0.1917389
TNNI1,0.1,0.1,0.1,0.1,0.1,0.1
TNNI2,0.1,0.1,0.1,0.1,0.1,0.1
TNNI3,0.1,0.1,0.1,0.1,0.1,0.1
TNNI3K,0.1774225,0.1,0.1765664,0.1,0.1,0.12883375
TNNT1,2.944603583,0.1,0.2728354,0.1,0.939577,0.199751525
TNNT2,0.111457667,0.768076,0.154994,0.1,0.1,0.292077
TNNT3,0.1,0.1,0.1,0.1,0.1,0.08615685
TNP1,0.1,0.1,0.1,0.1,0.1,0.1
TNP2,0.1,0.1,0.1,0.1,0.1,0.1
TNPO1,8.343586667,7.17849,5.862692,8.2,2.55076,4.0535675
TNPO2,4.549434167,2.47801,1.146697,0.9,1.82955,2.002493
TNPO3,2.571501667,3.83525,1.9991,1.8,0.9072215,1.24242175
TNR,2.429816083,4.07905,16.458366,0.3,0.9607795,4.043055
TNRC18,0.2310895,0.153973,0.117035,0.3,0.173735,0.150838
TNRC6A,6.1694075,9.64672,3.727202,2.2,1.2075855,3.8344875
TNRC6B,6.330185,5.55681,3.099722,3.1,1.2916845,3.1642175
TNRC6C,2.7003325,3.69146,3.701888,0.8,1.032933,2.3895025
TNS1,2.2083125,0.565989,1.787874,0.1,11.798085,0.4469245
TNS3,14.52807,1.07728,1.8824722,3.2,2.41696,0.94845375
TNS4,0.1,0.1,0.1,0.1,0.1,0.1
TNXA,0.1,0.1,0.1,0.1,0.1,0.080880325
TNXA,0.1,0.1,0.1,0.1,0.1,0.077963375
TNXA,0.1,0.1,0.1,0.1,0.1,0.080811725
TNXA,0.1,0.1,0.1,0.1,0.1,0.055758475
TNXA,0.1,0.1,0.1,0.1,0.1,0.05563435
TNXA,0.1,0.1,0.1,0.1,0.1,0.054679703
TNXB,0.1,0.1,0.1,0.1,0.1,0.054905578
TNXB,0.1,0.1,0.1,0.1,0.1,0.050752909
TNXB,0.1,0.1,0.1,0.1,0.1,0.053911205
TNXB,0.1,0.1,0.1,0.1,0.1,0.051209838
TNXB,0.1,0.1,0.1,0.1,0.1,0.1
TNXB,0.1,0.1,0.1,0.1,0.1,0.1
TNXB,0.1,0.1,0.1,0.1,0.1,0.05490542
TNXB,0.1,0.1,0.1,0.1,0.1,0.050995803
TNXB,0.1,0.1,0.1,0.1,0.1,0.1
TNXB,0.1,0.1,0.1,0.1,0.1,0.078859275
TOB1,26.46528333,15.6143,24.62678,8.7,9.930545,2.13743
TOB2,7.763215833,2.46433,5.755542,8.6,3.200245,1.04208375
TOB2P1,0.1113095,0.1,0.1258668,0.1,0.1758795,0.0715561
TOE1,0.8627445,0.577589,0.573755,1.3,0.2107875,0.24226825
TOLLIP,1.838672667,1.85493,0.7485938,0.4,0.6422595,0.73976125
TOM1,0.59053375,0.224319,0.2200206,0.4,0.678124,0.204502
TOM1L1,1.317438333,0.905579,1.0190026,0.1,0.856959,0.99755275
TOM1L2,3.427885,1.91565,1.0901774,0.2,0.389531,0.54718835
TOMM20,6.7216225,38.1311,17.98472,9.6,4.38782,9.477415
TOMM20L,0.1,0.1,0.1,0.1,0.1,0.1
TOMM22,5.370403333,9.07214,6.491936,7.0,3.13213,1.623214
TOMM34,1.961975833,3.36871,1.4040028,2.3,0.9911225,1.5291315
TOMM40,0.17585575,0.153422,0.101874,0.1,0.1,0.122029
TOMM40L,1.380593833,2.50482,1.0624496,2.1,0.2813745,0.66504875
TOMM5,10.138345,38.8884,10.918216,7.1,9.106165,5.12119
TOMM6,21.01609167,27.1421,22.1385,14.5,7.39046,6.0131575
TOMM7,37.02070833,64.3435,59.00844,41.5,26.5148,18.4526075
TOMM70A,5.101271667,17.5761,5.68248,2.8,1.6553,4.7944675
TONSL,0.1,0.1,0.1,0.1,0.1,0.0777634
TOP1,4.064831667,4.86517,3.203662,9.0,1.7196515,4.9115
TOP1MT,0.172812,0.270443,0.148801,0.1,0.201187,0.0816625
TOP1P1,0.1680715,0.103253,0.252567,0.3,0.189644,0.19158375
TOP1P2,0.1,0.1,0.1,0.1,0.1,0.1
TOP2A,0.1,0.1,0.4125462,0.2,0.1,0.060778573
TOP2B,20.54853333,32.4556,20.86192,15.8,5.0554,19.516625
TOP3A,0.614028917,0.818768,0.4490988,0.6,0.4431645,0.22651585
TOP3B,0.2629695,0.236881,0.1911192,0.2,0.1,0.1379089
TOPBP1,2.680649167,4.42136,2.383278,4.1,0.843464,3.147285
TOPORS,5.96568,6.17459,5.83112,6.9,3.89474,5.14183
TOR1A,7.441689167,11.9776,6.394152,7.2,4.43166,1.716296
TOR1AIP1,12.87030833,6.47994,6.133464,10.7,4.88997,4.2916175
TOR1AIP2,5.7503375,5.32948,3.43276,6.6,2.838365,2.22391
TOR1B,3.115908333,3.22028,1.607994,2.7,2.272345,0.69213025
TOR2A,0.32029925,0.243166,0.1407822,0.3,0.240452,0.167723
TOR3A,1.904296167,1.19965,1.0425408,5.0,0.7561545,0.1807565
TOX,11.26209333,8.56404,3.1659392,0.1,2.403615,2.2644525
TOX2,0.1154745,3.32219,0.3129276,0.1,0.782565,0.18185335
TOX3,0.2358185,5.96992,1.1862842,0.1,0.2248615,2.130895
TOX4,9.309916667,7.6179,6.140104,6.9,3.740445,3.3696525
TP53,4.007015,0.444241,1.4926026,3.4,0.9707515,0.103411575
TP53AIP1,0.16770575,0.616799,0.2141514,0.1,0.1,0.159911325
TP53BP1,6.790074167,15.3318,5.077106,3.1,2.050375,4.8156025
TP53BP2,56.09446667,4.31291,9.292868,43.2,1.94118,4.5574775
TP53I11,0.155269333,1.10544,0.2957214,2.9,0.6097445,1.189889
TP53I13,0.1,0.185333,0.1,0.1,0.1,0.1
TP53I3,1.195778167,0.484221,0.4961932,0.5,1.2091735,0.2244935
TP53INP1,1.33409125,0.838603,1.721228,1.9,0.8991845,0.3950805
TP53INP2,17.77317583,4.49398,169.488,5.2,8.853565,2.39048525
TP53RK,2.745950833,2.97319,3.119128,1.6,1.1670605,1.0828155
TP53TG1,2.59189,0.940736,2.114566,0.9,1.78767,0.354315
TP53TG3,0.1,0.1,0.1,0.1,0.1,0.1
TP53TG3,0.1,0.1,0.1,0.1,0.1,0.1
TP53TG3,0.1,0.1,0.1,0.1,0.1,0.1
TP53TG3B,0.1,0.1,0.1040338,0.1,0.1,0.06344995
TP53TG3B,0.1,0.1,0.1,0.2,0.1,0.063441933
TP53TG3B,0.1,0.1,0.1040338,0.1,0.1,0.058767158
TP53TG3C,0.1,0.1,0.1,0.1,0.1,0.1
TP53TG3C,0.1,0.1,0.1,0.1,0.1,0.1
TP53TG3C,0.1,0.1,0.1,0.1,0.1,0.1
TP53TG5,0.1,0.1,0.1,0.1,0.1,0.1
TP63,0.1,0.1,0.1,0.1,0.521306,0.055009713
TP73,0.1,0.1,0.1,0.1,0.1,0.1
TP73-AS1,0.938231083,0.587819,1.1428652,1.0,0.532449,0.41889825
TPBG,0.114021167,1.4571,0.208146,0.2,0.2641555,0.63753
TPCN1,8.4955,0.497538,0.6564224,1.9,0.888705,0.58738025
TPCN2,0.464778083,0.236988,0.3448036,0.4,0.1686295,0.1775349
TPD52,0.67552225,8.85584,7.833752,1.9,4.268545,6.26526
TPD52L1,46.00175,8.81642,1.070512,0.2,2.813885,7.2014775
TPD52L2,4.858231667,2.42458,3.121274,4.7,2.798165,2.2265625
TPD52L3,0.1,0.1,0.1,0.1,0.1,0.069199525
TPGS1,0.1,0.1,0.1,0.1,0.1,0.1
TPGS2,9.748186667,24.2623,9.431576,2.5,4.164375,7.9589175
TPH1,0.278777833,0.1,0.1310836,0.1,0.126706,0.147406475
TPH2,0.1,0.319771,0.1,0.1,0.1,0.1653541
TPI1,30.59884167,40.8294,15.09262,19.4,17.61375,3.23686475
TPI1P2,0.3656645,0.1,0.2091372,0.2,0.128414,0.080371025
TPI1P3,0.1,0.1,0.1,0.1,0.1,0.066392575
TPK1,0.938513667,2.20384,0.7838468,3.1,0.8894675,0.51332
TPM1,6.8045575,39.5975,5.758026,5.4,46.6596,15.37505
TPM2,1.122732083,2.30672,0.7252948,2.0,12.4801,0.937337
TPM3,16.80588167,27.0793,24.91262,83.0,35.7936,8.345545
TPM4,5.237634167,10.6924,19.1806,61.9,23.5126,4.621345
TPMT,2.120299167,3.01208,1.980824,2.1,1.1049325,1.5915025
TPO,0.1,0.1,0.1,0.1,0.1,0.1
TPP1,100.4330167,11.0066,13.435986,31.1,11.3479,37.482625
TPP2,4.26509,8.34629,5.542154,7.8,2.34762,3.299135
TPPP,0.59180075,2.08045,4.650658,0.2,0.542462,2.8650475
TPPP2,0.199326583,0.1,0.135412,0.1,0.1,0.0944144
TPPP3,1.315344333,0.1,1.1672622,0.1,0.905759,0.19944025
TPR,7.7213825,9.26427,8.135888,10.2,3.54037,15.116425
TPRA1,0.280804417,0.1,0.100084,0.1,0.1,0.08788565
TPRG1,0.1,0.1,0.1,0.1,0.1,0.079117325
TPRG1L,3.934455,5.47738,2.32476,1.8,2.094165,1.80634
TPRKB,2.858955,2.15986,5.294112,3.4,1.56165,1.106424
TPRN,0.105329667,0.1,0.134961,0.1,0.1,0.10676665
TPRX1,0.1,0.1,0.1,0.1,0.1,0.1
TPRXL,0.1,0.1,0.1316544,0.1,0.1,0.051905525
TPSAB1,0.1,0.1,0.1,0.1,0.1,0.1
TPSB2,0.1,0.1,0.1,0.1,0.1,0.1
TPSD1,0.1014255,0.1,0.1,0.1,0.1228005,0.1
TPSG1,0.1,0.1,0.1,0.1,0.1,0.14153575
TPST1,4.1797375,6.54309,4.776262,1.3,2.311785,1.88468
TPST2,2.534818333,1.49991,0.3729338,2.8,3.99786,0.2883995
TPT1,532.1266667,430.397,2203.374,3295.0,947.8005,129.3635
TPT1-AS1,0.127845167,0.1,0.1110232,0.1,0.1,0.0988405
TPTE,0.1,0.1,0.1,0.1,0.1,0.1
TPTE2,0.168601167,0.1,0.1,0.1,0.1,0.062387725
TPTE2P1,0.1,0.727938,0.1589858,0.1,0.1179855,1.351935
TPTE2P3,0.107380833,0.1,0.1,0.1,0.1,0.053352175
TPTE2P6,0.1,0.1,0.1578808,0.1,0.1,0.07021545
TPTEP1,0.1,0.1,0.2099714,0.2,0.1,0.083429525
TPX2,0.234452667,0.397255,0.1237124,0.1,0.1059565,0.2885134
TRA2A,4.943290833,12.2673,10.040414,7.9,2.248005,2.3848725
TRA2B,6.004605,9.66129,9.89886,23.3,5.50999,2.8169525
TRABD,0.123322083,0.108886,0.1,0.1,0.1,0.1028382
TRADD,0.2839935,0.54317,0.54569,0.3,0.554036,0.214112
TRAF1,0.951601333,0.130407,0.5839974,0.1,0.2794425,0.1349751
TRAF2,0.124988917,0.1,0.1,0.1,0.17382,0.09839135
TRAF3,1.891780833,0.921265,0.8654736,1.6,0.375133,1.19988425
TRAF3IP1,1.46096325,2.18282,2.2100092,0.5,1.3137,3.2973525
TRAF3IP2,5.4097275,0.807182,2.17268,0.7,1.7237675,1.3453075
TRAF3IP2-AS1,5.37526,6.76624,5.795624,3.3,0.802928,1.56937125
TRAF3IP3,0.109398083,0.1,0.256736,1.3,0.1,0.0870687
TRAF4,1.232830667,0.34003,1.3897852,0.3,0.1,0.1274305
TRAF5,0.709588583,3.09398,0.5677412,1.9,1.0503195,1.08937375
TRAF6,2.65428,2.51096,2.162932,3.9,1.471215,1.5250175
TRAF7,0.557090917,0.198339,0.1327878,0.1,0.2546525,0.193621975
TRAFD1,3.350295833,3.47503,3.451582,2.9,1.509455,0.410115625
TRAIP,0.125515083,0.1,0.1,0.1,0.1,0.10098525
TRAK1,10.67332083,6.22579,3.03793,7.7,1.822305,3.5457275
TRAK2,5.372589167,9.06314,20.62554,1.7,4.40845,3.095435
TRAM1,7.019826667,3.16721,6.952854,9.5,8.01853,1.507675
TRAM1L1,1.979104833,2.90468,3.385758,0.1,0.3694175,0.39978225
TRAM2,0.239580917,0.43299,0.2549346,0.7,1.14216,0.177077525
TRANK1,0.344050333,3.73742,0.3573594,1.8,0.3703685,1.204683
TRAP1,2.348879833,2.14275,0.9389168,0.7,1.1808105,0.62583875
TRAPPC1,12.40901,12.2633,5.638086,6.4,5.448285,0.450349
TRAPPC10,1.855789167,3.23919,3.198614,3.3,1.0041465,0.944795
TRAPPC11,5.999324167,7.2278,3.986982,4.0,1.81327,3.98049
TRAPPC12,1.327517333,0.989859,0.7802724,0.8,0.4857505,0.44802225
TRAPPC2,1.25437375,4.38155,2.07678,1.4,0.549146,1.0482705
TRAPPC2L,1.365258333,9.58054,2.0218,0.7,1.0847085,0.21898675
TRAPPC2P1,5.95323,8.98039,5.41508,3.2,4.713585,2.406105
TRAPPC3,5.098841667,12.6199,6.655312,5.3,2.308205,4.074975
TRAPPC4,10.73035083,19.472,8.082896,5.2,2.652775,2.4506425
TRAPPC5,0.2949885,0.501466,0.296976,0.1,0.250837,0.36181225
TRAPPC6A,0.2042545,0.1,0.1523274,0.2,0.261502,0.0856809
TRAPPC6B,2.5796975,10.439,2.3947642,1.9,1.450114,4.439005
TRAPPC8,3.717255833,4.43483,3.062648,3.7,1.33685,3.284385
TRAPPC9,1.915234667,1.45226,0.970159,1.5,0.7111385,0.33429075
TRAT1,0.1,0.1,0.1,0.1,0.1,0.09105015
TRDMT1,1.140121167,1.06975,0.4535472,0.2,0.292564,0.7214255
TRDN,0.481273,0.140567,0.1,0.1,0.1,0.7458315
TREH,0.1,0.1,0.1,0.1,0.1,0.1
TREM1,0.176498333,1.00804,1.8170246,16.0,0.121558,0.1
TREM2,0.394280083,0.1,1.3868806,27.1,0.398508,0.48260825
TREML1,0.1,0.1,0.1,1.3,0.1,0.089973575
TREML2,0.1,0.1,0.1,0.1,0.1,0.1
TREML2P1,0.1,0.1,0.1,0.1,0.1,0.1
TREML3,0.1,0.1,0.1,0.1,0.1,0.1
TREML4,0.1,0.1,0.1,0.6,0.1,0.087676425
TRERF1,0.54473725,1.26848,0.25183,0.3,0.2966305,1.01449075
TREX1,0.818734667,0.1,0.2602286,0.3,0.55758,0.0833034
TREX2,0.1,0.1,0.1,0.1,0.1,0.1
TRH,0.1,0.637466,0.1,0.1,0.13791,0.1
TRHDE,0.1075325,5.78108,0.2534878,0.1,0.4907845,2.2134825
TRHR,0.106576833,0.382827,0.1,0.1,0.1,0.16267375
TRIAP1,2.733890667,3.3296,4.38216,3.9,0.8827165,1.434969
TRIB1,16.41372833,5.54375,7.421612,151.2,9.018905,1.5484305
TRIB2,8.67098,5.65867,5.8765898,0.2,6.641255,1.84391
TRIB3,0.11621725,0.715306,0.1512196,0.1,0.1989235,0.089330225
TRIL,22.9557,1.78993,1.4508272,0.1,0.249222,1.19196625
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM10,0.1,0.1,0.1,0.1,0.1,0.1
TRIM11,0.130868167,0.369127,0.1131558,0.1,0.198794,0.1402686
TRIM13,2.808,3.20758,2.561206,2.8,1.116851,1.59108
TRIM14,2.181845833,0.914751,1.2909634,2.0,0.6939925,0.85140025
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM15,0.1,0.1,0.1,0.1,0.1,0.1
TRIM16,0.574534833,0.425197,0.5557614,0.2,1.0784035,0.1334084
TRIM16L,1.010534,0.906677,0.5984536,0.1,0.190759,0.11136995
TRIM17,0.1,0.124767,0.1,0.1,0.1,0.1057467
TRIM2,27.94024167,35.7076,50.64326,1.5,2.35676,33.0791
TRIM21,1.199895917,0.1,0.7927162,1.3,3.00583,0.20546725
TRIM22,0.74126725,0.63521,2.3507026,39.1,7.91723,1.00475275
TRIM23,6.837030833,21.8547,9.775966,1.6,1.0612325,5.1986425
TRIM24,4.667445833,7.66553,6.235182,2.7,2.364,4.4642675
TRIM25,1.711809167,2.26771,0.9690258,1.8,1.04823,0.243425625
TRIM26,0.230692167,0.180033,0.2889328,0.3,0.142378,0.06011945
TRIM26,0.2303125,0.180033,0.2959734,0.3,0.1742675,0.060969225
TRIM26,0.25402375,0.1907,0.2823936,0.3,0.1691275,0.0481739
TRIM26,0.21557675,0.180033,0.280721,0.2,0.150228,0.0889457
TRIM26,0.22481525,0.14917,0.2884138,0.3,0.1960245,0.05563
TRIM26,0.214630083,0.34126,0.2176984,0.4,0.1938965,0.059104625
TRIM26,0.208617167,0.138883,0.3653414,0.3,0.1934695,0.0601362
TRIM26,0.203912083,0.325312,0.1819932,0.2,0.1941805,0.083758675
TRIM27,0.318829333,0.420583,0.379385,0.4,0.135691,0.044413325
TRIM27,0.29793025,0.420583,0.3810984,0.4,0.135691,0.03547807
TRIM27,0.271432,0.147462,0.1701254,0.3,0.135691,0.04259235
TRIM27,0.306697333,0.448188,0.3792282,0.4,0.1,0.046734325
TRIM27,0.302238083,0.420583,0.3761898,0.4,0.135691,0.04501235
TRIM27,0.230728917,0.420583,0.3101406,0.1,0.135691,0.0446874
TRIM27,0.297254,0.420583,0.390727,0.4,0.1412695,0.046119125
TRIM28,1.126927333,0.1,0.1639844,0.5,1.28522,0.217256875
TRIM29,0.1080585,0.1,0.1,0.1,0.1,0.07921955
TRIM3,0.2336845,0.82485,0.1868882,0.2,0.243714,0.0858515
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM31,0.1,0.1,0.1,0.1,0.1,0.1
TRIM32,2.964445833,6.71314,1.4472762,1.2,0.763214,1.2048675
TRIM33,6.7794725,9.79582,5.441964,5.5,3.319645,7.2654775
TRIM34,0.31819275,0.109043,0.5210638,5.3,0.4678685,0.20421575
TRIM35,0.73448475,0.45489,0.6660906,0.3,0.244165,0.22257125
TRIM36,0.210370333,4.83533,0.660834,1.7,0.173886,1.9895175
TRIM37,4.800485833,15.4321,2.304758,1.4,1.254435,5.61829
TRIM38,0.11795325,0.1,0.5167912,10.9,1.740145,0.360612
TRIM39,0.314550167,0.238724,0.2170528,0.3,0.206221,0.1
TRIM39,0.31130175,0.224924,0.2134686,0.3,0.2021605,0.1
TRIM39,0.318954417,0.238731,0.2277568,0.3,0.189029,0.1
TRIM39,0.3125205,0.238724,0.1975898,0.3,0.2195425,0.1
TRIM39,0.309499083,0.238722,0.2177964,0.3,0.2047825,0.1
TRIM39,0.313931167,0.225109,0.2163564,0.3,0.20005,0.1
TRIM39,0.308220583,0.185338,0.2224454,0.3,0.208502,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM39-RPP21,0.1,0.1,0.1,0.1,0.1,0.1
TRIM4,1.622845,1.29829,0.852035,2.0,0.6990545,0.403495
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM40,0.1,0.1,0.1,0.1,0.1,0.1
TRIM41,1.16747575,0.713186,2.646326,0.4,0.502422,0.3684785
TRIM42,0.1,0.1,0.1,0.1,0.1,0.085092075
TRIM43,0.1,0.1,0.1,0.1,0.1,0.1
TRIM43B,0.1,0.1,0.1,0.1,0.1,0.1
TRIM44,6.413240833,15.7166,15.90226,6.9,2.4221,6.8890075
TRIM45,0.894364083,0.482414,0.5184988,0.2,0.2846225,0.38129175
TRIM46,0.11313675,0.1,0.1,0.1,0.1070945,0.059823425
TRIM47,1.77262075,0.111664,0.3137974,0.1,0.4565205,0.2724728
TRIM48,0.1,0.1,0.1,0.1,0.1,0.1
TRIM49,0.1,0.1,0.1,0.1,0.1,0.078020475
TRIM49L1,0.1,0.1,0.1,0.1,0.1,0.1
TRIM49L1,0.1,0.1,0.1,0.1,0.1,0.1
TRIM49L2,0.1,0.1,0.1,0.1,0.1,0.078020475
TRIM5,0.84628825,0.1,0.2241644,2.2,2.551535,0.198184
TRIM50,0.1,0.1,0.1,0.1,0.1,0.081511125
TRIM52,1.524219583,2.55635,1.3925718,1.3,0.7676075,0.976958
TRIM53P,0.1,0.1,0.1,0.1,0.1,0.0827285
TRIM53P,0.1,0.1,0.1,0.1,0.1,0.082738475
TRIM54,0.1,0.1,0.1,0.1,0.1,0.107958375
TRIM55,0.1,0.844448,0.1,0.1,0.1,0.0822077
TRIM56,0.671801583,0.1,0.7292142,0.7,1.585285,0.350425
