gene,nOPCs_mean,aOPCs_mean,aOLs_mean,activatedaOPCs_mean,non_activatedaOPCs_mean
E4f1,12.67110671,12.25810751,12.18590294,12.61416039,12.33949742
Smad7,9.926832706,12.5786164,12.10742122,11.46485367,12.645238
0,9.157243961,9.112867178,9.051852973,8.725358132,8.931689885
Gm2694,9.473756095,9.582721505,9.556985421,9.410230291,9.188970661
Coq5,9.374638287,9.803702115,9.955570065,9.782758566,9.693084061
Them4,9.589479779,10.18620024,10.2489803,10.06609785,10.0958141
Parl,11.02061931,11.63395898,11.51492029,12.06299481,11.92257692
Nf2,9.066598607,9.155327411,9.226428959,9.156440583,9.070006427
Adam30,9.151935516,8.96746336,9.043118293,8.982428507,8.835072066
0,9.218178637,9.013397772,9.061174403,9.206549443,8.958266868
C030048B08Rik,9.804471398,10.29587648,10.63409065,10.1279737,9.994725923
Lpgat1,11.11022232,13.72496672,13.46293285,12.40765155,13.44229178
Lrp6,10.41900752,9.967217532,10.16346181,9.596608955,9.92242257
EG629432,9.714614215,10.23448418,10.61174634,9.663714342,10.35718317
Cbx1,9.250722391,9.21578673,9.23923878,9.006610866,9.226106778
Scgb3a1,9.032428518,8.922735452,9.117893165,8.89792709,9.136926263
Serpina1a,9.106970319,9.077579693,9.087048816,9.011931262,8.918001677
1700025E21Rik,9.008806532,8.999792357,9.011389288,8.885433163,8.952519901
NA,8.774196922,8.866437575,8.756506658,8.659282568,8.578485625
Dhdpsl,9.053675007,8.875834412,8.965633975,8.884458797,9.018328609
Slc43a2,10.35190205,12.87986022,12.50942959,11.26953941,12.56760159
0,9.076542147,8.964083047,9.071590633,8.768988912,8.913059527
Ccne2,8.913490484,8.917226231,8.827642089,8.898141669,8.814592387
Gm12271,10.81588363,11.05371609,11.32807407,11.26915857,11.3195919
2610030H06Rik,12.17659761,13.26483248,13.36693183,13.08337698,13.2114857
1810073O08Rik,9.940759031,9.867066355,9.947208766,9.560014029,9.528174375
0,9.831391242,10.19050013,10.42762358,9.573771977,9.995540755
LOC100047984,8.876092852,8.882975358,8.898454022,8.858347087,8.83303462
0,11.28166141,10.89655213,11.52313175,11.35390209,11.42035781
Ttyh1,13.67766401,13.94061985,14.09909569,13.21652069,13.55331169
Zkscan1,12.81678033,11.25756744,11.20106669,11.81037131,11.25280671
Rnf135,9.098678522,9.597588263,9.566545356,9.410557026,9.963073218
Nr4a2,9.820016462,9.489606728,9.000863835,9.391652968,9.045281711
Kcnj10,12.6124777,15.61679192,15.65762166,15.26195231,15.53939055
Trim39,9.523196549,9.621444133,9.785940111,9.293449216,9.466084007
Tmem48,9.429199593,9.806347861,10.13692951,9.865549631,9.783256163
Gm11747,9.068657217,9.058010071,8.865650039,8.872649426,8.87050056
Lrrc57,9.576739765,10.25209393,10.01499541,9.786349071,9.979010952
Gm5077,9.18510826,9.271725457,8.976601016,9.196274955,9.212865596
Pafah1b1,13.00237457,13.92167944,13.84308828,13.42042131,13.91525424
NA,8.70626667,8.788427673,8.594407644,8.632864962,8.506614006
Ccdc106,10.68712528,9.765708881,9.292268689,9.525675978,9.42640098
Klra13,8.858885114,8.951348537,8.739384713,8.921261975,9.111193918
Naf1,11.62649311,12.11478132,11.88955253,11.60818182,11.73139726
Ralgps1,11.93912816,10.97071977,11.08867972,10.93143321,10.82401783
B230209E15Rik,9.166075372,10.12766833,8.91715963,10.90091726,10.27600852
Gm5507,14.48558889,15.28040674,14.63605297,14.56046744,14.79657924
Slc37a3,10.13854394,10.40343656,10.38869947,9.746683175,10.33964956
Apbb1,9.507316326,11.52686348,11.27341568,11.00259556,11.91171389
Olfr893,8.870312716,8.741326242,8.697335124,8.807217646,9.009186434
Brd2,13.72978812,13.57750461,13.72765508,14.62780316,13.27208923
Tfam,8.916171918,8.960273079,8.896552151,9.073575797,9.36546078
Gm5121,15.5639253,15.12641514,15.35279756,15.53390871,15.12218859
Spaca5,8.793310001,8.793451568,8.763375488,8.815137737,8.905530848
0,8.976273261,8.787025641,8.982101103,8.869159951,9.280709064
Amh,8.828259835,8.79596238,8.832762965,9.220969315,9.391025838
Zfp846,9.377963566,9.559864314,9.686521197,9.712594645,9.779547519
Olfr372,8.858952099,8.989277879,8.907608963,8.83783462,8.984333462
Eef1e1,9.966640381,10.0076285,10.03203525,10.64095805,10.48295325
4931400O07Rik,8.918929433,8.944972144,8.875202864,8.823140936,9.297675078
Nrip3,8.767563759,8.974499694,8.938665703,8.855612068,8.779940752
Olfr1143,8.960598862,9.169206531,9.202209846,8.923253292,9.078702225
Stk17b,9.518159104,9.2839573,9.352970138,9.239039715,9.213425795
0,13.1510214,13.52881037,13.46080081,14.10244026,13.67537652
Maml3,8.833375275,8.857993859,8.948757248,8.927532116,8.890973468
4930403N07Rik,8.916560222,8.818857926,8.758305418,8.697007415,8.968725613
Tirap,9.40404581,10.6823993,10.58243513,9.963704837,10.38574435
NA,8.670050355,8.690180882,8.608406866,8.694058544,8.544099582
Batf,9.093682552,8.834300386,8.853837227,8.886138603,8.930513284
Olfr830,8.722991885,8.76270379,9.007070515,8.81585898,8.894873031
Fam78a,8.833018006,8.983234113,8.854739721,8.873721758,8.836650142
4930542N07Rik,8.744090424,8.847008117,8.7373518,8.709039081,8.811494963
Ptx3,8.830716053,8.761108391,8.728354134,8.875634695,8.713094859
Man2b2,9.608156868,9.99961416,9.921140212,9.656621937,9.470490922
Lepr,10.20391807,8.841613107,8.689041951,8.71079668,8.615291769
Gpr124,12.11723649,9.626177329,9.688356615,9.494525606,9.262656796
D16Ertd472e,10.29042843,12.22890526,12.46990198,11.37943676,12.4986005
Olfr153,9.29969349,8.842211309,8.826129609,8.987944199,8.994119329
Aox3,8.985753798,8.852703296,8.842865652,8.85005836,8.824629108
Faim3,8.690483457,8.872103763,8.826922582,8.880464959,8.892477334
Camk2n2,11.61994659,10.34308955,10.25466419,12.12017803,9.815244514
Rgs5,8.924841579,8.988026087,8.938777251,8.790604585,8.898497457
0,9.248183232,9.409778629,9.7277008,9.220815133,8.912632076
Gm3502,9.025309356,8.819734604,9.016962156,8.952099677,8.904720289
Odf3b,9.052409026,9.257080705,9.533916623,8.800379773,8.953529459
Abca14,8.696260208,8.675951432,8.843099154,9.278720208,8.938876652
Hat1,9.12320309,9.543759428,9.503464986,10.10443905,9.745515655
Fam26e,9.152600503,8.977305075,8.835296527,9.7380635,8.799703192
Synj1,9.018122888,9.259081697,9.453689469,9.917125522,9.247210374
LOC100046165,8.537208197,8.75792497,8.792538757,9.184565094,8.97602214
Keg1,8.657370995,8.791306689,8.928131529,9.037200066,9.243266965
Mtfr1,9.213777228,9.947186548,10.12892437,9.954209745,10.06764847
Gng13,8.634280547,9.136679209,9.127869499,9.481193014,8.927049517
Parp14,9.048380108,9.128842952,8.953231325,9.452638082,8.822052889
LOC100046217,8.608503659,8.902400578,8.871982594,9.113754486,8.799883412
Pon1,8.789797606,8.824103269,8.750486626,8.788874484,9.034791288
AF529169,8.799386435,8.697689613,8.835752824,8.878028122,8.955382285
Rngtt,8.816556422,9.219168598,9.309423505,9.237211424,9.204190021
Ascl1,11.60410177,9.163967342,9.15636252,9.145292024,8.969404268
G630018N14Rik,8.790374298,8.792112618,8.901528464,9.355028538,8.994283893
4933402N03Rik,8.81556472,8.8718237,8.976873904,8.758266662,8.850380106
Casz1,8.666611561,8.857566604,8.991910779,9.016033139,8.638710123
2900076A07Rik,9.152009118,9.673190448,9.811193468,9.536845159,9.203994639
1700019M22Rik,8.771287869,8.916218633,8.95514967,9.227660572,8.873905864
AA414903,8.654722619,8.702712724,8.952151041,8.77847133,8.822456254
0,10.05521923,10.52359143,10.64181934,10.57474373,10.42048881
Trim43b,8.658254598,8.796976921,8.907546401,9.257257194,8.907709037
Tdpoz2,8.756132507,8.956628158,9.024082395,9.106237157,9.222332437
Gm5347,8.620066685,8.680449681,8.740311658,9.309015152,9.025553131
Plekhm2,13.59786173,13.3804632,13.22279542,13.85876805,14.05138212
BB114814,8.990943955,9.266887067,9.401350894,9.21082396,9.243469542
NA,8.631302527,8.540877193,8.523760259,9.086533301,8.95933215
Olfr900,8.680646206,8.763825398,8.69177577,9.238703065,8.761627545
Thap7,9.062511491,9.190702616,9.211600761,9.181180945,9.195870527
Als2cl,9.900003814,9.194182822,9.027266726,9.202940687,9.177632722
Gm5636,8.791536536,8.897101793,8.765116663,9.024493734,9.158629196
Ttr,14.82943747,11.725795,11.22611241,10.95983573,10.56969001
Daglb,10.01420619,10.83514122,10.74461623,10.84178425,10.86375307
LOC100045321,8.985202257,8.939290281,9.004350353,9.02027764,9.09429106
AF251705,9.085283036,8.985886378,9.036993326,10.03203979,9.223578906
Olfr1188,8.817796417,8.824276555,8.935950394,9.346968676,8.979077246
Shroom1,9.819942051,11.08168432,11.24271997,10.50724611,11.20560142
Olfr94,8.847943116,9.122959994,9.076828224,9.094371945,9.099917467
Olfr1360,8.896698775,9.144461348,9.027643917,9.042090003,9.014191789
Rest,10.54579144,10.30344481,10.32474492,10.69777859,10.56401803
Gm382,8.875389353,9.246279003,8.983253665,8.944291472,8.95765565
Tspan18,8.949372047,9.119837296,8.991700614,9.101337469,9.212494977
Fam151b,9.189337545,9.334634666,9.391584561,9.555299313,9.565762282
NA,8.652820528,8.545571228,8.640950101,8.962575895,8.636371765
2210012G02Rik,8.989305758,9.303724408,9.13642856,9.678558194,9.34637899
0,8.88709494,8.784652743,8.857261888,9.338430011,9.014524319
Phrf1,11.38087897,11.13574579,11.23323893,11.54678359,11.27368513
Mrgpra4,8.779955659,8.942332373,8.821141084,9.279287218,9.738379969
1110017F19Rik,8.769745275,9.001932099,8.844520913,9.255972049,9.041589348
Fscn3,9.267933498,9.448001986,9.473914233,9.427403699,9.422847731
Itk,8.952444655,8.892116678,8.912475598,9.483566701,9.121774661
4930473A06Rik,9.046704733,9.002048703,9.021748023,9.395149217,9.041975173
Pknox1,9.716471086,10.49755611,10.59615189,10.55102677,10.9299664
LOC631064,8.830747111,8.827410275,8.850673041,9.051095245,8.90731759
Scgn,8.856551875,8.882337949,8.797369537,9.146542029,8.860657843
Gm3781,15.23910097,15.05807619,15.03958724,14.71401555,15.20516629
Ogg1,9.573512937,9.829694259,9.530048767,10.00904835,9.70903077
Zfp110,10.02254147,10.57527163,10.68895637,10.79373177,10.38197265
NA,8.541739584,8.65514809,8.592017966,8.799455421,8.868803467
Mipep,9.272570092,9.2544035,9.209741868,9.677887665,9.396045133
LOC631518,8.996652327,8.786057259,8.931370095,8.992805354,8.900950757
Slc44a5,8.901701275,8.790206208,8.893623697,9.012833572,8.940168208
Slc39a7,15.03869434,14.54434173,14.4748971,14.99272794,14.79174257
0,13.71241918,11.44103995,11.52839161,11.81333586,11.48560353
(+)E1A_r60_1,8.886855993,8.950164212,8.842246329,9.049543757,9.12530965
Rin2,11.94218679,11.38823647,11.42011223,11.23416533,11.32050601
Kif26b,9.173929727,8.977946676,8.890261205,9.318581755,8.939069398
Usp52,12.55820354,12.28295487,12.08239083,11.95776404,12.50943096
NA,8.719175834,8.606313312,8.620914083,8.832256693,8.592446511
Sntg1,9.64298937,8.993575412,8.811841716,9.664015784,8.868965308
Llgl2,9.077216708,9.009319686,9.048438833,9.235435965,8.98924392
Stmn1,14.54079176,15.80639922,15.9318888,15.58100375,15.87753833
3021401N23Rik,9.007168878,9.104858842,8.999078027,9.058769585,9.069961211
Ckmt2,8.867724196,9.126566751,9.302589414,9.114584867,9.268925163
Card9,9.093774608,9.02560417,9.068539117,9.055380996,9.003163055
Trex2,8.992156496,8.883128962,9.106279431,9.063587729,9.084808427
Gosr2,9.802847217,9.964614039,10.11080443,10.19665859,10.022412
Osbpl1a,10.93500718,13.03992189,13.11318675,12.3117473,13.45276898
4921509O07Rik,9.012273562,8.932436823,9.271514866,8.933340072,8.898065368
Olfr561,8.952640367,8.869715586,8.984515313,9.004629965,8.901304798
D430042O09Rik,10.78998042,11.06608159,10.74572238,11.01510802,11.23061437
0,9.631526437,9.031396277,9.05619041,8.985741732,8.975822092
BC024814,10.06318197,10.42743106,10.05319625,10.86084875,10.21553785
Dph1,9.159560132,9.1482185,9.042839308,9.20766516,8.923429394
Olfr952,8.94407231,8.832931804,8.853352765,9.012393027,8.866008978
Gm2592,9.072693834,9.022547389,8.946255941,9.285101389,8.98908731
Apon,8.998795171,8.867444505,9.003394796,8.801709209,9.086448238
Rnf13,11.25442048,14.8369226,14.40025454,14.09118215,15.2157078
2300003K06Rik,9.04769255,8.983680213,8.97737675,8.98630307,9.092536776
Tollip,10.0955311,10.1957702,10.3031962,9.822755475,9.954022444
4732463B04Rik,9.110920106,9.716940573,9.955864402,9.190092787,9.889603337
Ccdc132,10.14122216,10.42314297,10.30134466,10.45736961,10.822292
4930520O04Rik,9.02869695,8.952005137,9.007012656,9.305051815,9.145424975
Brp44l,13.01710783,14.79799958,14.33820518,14.79985946,15.1381144
Rps4y2,12.65473033,11.70379006,10.61560374,12.64095599,11.63626921
Ercc6l,9.082709135,9.032981638,8.970384016,8.97748873,9.031089144
0,9.814696266,9.585838879,9.468121277,9.33944677,9.725883413
Birc2,10.18614595,10.16607572,10.15506596,10.02699732,10.73881925
Tc2n,9.047432615,8.974447363,8.903210712,8.987976611,9.091502161
Stat3,13.5247091,12.94012654,12.92542882,13.19354148,12.43532462
LOC677537,9.109771323,8.992615762,8.991819406,9.365282633,9.101663643
Cugbp2,12.15457446,9.888744515,9.532875338,9.636190712,9.417492432
Prpf19,10.52244237,10.33849731,10.75263342,10.52194757,10.43294643
LOC100045958,10.09931662,10.88870945,11.13261915,10.39689568,10.67726836
4632415L05Rik,10.13239596,10.15295253,10.21968727,10.29644157,10.05360735
Adra1d,9.199993149,9.068901267,9.011187143,9.029106476,9.214374712
Fam48a,10.37575574,10.18902037,10.17632998,10.02101542,10.4704326
Fezf1,9.376397274,8.940664576,8.884768921,9.129925037,9.023689282
2010110K18Rik,9.350046301,8.99599246,9.127010836,8.926973765,8.942808581
Jak2,11.95101943,12.37641439,12.45468856,11.62762465,12.11048223
0,10.19198857,9.777775569,9.667793662,9.325450465,10.04260312
E2f1,10.38444456,9.327681192,9.425071766,9.350908309,9.151095076
BC020535,9.629217364,9.178243114,9.651608531,9.308842908,8.99890058
Olfr196,9.372012912,8.906873683,10.29625016,8.924181977,8.806462044
Cdkl2,9.901603181,10.04846238,10.13318123,10.04522562,9.517062891
0,9.578090611,9.446863003,9.558540846,9.030281209,9.158030595
Igf2r,11.31138429,10.68303379,10.85037446,10.36609412,9.974874652
0,9.313276742,9.660841692,9.697604011,9.453830139,9.701894273
Otp,9.197006342,8.939147657,9.117426013,8.94996816,8.824734607
Clic4,13.32199124,15.25224514,15.03271083,15.11841682,15.1670397
Gm4906,9.31712365,8.959485882,9.027284773,8.948803852,9.098914324
AI314604,13.14428325,12.71153083,12.30720857,13.55310734,12.16339832
0,9.572186253,9.258881592,9.329098051,9.481740842,9.047610595
Awat1,9.202957407,8.930025558,9.017777646,8.858803311,8.886124955
NA,8.807937589,8.781819763,8.681864409,8.601177746,8.794753924
0,9.051197371,8.985461844,8.838470813,8.823174051,8.892366658
Rufy2,12.60864371,12.97216783,13.09610554,12.03323703,12.44723421
Batf,9.317777187,9.02960513,8.960313782,9.047574268,8.870050743
Dock2,8.941956328,8.98191338,9.177675081,8.982864976,8.983483258
Gimap8,8.987681417,9.049042582,9.14686725,8.972239531,9.322781106
Ddx58,10.40736644,9.583489614,9.475856702,10.23247056,9.169195508
Tomm20,11.52160486,11.84299268,11.99234943,12.14449834,11.92130565
AU021884,9.17838278,8.949504222,9.093778997,9.057723675,8.980847103
Chka,10.18047998,10.40936471,10.64295797,10.88177556,10.70863272
0,9.93651495,10.58850359,10.39470418,9.759774885,10.81962174
Sympk,12.74470576,13.08380747,12.87618926,13.17867108,12.23347591
Bcl2l11,9.149605918,9.085287983,9.335780082,9.287479348,9.44119342
Gm3233,9.300803657,8.932499354,9.138340553,9.092604547,9.330156712
Gpr119,9.315834458,9.139524094,9.033208872,9.081774231,9.304572773
Shoc2,9.23450854,9.12917948,9.243054798,9.13470073,9.374895589
Dpyd,9.901288437,9.505102311,9.507514768,9.291016308,10.01552779
Cyp2d13,9.450841765,8.997060081,8.998386259,8.942639334,9.003320691
C80068,9.32438351,8.990877863,9.028666135,9.117073227,9.001694953
Olfr1138,9.255930353,8.987966014,9.034182312,9.044201364,8.951277353
Gm4970,9.209792217,9.319229361,9.338335352,9.179222389,8.881030913
Ccdc22,12.15788848,12.63394871,12.55073958,12.26117459,12.84253153
ETG09_205211,8.993804196,8.987307702,8.922557231,8.905723742,8.987796861
Olfr675,9.124592005,8.901723637,8.901599892,9.105441319,9.008174176
Hars,11.35598224,11.42343345,12.24523841,11.21070233,10.80495925
Zfp637,12.17861114,12.55934712,12.69910268,12.92753039,12.86409413
Olfr181,8.943316786,8.898964435,9.025939987,8.962282173,9.066951404
Adrb1,9.420024111,8.968169454,9.220395531,9.21107632,9.06855775
0,10.00382821,9.0743546,9.453977583,9.27016416,9.009953496
BC048599,8.924513809,9.055058464,9.098603549,8.99576961,9.201984999
0,8.851065941,9.096664367,9.181435393,9.045747549,9.203357072
0,8.957091111,8.948596939,9.066683644,9.02977414,8.903834675
0,9.117271912,9.269875736,9.353870269,9.706711012,9.1033379
4933421E11Rik,10.05725908,10.53406617,10.26437393,10.12768047,10.46843571
Adh5,9.483321459,9.438646582,9.452072047,9.233666666,9.376349162
Gch1,9.810378433,8.902742321,8.872377617,8.948785738,8.875771459
Slmap,11.16866699,10.96904725,10.8494853,10.94410778,11.26962567
0,9.037293066,9.080347184,8.949407986,8.910442155,8.844983357
Tmem43,11.01519008,11.32135656,11.30973432,11.94570063,11.1300579
Gm7134,9.148148163,8.95295771,8.950418115,9.095871532,8.868282032
Fxr1,12.02535676,12.78983844,12.82181769,12.27108751,13.03968292
LOC100045019,9.54351489,9.657482032,9.703650509,9.189520013,9.550994062
Klhl25,9.782639737,9.559923562,9.824844407,9.286852415,9.352250021
Olfr1158,9.011145823,8.983462352,8.966967539,9.122001127,8.958527142
Actg1,15.98203175,15.99398311,15.80364262,15.90060297,15.87753833
LOC100048254,9.694101533,11.08250351,11.8939118,10.4104033,11.03957357
Anxa10,9.218392749,9.093774546,8.997678265,9.222144756,9.253842088
LOC641221,9.211589143,9.059802011,9.072240288,8.882518505,8.932373244
NA,8.803067685,8.750481071,8.689797543,8.706141867,8.514851724
Fcho1,11.55242689,11.26901669,15.80364038,10.86983397,11.59574005
Fam54b,9.78542978,10.20484384,10.16126797,9.97776178,10.39859619
Siglece,11.90070367,11.79829242,11.76417607,11.09556056,11.24561222
Pcdhb8,9.350692202,9.149522349,9.146680991,8.917515386,8.912665104
Dnajc11,9.751922142,10.43360299,10.28860499,10.51739412,10.18313692
Wasf2,10.09749114,10.80367631,10.78813135,10.59264152,10.47686438
Srp72,9.844250012,9.734848518,9.781016654,9.770860207,9.588239916
Gpr35,9.265582342,9.169552531,9.183150903,8.984735499,8.940042389
Gm4613,15.98534058,15.77774272,15.94564902,15.90060297,15.87753833
Tceal1,9.957449825,10.51321014,10.63590474,9.665474073,10.28024361
LOC100048857,9.145612194,9.059985069,8.903490098,8.735173901,9.019198117
Slc35f2,10.74639748,9.268953039,9.143132287,9.193463078,8.988257132
Gapvd1,10.80622126,11.37325973,11.21096262,11.25456974,11.56731561
Zfp318,9.235719864,9.502785661,9.475738259,9.237602312,9.450710626
Zfp408,15.95658956,15.66750593,15.80595809,15.90060297,15.87753833
LOC100045270,9.138329444,9.040483304,9.035258133,9.007660259,8.996861645
Cables1,10.49675364,9.460705984,9.585453734,9.637247974,9.275899355
Olfr586,9.133569856,8.932730237,9.096697905,8.80983957,9.019836581
Seh1l,10.11921514,9.960056338,9.903404323,10.78496779,10.35791835
Tceb1,12.25847805,11.02481425,11.08355719,11.13649807,10.9892615
Pramel3,9.1332078,8.918592516,8.942700221,9.100647844,9.378598818
Oit1,9.372714992,8.984844594,9.021624945,9.034663555,8.886607204
(+)E1A_r60_a104,9.106649257,8.894671983,8.825078092,8.963425215,9.046842012
4921507P07Rik,9.060576519,8.862070656,8.958656693,9.026324737,8.840647684
NA,8.719590642,8.770457203,8.709204093,8.60815468,8.511404547
Stom,9.280882074,9.047493936,8.963019112,8.911578985,8.98850104
Nudcd2,9.758004169,9.7531213,10.01327455,10.00015955,9.584606852
Gm3844,9.046866802,8.869105966,8.900002502,9.05378935,8.82941094
Mapk1,11.50629572,11.43236193,11.45906781,11.45288334,11.52145158
Tmigd1,8.922588295,8.852436967,9.110656358,8.844892104,8.871045696
Gm3534,13.97000907,14.79712406,14.39300065,14.35057461,14.47921055
LOC100044641,10.20733796,10.36982216,10.53398975,11.02840038,10.68009134
Atg4c,10.0087608,12.62183662,12.80417031,11.7181391,12.74124639
Olfr894,8.96574197,9.123939365,8.863716459,8.903354128,8.897980135
Slu7,10.05794915,11.19042729,11.31347147,10.89944633,11.59224641
Phb2,11.6957463,11.5212234,11.50620752,12.20178437,11.68928641
Agbl3,9.101271653,9.31618907,9.424469111,9.526474782,9.042098465
Lce1b,8.940891035,8.997079602,8.887784014,9.098799141,9.033199356
4933417O13Rik,9.011558522,8.948030789,8.84830648,8.954085817,8.858673866
Tshz2,9.492653966,9.05562612,8.960456139,9.111434245,9.059688269
Xlr5a,8.835971024,8.917334304,8.96040892,9.09859018,8.8392615
Prss22,8.904638454,9.024125621,8.901213597,8.978823276,8.794152946
Trcg1,9.065939341,8.995939187,8.987215584,9.124461121,8.884160118
Fam108a,10.0418111,11.24960741,11.0486219,11.68924685,11.19413834
Bcl2l10,8.823667621,8.988171961,8.85314394,8.999015744,8.866972525
Txnrd1,12.07287699,11.29483597,11.31074706,11.85622124,11.11757526
Gm4019,8.954007905,9.147476394,8.976205292,8.930817183,9.077321316
NA,8.640245761,8.772896144,8.660782653,8.605856685,8.586382438
Per2,9.363571014,9.080589925,9.283001256,8.971002465,8.833222586
Trdn,8.923605743,8.907693148,9.042901018,8.958113893,8.864941881
NA,8.706079775,8.716427193,8.623647526,8.604859175,8.501331782
Hspbp1,10.2857537,11.16719219,11.15124473,11.1578025,10.86476924
Zc3h11a,13.93760489,13.86846216,13.84273886,13.22475327,14.11210151
Mapk8,9.127909528,9.140825427,9.12620244,8.921862587,9.471183945
D330025C20Rik,8.823559031,8.865301233,8.803836713,8.738710957,8.990463565
0,8.922185036,8.891150469,8.779582455,8.936907547,8.818786118
Gpd1l,9.594825234,9.350185055,9.649059122,9.103147,9.147615389
Olfr1000,8.828485514,8.846254124,8.785992877,8.834185804,9.141324592
Ampd2,11.89008392,11.04093272,11.17441219,11.18621987,11.16309075
LOC638230,8.888652064,8.877081954,8.796624112,8.943009907,8.992048591
Mall,8.861333327,8.843803346,8.812566638,8.980700417,9.144504016
Polr2e,12.58204678,12.69086481,12.72925733,12.80902697,12.63199614
Tex24,8.857622128,8.872686724,8.894270117,8.806396316,9.166661002
Gm5608,9.422630913,9.117006138,9.165837411,9.235542642,9.950360574
Olfr1082,8.882207107,8.810995597,8.774343172,8.748596882,8.958508112
Zfp407,10.08771832,10.08696891,10.01973388,10.25877591,10.36335517
D11Ertd49e,8.840699721,8.791696841,8.781071948,8.850170983,9.245187868
Magee1,9.008373827,9.283503273,9.20530085,8.867665313,9.080729047
Magea5,8.908878957,8.922245973,8.750536229,8.816955374,8.811546649
Olfr549,9.099586208,9.412754765,9.477690126,9.00969713,9.341782062
Car2,9.352338171,15.87063456,15.93148986,15.56186716,15.87753833
Myef2,10.97554423,10.27371435,10.69393691,10.11576015,10.12837547
Phf21a,13.22529179,12.96582109,13.03459923,12.59525519,12.90498471
Tbx21,8.925427196,8.939003783,9.008772633,8.97485312,9.006577136
Gm4718,9.183860288,9.21436756,8.659420538,9.022093721,9.003047752
Gm7455,8.835762662,8.843818296,8.842053005,8.833935774,8.756786313
Prl2a1,8.790880845,8.840083916,8.583193625,8.871434726,8.675879393
Rdh13,9.216195802,9.130469177,9.24436968,9.020464694,9.144836147
NA,8.670250105,8.637764425,8.494356717,8.741243042,8.460687867
Llgl2,8.953317078,9.140207335,9.069103256,9.229861431,8.877378202
Ralgps2,9.700046688,9.258117077,8.984790912,8.918496562,8.895251592
V1rd4,8.825264871,8.73196959,8.748717918,8.733632458,8.727453429
Tssc4,12.10824505,11.69080172,11.82354543,12.57375796,11.37449755
0,8.903395122,9.515347958,9.386520155,9.313511365,9.515237255
0,12.17221739,10.79752903,10.7552399,11.64871889,11.38577193
4930556N13Rik,8.708323701,8.900285594,8.85273721,8.849767145,8.91446383
0,8.679185699,8.803821765,8.764586756,8.685239759,8.810793858
Gm13078,8.659074651,8.716399525,8.679276288,8.922834291,8.92551169
Dclre1a,9.071966056,9.509861804,9.447241175,9.2648473,9.603460652
Gm3225,9.148217829,9.313938021,9.230934539,8.906355417,9.067976798
Fgd3,8.867349165,10.16162577,10.2410156,9.262010475,10.23923421
Mx1,8.861753518,8.921594892,8.798238291,9.050256699,8.841060955
Angel1,9.419409896,10.2342587,10.21046891,10.0648262,10.08237682
C920021A13,8.896465601,9.059452244,9.046526058,9.297191673,8.96353969
Tmed5,9.944990911,10.519637,10.50334586,10.93557477,10.6691111
Tom1l2,8.82497012,9.402335781,9.544696217,9.816232183,9.591720452
Itpkb,8.742538782,8.900543433,9.024392602,9.371811896,8.770114994
0,8.794953714,8.788441751,8.857944803,9.332662563,8.810528737
0,8.680173133,8.788605261,8.838347851,9.247913367,9.17538639
Ttc14,9.384970763,10.14190659,10.17480261,10.28548416,10.7978624
Cox8a,15.16659827,15.16029038,15.01733098,14.96455227,14.76074726
(+)E1A_r60_a20,8.755385067,8.815707239,9.031149591,9.004545966,8.852917846
Cpa2,9.151565478,10.45186322,10.40211495,10.96130087,10.41014359
Pax1,8.664966613,8.94911265,8.85340102,8.915869727,8.927818423
Gm5192,8.958247036,9.433840194,9.45820626,8.886395664,9.080990001
LOC100046071,8.782235779,8.863577204,8.83753895,9.057431024,9.108276977
Olfr1294,8.62289749,8.717388912,8.86277873,8.833675008,8.785245582
E430028B21Rik,9.315583642,9.546972905,9.705092994,10.04451697,9.546486677
0,8.694450467,8.802397825,8.843227849,8.837849052,8.901911521
LOC100039380,8.645392648,8.807664484,8.832934374,8.971692003,8.895075854
0,8.811188046,8.746058361,8.967649627,8.852491677,9.010699291
6330527O06Rik,8.625244629,8.698099239,8.76103022,9.072316996,8.892771097
LOC675004,8.654902732,8.77888232,9.824446398,9.094357872,9.193704559
Tecrl,8.767060059,8.692280656,8.897894958,9.043215146,9.130074936
Nr1i2,8.688388946,8.783075651,8.866017785,9.204105875,8.972885797
Klra10,8.747300684,8.778578267,8.760146295,9.443025456,9.072384902
Olfr1090,8.730995517,8.796759351,8.753898952,9.162670858,9.02819368
Jph2,8.823166957,8.903552337,8.8790655,9.031091511,9.092535001
Gm7120,8.76537136,8.908366753,8.841863738,9.381873546,8.989098247
AA617406,8.853682454,8.918644685,8.971592373,9.180529082,8.95478143
Olfr955,8.778852454,8.738856612,8.94168263,9.032550454,8.750692427
NA,8.519253495,8.668882384,8.546613541,9.04065239,8.752508815
Tnks1bp1,9.9793752,9.823733291,9.80636392,9.900555738,9.803469933
Shc2,9.663105958,9.229968203,8.98249623,9.295372088,9.394820038
Pira2,8.858316697,8.8071802,8.771628462,9.103812031,9.056043739
Olfr412,8.884630698,8.902139619,8.861779258,9.268688248,9.618624878
AW822252,8.809486952,9.025801864,9.101509963,9.406544986,8.920635307
Klrb1c,8.746066771,8.829200414,8.942734388,9.014738745,8.952951098
Trp53i11,9.689907714,8.998532414,8.860249302,9.400457982,9.174013718
Gm5780,10.42430967,9.516024329,9.365276058,9.354666732,9.453187073
Ecel1,9.020392006,8.836708744,8.890525063,11.84436612,9.316828423
