gene,nOPCs_mean,aOPCs_mean,aOLs_mean,activatedaOPCs_mean,non_activatedaOPCs_mean
Olfr109,8.99550734,8.883331457,9.034024369,8.983861293,9.017350544
Gm3853,9.023095741,8.947435678,9.01658527,9.05548947,9.240011753
Mpped2,11.64271857,9.809691964,9.668287625,10.76019616,9.738665791
Steap2,9.582216959,9.167820661,9.098756235,9.102347176,9.106598613
0,9.030338533,9.089982757,9.019395688,8.96480879,9.13283393
Rarg,11.48606418,9.713731239,9.347175074,9.838020752,9.668964776
Lyrm7,9.159377958,8.954356691,9.000447294,8.834455193,9.219600072
Thtpa,10.3835519,11.3315668,11.02435728,11.3096796,11.08249854
Gm4825,14.52317004,13.28471386,13.27916849,13.83789327,12.90384924
Dnahc12,9.233194908,8.924058437,8.976823742,8.874722027,9.189054426
0,9.067129602,8.94257594,8.986123091,8.981396124,8.722790912
Actl7b,9.156524809,8.993456063,8.921267849,9.068668637,8.957356607
LOC100233175,9.433813569,8.999464887,8.969482819,8.978156981,8.932608094
Tmem69,9.279736477,9.102660683,9.012659944,9.279548323,9.163329154
Mad2l1,10.56982118,9.86114816,9.656284295,9.370412847,9.689456728
St3gal2,11.4831147,10.6447403,10.52831739,10.6021331,10.61965813
Bcl2l1,12.3620366,14.9218093,15.44162076,15.46447119,14.96636779
Tifa,9.62933477,9.11785634,9.398215947,9.16504269,9.021564952
BC003965,9.725339956,10.20101138,10.13519009,9.731075847,10.02932915
Mrps14,11.1032498,10.81714907,11.40430424,11.3656788,10.73182288
C7,9.597158569,9.164771835,9.078040052,9.011716263,9.071906341
Aco2,14.72694695,14.80088141,14.79071785,14.74332689,14.50933129
Ttpa,9.259342855,8.992359968,8.915882884,9.021760055,8.979218259
Pnrc2,13.01482668,12.02403843,12.04665116,12.63957792,12.25377995
Gm4590,9.434587408,9.236072564,9.146497787,9.282636852,9.097530331
H2-M10.4,9.275436646,8.896674572,9.020657033,9.031647706,9.003000457
Zkscan17,12.67528141,11.68887665,11.45739368,12.1072692,11.82949136
Itpr3,11.50988719,10.90233589,10.82326666,10.45136669,10.87137704
Emx2os,9.342476866,8.910851139,9.057455782,8.94501034,9.003009944
S100a14,9.434969302,9.023106616,9.128280863,9.281304769,9.07668328
Gch1,9.429623803,8.998238417,9.123892564,9.289996595,9.054682812
D830050J10Rik,9.429398564,8.970857593,8.956254251,9.099828561,8.875738198
LOC636687,11.85670085,11.91296187,12.22850207,11.02300125,11.00167246
Gm8213,14.92738663,14.04536672,14.13934105,14.98259439,14.45487562
Nkain2,9.343495498,9.632809562,10.0855595,9.223950457,9.971656146
Gm4550,9.470736875,8.832031899,9.002401563,9.246755441,8.997979543
Gm7197,9.508078839,9.169418648,9.144189956,9.129029861,9.033266105
D17Zt10e,9.35296232,9.09343512,9.031916157,9.062265498,9.101257512
Zfp316,12.01391512,11.89917522,11.83941271,11.77625135,11.55991583
Ppp1cc,14.80278015,14.43260486,14.59852098,14.17174975,14.74937328
C87011,9.410826858,8.972366078,9.030617244,9.01584743,8.905195015
0,9.530256232,8.911686303,8.937201411,8.895374227,9.186831226
Serpina12,9.382080156,8.971956349,8.939593175,8.921227029,8.76875175
Shh,9.117078094,8.922166984,8.867561143,9.082587172,9.075012831
Paqr7,9.899432614,11.85526018,11.62860675,10.44584511,11.75421054
Tgtp2,9.145912249,8.993880694,8.977846652,9.075107503,8.863912139
Ush2a,9.33231503,9.094156519,9.004189626,8.832295089,8.907209598
Gm2695,9.489261263,9.175107974,9.107146564,9.317018626,9.037339039
Olfr554,9.294665991,9.067040486,9.172661354,9.012653224,8.729745017
Nlk,12.30184945,11.53337969,11.47643055,11.31583542,11.58235198
Ldlrap1,9.827131221,10.86733159,10.99513925,10.33916625,10.55363184
Capn13,9.100670186,8.959584296,8.9702747,9.188771665,8.861886228
I1C0022H11Rik,12.24533547,11.78039966,12.0770973,11.20909614,11.85739857
Gm3280,9.054222563,8.88205212,8.915443697,8.955735995,8.893589162
Inpp5e,9.281434258,9.271035967,9.532146972,9.165894845,10.13537749
Slc5a3,10.10042643,11.50768932,12.40453699,10.72585775,11.70748938
Defb44,9.196050524,8.92936034,8.972601182,8.991663166,9.134626227
Gm8937,9.114120303,8.847427955,9.105905258,9.025540515,8.908640069
Gm10903,9.006104218,9.029964358,9.144652998,9.022874531,8.973196449
LOC100048871,9.13523912,9.084095333,9.114549325,8.739411678,9.08312572
BC049762,9.192795737,8.941238392,9.108561672,9.168957193,8.841794972
Psmc6,11.83620504,11.61147456,11.6297329,12.05164145,12.10765193
0,9.332136644,9.192030903,9.339743783,9.166223564,9.157760988
Sv2a,10.25686698,12.94901152,12.84297139,11.81513416,13.18897239
Fxr1,12.03799599,12.4198807,12.80166734,12.30238127,12.56164606
Alpi,9.265531193,9.004583058,8.902382859,9.091729386,9.110069906
Acpp,9.427411779,9.226646425,9.131715156,9.001108187,9.277197122
0,9.147353513,9.023153404,9.005082084,8.877736144,8.981660476
Zfp712,9.400778034,9.533049564,9.554925007,9.351285565,9.68577985
C530042K13Rik,11.78963826,11.4382891,12.06301864,10.7745819,11.54353598
0,9.707534117,9.989637878,9.96630305,9.383836492,10.33300894
Dis3l,10.94438504,11.51118887,11.44158224,11.31819547,11.4239641
D130062J10Rik,11.77489368,11.74379995,11.76505366,11.29873603,11.85053778
3830612M24,14.05744275,9.925229227,9.759965934,11.88447602,9.467802198
Gsta3,9.244253093,10.00383929,9.98385792,9.672394356,10.12841367
Pex11a,11.35617269,10.50805985,10.70551286,11.82363305,10.2797665
4930431P19Rik,9.123657329,9.403282755,9.436679566,9.301794174,9.583551114
0,9.08759565,9.041609694,9.074256375,9.042056772,9.202254597
NA,8.64651865,8.70168998,8.583588825,8.878789092,8.893014658
Setd4,11.68438477,10.85446958,10.82538424,11.32110496,11.18199113
Gstt3,10.191224,9.400450795,9.249335923,9.268956843,9.004579073
Casp8,9.163285167,9.057008249,9.035888846,9.130451361,8.97277892
LOC100044494,15.90425771,15.7870168,15.63871144,15.90060297,15.78861107
0,9.084335089,8.883511822,9.20571514,9.016727095,8.828462154
Aurka,11.12834194,9.748449218,9.679121853,9.962543189,9.544774398
LOC676322,8.986041787,9.10515523,9.103557457,8.935525963,8.90916571
0,10.28780147,10.40613351,10.68521762,9.796514429,9.974499532
6330531I01Rik,9.1659476,9.531075185,9.506141361,8.996521711,9.549548636
0,10.36666421,10.63559072,10.65958904,10.07470355,10.26160465
Rhot1,12.16767397,12.64707766,12.39432633,12.36132479,12.69171518
Gm725,9.013670032,8.881217458,9.075150002,8.820622005,9.00921193
Mina,10.33299772,10.47811952,10.12347037,10.21731271,10.29055231
Exosc4,10.83095231,11.49395964,11.44821488,11.47162913,11.04352111
Dgat1,10.3045885,10.50117634,10.23609162,10.57020431,10.672754
6030498E09Rik,9.081122832,9.222536654,8.989339553,8.861897136,8.898222883
Alox12,9.22039261,9.027493879,9.182229023,9.380516121,8.827781736
Apol11b,9.100599247,8.973670461,9.253140612,9.173277323,8.887010269
Iqub,9.175285264,9.065720039,9.096468629,9.290160614,8.790790061
Rmrp,9.603018268,9.509994569,9.69973493,9.833357806,9.396079691
1700007K09Rik,10.2355406,10.4325094,10.64284843,10.17287021,9.988015239
Vtn,15.05089211,10.45221776,10.08985375,9.904749894,9.763659449
4931417G12Rik,8.978761921,9.054059629,9.011093158,8.902601979,8.790379585
Zdhhc23,9.104403449,9.375571456,9.233476939,9.104263507,9.21881558
Spint4,9.020479407,8.96854515,9.146753312,9.012659531,8.969354478
Cyp2d12,9.24192034,9.145394443,9.013012098,8.952070286,8.929419666
Eml2,12.7292387,15.54555973,15.30511123,13.59496028,15.34647857
4930434F21Rik,9.186710756,9.132405636,8.884013415,8.957485001,8.877082326
Ccdc127,10.42675454,9.987950039,10.11652637,9.894653498,9.631222208
Pde7a,10.16583923,10.15615653,9.838007363,10.17207054,10.22314958
0,9.44759244,9.460638786,9.467653699,9.420538404,8.851537898
Ap1s2,9.371132699,9.818309228,9.672515269,9.720264717,9.634573122
1810059H22Rik,9.069308815,9.139881034,9.040403649,9.058487811,9.146415201
Slc20a1,13.49062761,12.00249126,11.91309546,12.88808817,12.02722569
Sec23b,11.95096336,12.4628515,12.20608953,13.03837029,12.51826929
6030498E09Rik,8.946431688,9.093137689,9.249906146,8.812030163,9.065193081
Oscp1,9.099940028,9.377037185,9.106552906,9.00658926,9.133413596
0,9.081158096,9.126100141,8.988940792,9.023492802,8.924299278
Zc3h7b,10.50483586,10.50507923,10.57972889,10.19515467,10.55282582
2010005H15Rik,9.057660977,9.080507194,9.201096849,9.055066887,9.027404478
NA,8.758173313,8.811567765,8.711732716,9.366227829,8.603939361
0,9.133703962,9.019878217,8.909128752,8.990709716,8.751742396
Upk1b,9.016982637,8.998772868,9.222250878,8.903196548,8.917582007
ERCC-00028_121,9.163679686,9.073478908,8.964898447,8.93617251,9.262837682
0,10.085379,12.32079017,12.2690165,12.24548632,12.34884338
1700072E05Rik,9.074953711,8.942400868,8.933403562,9.11566995,8.987425317
2410001C21Rik,9.230905124,9.891348625,10.08041082,9.966896842,9.881910052
Plxnd1,9.264603593,9.034878301,9.215097426,8.960094003,9.182165783
C130006E23,9.12632864,9.153299459,9.159015376,9.294256684,9.069579214
Krtap5-4,9.022651852,9.103908614,9.046932015,8.942520101,8.963761895
0,10.44044578,12.28138684,12.26859585,11.95707629,12.45515731
Gmeb2,9.207500283,9.407758862,9.271429756,9.31150077,9.24648161
Zfp462,11.1678601,10.18534911,10.37896212,9.987060704,10.18097175
NA,8.729050927,8.710821543,8.600307661,8.629520667,8.694790381
Il1f9,8.976067427,8.855425512,8.917309592,8.720171693,9.03465282
4930404O17Rik,9.08924636,8.873224025,8.901544227,8.989651101,9.005339999
AI790442,9.829388124,12.65328253,11.96701567,10.92518583,12.35259099
Csprs,8.854545661,9.009310763,8.964691745,8.953141851,8.877800908
Slc46a1,11.48820425,9.74983823,9.774640648,9.344928997,9.157020872
Mapk1ip1l,10.21587533,10.4833922,10.68158168,9.755544055,9.70155608
Reep3,11.00653165,11.65868314,11.68986127,11.07922048,11.45016952
Fam126b,9.600883255,9.856077476,10.00089947,9.45733661,9.803213359
Rundc3a,13.12245182,13.69280186,13.57496571,13.79666879,13.6275744
0,8.981777366,9.126809213,9.391387551,8.939134777,8.922464996
NA,8.657224496,8.740578554,8.499494099,8.723480661,8.443417701
Cpt1c,10.12251019,10.22211801,9.985430287,10.1201944,10.28662744
Gm6792,8.914196528,8.956537177,9.230863481,8.94998663,8.866643578
0,9.024559456,8.912845021,8.955925322,9.131031864,8.953108958
Gm11669,9.11917875,9.012544205,9.036660808,9.271908396,9.348783493
Ttll3,8.889673314,9.071081634,9.039706533,9.165122156,9.213257603
NA,8.861172177,8.705266707,8.556049642,8.752949085,8.804281897
Mobkl3,11.57513921,11.04232877,11.03886732,11.35233832,11.37021149
Fam83a,8.890772625,9.000231059,8.935732655,9.233760147,9.104370541
Syncrip,10.80757461,10.14787909,10.22864123,10.52519165,10.22684069
Metap2,10.764843,11.08498983,11.16622804,11.5005763,11.76969144
Acp1,11.44044071,11.35199754,11.6635937,11.87960525,11.83973079
Kcnj6,9.259836434,9.04713553,8.985628953,9.106652849,9.080884551
Pdlim5,9.442703038,9.381147121,9.32866269,9.283594886,9.435821871
Gm4021,8.944502306,8.849568891,8.88547435,8.892737816,8.878852392
Fat1,12.5865542,12.77956761,12.55937877,12.72283289,12.89188534
1700061J05Rik,8.903839719,9.05015782,9.027390527,8.961984133,9.126591201
LOC100045429,8.889877437,8.92341093,8.930834554,9.064306316,9.012009002
Bbs5,9.085415821,9.119613133,9.045969929,9.139884086,9.178182631
AU040320,9.607268676,10.12914356,10.36955,9.768534313,9.863437598
Ugdh,13.11803303,10.63198817,10.83457615,11.08013947,10.51075899
Mmp11,9.61233963,9.187140539,8.860677949,9.158580079,9.073679878
Gm2290,8.946066822,8.843096372,8.701159991,8.966937819,8.769657954
C1qc,9.894303676,9.629349959,9.59350791,11.78493465,9.235198285
B130055M24Rik,9.258760361,9.528490984,9.561571045,9.14552882,9.575405059
Cabp5,8.829919075,8.879549383,8.69492763,9.191359133,8.805268863
LOC635967,8.773658847,8.799262763,8.714544867,8.855677239,8.879044568
Rab38,8.91807673,8.868321915,8.86781846,9.01921952,8.937233368
Azi2,8.86311447,9.053736918,9.086666127,8.850674729,9.093464424
Myst1,11.81394129,11.99616549,12.08501031,12.77379478,12.26677203
Olfr1356,8.822273914,8.832336568,8.796564627,8.945107033,9.06176711
A030005K14Rik,8.88511151,8.707133695,9.017562625,8.878205604,8.866633923
Hprt,11.68873808,11.54561172,11.67184561,11.70584654,11.81746497
8030423J24Rik,8.785979202,8.797852662,8.929693703,8.866593908,9.256391344
Serp1,10.72012388,10.71331609,11.33544947,11.32492376,10.60590056
Gsdmd,9.634084387,9.192725097,8.950227416,9.141391896,9.285532538
NA,8.637718909,8.65131699,8.575156313,8.757866613,8.789876354
Ikzf5,9.57550977,9.755222573,9.944891893,10.04431536,9.995133208
Vamp7,9.725503635,10.17243531,10.26152658,10.24095689,10.38335339
Agtr1a,8.907840884,8.749501466,8.830705952,9.110055592,8.855725388
Tmed7,8.870303347,9.293258937,9.55812919,9.225899537,9.317709396
Ascl1,11.75596631,9.359390586,9.247015889,9.063283198,9.063422582
BC031781,9.525104208,9.738446398,9.856600604,9.377159936,9.656208306
4931440P22Rik,8.677319591,8.983420454,9.114604016,8.912142542,8.857210095
Zmym1,9.882512033,10.25944894,10.41978331,9.876230023,10.63304854
Olfr477,8.864629416,8.988007692,8.987314798,8.816592141,8.985178393
Olfr1252,9.271718673,9.83761656,9.972758144,9.326847221,9.809762316
Il7r,8.604209563,8.891810994,8.716054795,9.128581422,8.902246164
Atp4a,8.826669184,8.705233051,8.898388605,9.024606312,8.854187034
Pkp1,8.638783246,8.895759974,8.728099376,9.189390659,8.968351393
LOC381214,8.792889033,8.75479608,8.692225268,8.941618125,9.193582586
Itgb3bp,10.36276007,10.7439391,10.675494,10.7057799,10.68259308
BC042761,9.580539575,8.656937487,8.658753897,9.072156767,9.054837818
Lpl,8.750508314,8.804605409,8.769908655,9.200965793,9.250075925
Cstad,9.168398469,10.23955778,10.36514377,9.946230526,9.756747775
Rfx5,8.935722075,8.877746068,8.814562063,9.176369833,8.815064643
0,12.71357955,13.03928052,12.9241115,13.24622345,13.02081441
Tpmt,9.313055149,9.550878088,9.608651054,9.653061396,9.39236895
Ccdc77,9.816016307,10.42580416,10.2998308,10.1715975,10.45894248
Hist1h4j,10.65971801,9.616781962,9.477505612,10.26579201,9.465739727
Thbs4,8.934113235,8.880540491,8.885343194,9.08576991,8.989907238
Trak1,8.90107014,8.973999072,8.910637033,9.21088588,9.013726361
Pik3c2g,8.743353337,8.894881395,8.861723022,9.107381449,9.202475956
Rnf41,9.345896463,9.462902116,9.601215364,9.430311641,9.371586271
Gm1123,8.731397519,8.940303736,9.032141565,9.209897709,9.09431891
0,8.72239999,8.87951367,8.814964709,9.502692071,9.216838778
AA522020,15.82806653,15.75096351,15.8634432,15.68989647,15.87753833
5930433N17Rik,10.32374904,9.837291632,9.777198541,9.372684595,9.711840366
Cpne4,8.750864052,8.752668035,8.833055883,8.950144496,9.138123125
Slc20a2,11.50924173,13.37972529,12.92458262,12.51022716,13.55082231
D11Ertd717e,8.950705343,9.22459442,9.035260661,9.338641293,9.648732712
0,8.948231031,9.025992185,8.937643691,9.150625901,9.363420576
Acbd5,9.858310376,10.56374659,10.36094036,10.34424955,11.08494003
Bsdc1,10.62822232,11.6599136,11.88835737,11.13152555,11.58699685
Igtp,9.355329915,9.468809522,9.501219351,10.22180371,9.578991447
Pdzd8,9.482353009,9.633889678,9.744085826,10.19797349,10.21223035
Olfr787,8.691815972,8.789831051,9.57588188,9.281460548,9.373495638
Adrbk2,9.75094312,9.195027852,9.034858932,9.420892614,9.291602346
0,8.746711618,8.935332653,8.975548778,9.207756862,9.129235528
Acoxl,8.769908787,8.822214787,8.793884947,9.383740901,9.144339813
Gm10653,15.74902287,14.97481214,14.94317648,15.77333773,14.74351866
4933438K21Rik,8.866354041,8.906258346,8.899622117,9.046405074,9.069021945
Itsn1,15.42191649,14.10125269,14.27980138,14.26480926,13.84217676
LOC100043976,9.002712559,9.18817653,9.667769425,9.283846276,9.112099013
0,9.086369562,9.035258454,8.751735121,9.23713939,9.119120707
Tmem56,8.995872975,9.567933049,9.508983069,9.246699825,9.846204991
Krtap10-10,10.31093979,10.70261298,11.02750656,10.51025636,10.61195289
Cenpo,9.310466533,9.815295928,9.798684671,9.636617373,9.990176992
Mtap7d3,9.233632004,9.199695807,9.036058751,9.247429701,8.969819194
Tsc2,8.971442687,9.46499534,9.437313293,9.270010097,9.185059417
Cryaa,8.946511471,9.124765537,9.106228226,9.352127718,8.944876195
Fcf1,12.70478191,12.40869233,12.47034435,12.97487149,11.97753621
Rabl3,9.118174415,9.527782393,9.519175202,9.459402335,9.828281908
Gm2459,14.12307412,13.62317274,13.80820416,12.50049697,13.1003973
Mup9,8.873009466,8.97141735,8.86607992,8.957649108,9.051131837
Myog,8.744358166,8.749381466,8.916744579,9.288938196,8.850633675
Zfp111,8.900675407,9.113348015,9.237614085,9.368570115,8.924470504
Slc25a43,8.855409052,8.937306197,8.929044503,9.093340881,8.652510778
1700012P22Rik,8.951582567,9.027068408,8.972483355,9.078936796,9.049019307
Gm6327,8.912331807,9.018619822,8.949918925,9.062191029,8.931402598
Olfr919,9.122143069,8.968347269,8.891955147,9.025923264,8.877909724
Mgst2,9.039677163,9.030046858,9.035045827,9.044266591,9.018280838
Med28,12.5595219,13.20587103,13.15177128,13.06328364,13.21852332
NA,8.695763048,8.587894575,8.622528679,8.801469325,8.692336906
C80360,8.802402887,9.004024126,8.979223022,8.908236585,9.403904935
Plcxd1,11.03496147,10.37945575,10.5033327,10.54787703,10.08959762
Cblc,8.876835846,9.000154483,9.082778301,9.117655337,8.947879433
Olfr381,8.809077442,8.753235032,8.812129796,9.102869743,8.821903394
6030419C18Rik,8.904884398,8.832661747,9.15867835,8.956469401,8.796261758
Zfp169,9.708405639,10.00894262,10.2541265,9.356787376,9.77521288
Slc38a7,9.43166058,9.895519704,9.89209574,9.692457003,9.680867776
Tbcd,9.104424445,9.765330986,9.927707727,9.352833104,9.496631802
Gm6360,9.046710559,8.786869345,9.19061813,8.849365142,9.009849624
Coro7,12.16005301,13.12578952,12.75331839,12.40902774,13.3408491
LOC100041034,9.145101113,9.206759391,9.050581079,9.232495043,8.978846675
Ptch2,8.953250924,8.933527673,8.915296952,8.942643174,8.984133669
Orai2,10.22163395,9.482364883,9.399520255,9.554332046,9.23769404
Rab11fip2,9.341681011,9.30113776,9.465273903,9.129141528,9.086703185
0,8.880760152,8.849986301,9.045304368,9.021301832,9.004427564
0,12.34504379,13.1066414,12.59727127,12.67528757,13.00627693
Prkag3,9.007464394,9.074320741,8.993944419,9.186425157,9.061149178
Zfp457,11.01752796,11.72954987,12.11399846,11.43137969,11.80370877
0,9.027432229,8.886814418,8.917263426,9.002515712,9.18546591
Atf7,9.25855781,9.457922394,9.437048102,9.067932109,9.426617639
(+)E1A_r60_a104,8.955729078,9.098460996,9.202526851,8.877783939,8.964216978
0,9.62273701,9.130189943,9.076868014,9.082887468,9.034350128
D17Ertd657e,9.160777541,9.168583767,8.995366329,8.994871894,9.067545144
Sel1l2,9.04078804,8.980979269,8.973733694,8.906855909,9.134730107
Neo1,12.03036625,12.02483193,11.83587211,11.63297552,11.70916586
(+)E1A_r60_a97,8.945877013,9.003589301,8.967889259,8.837635151,9.012467819
Enpp5,9.819503622,11.43709028,11.39875046,10.93660304,11.24780891
LOC100047597,9.329479185,9.215792827,9.177895136,9.693887894,8.993021272
ERCC-00012_90,9.183600012,9.012851868,9.135139737,8.928625317,8.941251212
9930104L06Rik,9.854498422,10.08766464,10.03130861,10.05586859,10.28815221
Gm1060,9.884775955,9.304725212,9.431797821,9.26977232,9.061917722
0,10.50414653,11.05005984,10.86607964,10.76661481,11.40871331
Slc7a15,9.309748674,8.943913862,8.923464166,8.892567282,8.862202458
Defa-rs7,9.302026462,9.455446437,9.534190729,9.253998291,9.345409711
Chrnb4,9.274024216,9.287573407,9.280200524,9.303151508,9.304734981
Rpl11,15.97086243,15.88585818,15.89441235,15.90060297,15.87753833
Ufc1,13.89425003,13.40721309,13.08575736,13.78022922,13.51720825
Krt34,9.323946123,9.041476968,8.891770632,9.054054692,9.088539165
0,9.258437062,9.054374311,8.920878971,8.984554635,9.187568169
Cklf,10.43837461,10.11629872,9.749708368,10.02740554,10.21928702
Polg2,9.402627823,9.326047834,9.177850011,9.211053311,9.040627861
Snrpf,13.06151458,11.99052193,12.07512364,12.26456361,12.18590116
Rnf41,9.781184939,9.518134014,9.447416323,9.474743236,9.319067335
Slc9a10,9.364556799,8.951929782,8.950889543,8.945290424,9.022925876
Phpt1,14.1199027,13.35404562,13.23115778,13.31013935,13.14996547
Lrba,9.444604404,8.972750549,9.072680679,8.996925918,8.889112209
3110052M02Rik,9.376755358,9.394365539,9.448913192,9.26246376,9.338446285
AI480461,9.470997793,9.274044012,9.332758875,9.409672042,9.528868632
Gm8327,9.369715232,8.88559853,8.991056791,9.361514376,8.95417183
Tgif2,9.509095558,8.961338876,9.2673407,8.892711413,8.966078697
Msmp,9.249509086,8.933334324,9.164083938,9.000632667,8.995797685
Zfp64,11.17583726,11.05661579,10.85310256,11.13200279,11.25568493
Gm16468,15.89399612,15.75243206,15.74484152,15.73524222,15.79079803
Olfr1286,9.365045476,8.971954215,8.956018359,9.07381016,9.018849632
Sh3glb2,14.9902776,15.31695207,14.91086497,14.48861084,15.30285057
0,9.6976281,9.722296858,9.694169636,9.190469127,9.337538754
Rbm26,11.61582585,11.17035823,10.91738591,11.09223355,11.50602013
Mrfap1,15.00260969,15.59364672,15.52169452,15.2906721,15.62240222
Cdc42ep2,10.49117812,14.60989271,14.83351494,13.13028489,14.2051315
Il22,9.467641314,9.075906597,9.048190834,8.994850821,8.987419721
Ncam1,13.76020329,13.42503169,13.26507547,13.19697119,13.50420521
Hist1h2ak,15.95068059,15.63255097,15.43162531,15.7151262,15.00760117
Dscc1,9.483430344,9.076487229,8.930334938,9.197429184,8.879523832
Gm8740,9.965729468,9.774581271,9.99648011,9.634647395,9.700396778
ETG05_36762,9.307590897,9.124152854,8.962860744,8.961678548,8.932652403
ETG08_142674,9.117416108,9.061487617,8.959094328,8.910441731,8.884155905
Sbk1,10.44733944,10.18749865,10.04586743,9.918564745,10.08098008
Ccdc22,12.26615694,12.35588506,12.27903268,11.97357893,12.87712259
Gm4589,9.300704713,9.241055977,9.185418515,8.990913362,9.1169366
Tpx2,9.378137827,9.045817402,9.032064112,9.191979962,8.934894325
Actr6,10.90081207,11.20192617,11.15288206,11.09457858,11.44325211
NA,8.718988895,8.678822813,8.666338125,8.702885375,8.798045232
Gm13103,9.058579887,9.019321067,8.936491124,8.869355211,9.000410449
AI854308,9.072463056,9.0776793,9.015751261,8.915765788,8.990662454
Nkx2-1,9.292314802,8.929649225,8.969395532,9.095554816,9.211888935
LOC100044850,9.314288617,9.093708303,9.115776064,9.024470611,8.913411987
Atp2a3,9.163220341,9.128887583,9.229499419,9.010769621,9.230784141
Cdk1,9.087090466,9.073044573,8.974267658,9.056118789,9.037183657
Lyzl1,9.07101052,9.040555558,8.921650556,9.001638637,9.104730064
Gm7373,9.16930289,8.889770632,8.85686606,8.821599167,8.937115834
U2af1,14.57895996,14.73628478,14.71964438,14.4358532,14.8875759
Pdlim1,10.80267266,13.05145019,12.81417561,11.70713699,13.14857937
Slc5a6,13.76148263,12.28570922,11.14106085,12.31722426,11.79052072
Hist1h1t,9.221599688,9.138434738,9.435522284,8.970861569,9.065540173
Fgf10,9.16627278,9.055007252,9.061789155,8.913672638,9.229444774
0,9.357004598,9.21387284,9.112671004,8.984252688,9.217843608
Lbh,9.538133653,9.639279988,9.647884283,9.736309855,9.607774631
0,9.083471612,8.992916847,9.011290699,8.802322954,9.086333243
Gm14430,10.53499247,10.94044775,10.99817478,10.19038307,10.89641078
1700025L06Rik,9.153658252,9.338048101,9.502069631,9.154068556,9.144886899
Olfr888,8.860445056,8.881600007,8.900241067,8.934936811,9.145187671
Olig1,14.65560189,15.41894644,15.21295155,15.54375467,15.45035169
Nt5c3l,10.07532716,10.21648596,10.12086761,9.881294082,10.53707746
Farp1,12.00611212,9.801609605,9.882949811,9.8586939,9.775365686
Vmn2r100,8.97016394,8.966779346,8.962877069,8.904445769,8.95238902
0,14.92984249,14.15464647,14.30595902,14.57984934,14.16389259
V1rc12,9.057299777,8.886260594,8.942732624,9.082222027,9.195024299
Mapk1ip1,11.0003099,11.86054052,11.71742714,11.88817218,12.64854006
Eda,9.037496114,9.071136289,9.108548307,9.019726635,8.795301742
B430203I24Rik,10.21949478,9.386682333,9.477518198,9.141209107,9.278526016
Gpr149,8.97834343,8.884392546,8.99714924,8.900601056,8.984833835
Grid2ip,10.03635787,9.251884763,9.164854709,9.52473452,9.231449431
Slc18a1,9.179420567,9.074210919,9.006139675,8.953494435,8.941012236
0,9.157935645,8.96910681,9.121622471,9.036916147,8.971826054
Olfr154,9.057165813,9.007419873,9.047056531,8.907628492,8.808536826
Rnasek,10.93923941,12.61584341,12.47283912,12.04833756,12.17104959
Gm3552,9.609841897,9.103239346,9.006225015,8.958689515,9.080028387
1300001I01Rik,9.355819757,9.39824673,9.368552038,9.227211573,9.22276459
Fam107b,10.77595936,11.24945465,10.84685516,10.55743694,10.75312119
Gstm7,9.072418378,11.45236587,11.59148617,10.67055984,11.06272491
D830030K20Rik,9.046030786,9.057873578,8.912322465,9.104458161,9.050536131
Cep120,9.529504544,10.43190911,10.31167579,9.882353463,10.2989504
Lrrtm4,9.265095736,9.030275351,8.971515928,8.834619331,8.988545992
Slc4a1ap,11.27754632,11.71856654,11.52786271,11.13825922,11.28915236
Cplx2,15.78140522,15.22229193,15.44160653,14.38659124,15.15548446
Secisbp2l,10.33243746,12.07122821,12.15364402,11.00619639,11.9465757
Bicd1,10.22801438,10.27663595,10.61165058,10.14195979,10.15885279
Taf4b,8.99720482,9.012523745,8.909398628,9.277353448,8.818114046
Pgm2,13.30695947,12.15592127,11.94644154,11.90345067,11.85695766
Stard3nl,10.67249006,11.81773073,11.48215177,11.51262624,12.24395445
V1rc22,8.987953434,9.004387151,8.973117661,9.015964161,8.776215352
Acacb,10.09167095,9.170122209,9.283072511,9.352940091,8.99471947
Krtap28-10,8.914802442,8.990854211,9.111694315,9.104707119,8.966889347
Nr2c2,11.13748141,11.23625641,11.35930193,11.21811915,11.21514196
Il17c,9.035318589,9.04117284,8.964786806,9.060651981,8.737060583
Usp12,11.38408909,11.28029272,10.96126136,11.54257456,11.60071343
0,9.089279575,9.055267153,8.95603746,9.325157309,8.90880844
Olfr362,9.1263554,9.345387796,9.172549063,9.313716276,8.989548263
NA,8.711068854,8.744180848,8.712884354,9.115181523,8.778939825
Ano8,10.56658332,10.90626671,10.92483844,10.40784166,10.82117353
0,9.042297202,9.043169877,8.904133314,9.041772207,8.875546829
Ppp2r5c,11.62778296,12.31421009,12.21485589,11.73719886,12.35602407
Khdc1b,9.092734257,9.105999604,9.029427264,9.031697048,8.866469481
Gm10649,8.977635138,9.208059818,8.95050954,9.090494829,8.929655308
Ap2a1,12.00110976,13.72757116,12.7229589,12.56191294,13.08717511
0,9.127421614,8.995781169,9.004943888,8.891840759,8.763305205
Defb21,8.979722533,8.946613879,8.880223799,9.108497733,8.792660197
0,9.103610198,9.022325594,8.941481445,8.964923944,8.989947419
Rdh16,9.099261825,8.963732193,9.069462986,8.922383677,9.044406173
Kcnj6,9.115025522,9.05634725,9.013836036,9.13914354,8.940807491
