gene,neonatal_OPCs_Mean,adult_OPCs_Mean,adult_oligodendrocytes_Mean
0610010F05Rik,720.630347,954.8913364,841.79535
Cyp2e1,242.2324933,221.3836309,274.35086
Igfbp6,9858.523191,2517.755375,320.8186864
0,269.3430236,222.1448923,264.0517048
Olfr1419,249.8485655,303.5406884,244.7803442
Olfr335,249.943603,323.1536252,222.6942536
Gm9112,248.9254718,226.5046873,241.5995573
Rpl19,34872.98481,28258.954,27502.36462
Emilin2,617.6115394,6442.382761,7857.858514
Mll5,2042.568044,2531.794981,2594.180969
Pdxk,12608.59454,16220.27606,16934.65959
Sfxn2,663.1438894,590.8005625,577.3183173
Gpam,285.913717,295.281438,305.5025675
Gm9693,1013.343677,515.5922352,580.6911477
LOC100044823,257.8545,236.8200232,259.1183482
1810022K09Rik,5741.721958,4267.019249,4232.711224
Olfr247,232.2621942,248.7529255,264.2367464
LOC100044858,255.8843876,334.6627636,316.7690468
Usp15,271.1428182,242.1086189,259.2508418
2610035D17Rik,501.6178715,706.5632143,829.4219993
Radil,291.3445361,238.4158775,326.7786082
Zfp106,434.9761955,673.0353752,664.9639139
Hpse2,248.681837,233.97552,270.8124036
Gm12526,228.9679588,256.3860093,252.3550755
Fgf6,260.28314,268.8399516,331.6461734
Gm6507,582.2723912,744.1227634,3506.033079
Gm2485,268.7159545,341.3537889,340.1155139
Ppp1r2,365.2082097,359.7031889,432.6033723
0,247.2582294,243.5625843,247.1589714
Gm9034,4367.151986,10683.45652,8789.831486
LOC100047506,1741.894805,1925.539826,1600.564242
Gm15760,244.9052561,239.0428386,275.1063495
0,1551.317487,3636.462686,2677.86572
0,240.8138294,236.01312,363.0093157
Kcnh4,362.4163027,385.1211139,464.5295148
Dnahc17,241.4201527,359.1408975,352.3888273
Tomm5,5874.969033,5667.253043,5854.076966
LOC100045726,250.7645673,235.5731389,259.1957214
V1rc33,231.9446048,220.8091891,246.1909905
LOC100045340,255.8760239,235.7734886,232.3650209
Olfr1131,301.5967136,286.1411909,326.698605
Stx2,963.2302839,1277.717806,903.5160859
Zmat2,2841.400677,4481.224475,4628.730104
Olfr594,264.1810285,235.722883,253.5171816
2900005J15Rik,336.5071248,259.0126436,347.8813614
Nrf1,1637.77247,1000.949723,1153.248338
LOC100039420,223.9048661,221.7602827,262.2788832
Cspg4,18632.72155,644.7831148,340.0630341
1110032A04Rik,235.8005482,245.0282907,266.4947389
Anks1b,778.04252,1421.077975,1637.820219
Zfp185,391.4984848,315.3792734,278.9339502
Sh3pxd2a,336.6655579,285.0290032,298.1791539
0,328.8366797,679.0565618,562.3749143
Gm16379,15145.43877,29327.19105,24532.5767
Diap2,1327.979711,1020.758561,999.2667159
Pfkfb4,663.5189842,1044.06378,1025.300916
Krtap16-4,3723.382759,2537.059532,4983.765686
D930023I05Rik,406.5428333,268.7981202,274.6733109
6330545A04Rik,292.3635018,263.8626602,298.2949439
1700066O22Rik,261.597017,251.112545,247.5315616
Ucn,255.1284673,239.1322275,239.2863336
Olfr122,265.5860309,279.0167291,299.651927
Olfr694,229.2770185,231.4076261,296.9119325
Psen2,1373.130883,3247.120896,5908.406382
Tbce,334.8567091,328.156502,373.6705466
Stfa2,283.3211533,257.432703,268.653797
Ntsr2,270.4258536,356.674153,385.522217
Gm4706,224.6653485,241.6364948,264.7689677
Mll2,255.8669397,279.0862798,303.1432595
0,307.5721782,357.5173293,404.8593336
H2afv,355.3203755,827.0569236,813.1802055
LOC100047302,324.1397797,411.5052466,417.9118661
0,246.6768721,216.8687273,223.9026557
Olfr730,261.9238939,215.470197,242.2798606
Slc4a5,241.64382,250.6126368,261.1081907
0,411.8137642,542.74324,583.2817564
0,41563.27091,22529.52938,24944.25027
Tmem185b,701.0966955,766.5491639,684.7155655
Wdr27,311.4531264,239.6549741,264.2638518
Gapdh,18897.22929,33318.15618,23071.49372
Gm4890,334.9349667,250.4980136,261.9135307
Nqo2,823.2309785,404.8206143,325.5103245
0,292.1300212,237.34746,262.8008539
Aqp4,537.6001767,398.4807782,391.4845898
0,59132.19533,50539.58027,54478.73802
Olfr351,302.1883812,242.9795002,239.8774432
Gm833,248.897847,319.8096832,291.0950257
F830116E18Rik,280.9762267,248.9602514,279.2767223
Eno4,264.6153215,276.891467,286.3715518
Foxl2,21056.01928,20520.54021,20711.34826
Pawr,510.2202264,270.5040073,250.3795734
Tmem80,1179.508729,2613.602713,2413.74613
Sec24a,378.2820494,404.4235743,421.4504705
Olfr686,243.4650385,246.1681839,229.7090477
Atp6v1g3,261.2564345,258.430473,256.2352809
Ppcdc,276.9654427,266.3746427,235.9808609
0,572.5278752,460.7632698,413.6876175
Epha3,340.7246658,264.873187,221.4489416
Ptprs,43634.95138,9343.764818,6806.420332
Coasy,5446.484905,8584.034361,8233.856273
36951,48102.12822,55121.75704,57081.89391
Lnp,352.1480991,360.2063595,417.1230343
Tas2r114,213.9347212,242.4655961,311.2427559
0,8170.121633,12193.45487,10184.16606
0,1840.039984,1924.822512,2119.56568
1700049G17Rik,298.7664542,360.1476973,450.1937307
Abcc6,230.4902597,283.8837339,240.3938223
Atp6v0a1,10676.44145,13390.77666,13512.57377
Chrna3,224.6440415,295.608553,229.3375566
A330033J07Rik,217.7895758,275.6472505,228.0143009
Cnnm1,817.4389894,287.9872473,211.2118868
Gm14868,239.083223,271.3931745,246.2437141
Orc4l,320.4607936,442.9843684,556.2315661
Ccl19,248.3867955,326.990455,302.780252
Teddm1,247.9679476,236.6549568,282.0483109
LOC100048063,227.0491297,249.5895025,207.1683105
Gltscr1,268.0662148,318.9463543,281.9154934
Mif4gd,1707.208422,4021.355298,3613.453315
Gm7068,222.8730018,242.2770602,215.1919489
Arid2,1778.254888,1080.227695,1656.296718
Mtif2,57816.91388,56157.08998,60825.84955
H2afy,738.7105948,734.1508784,758.7009668
0,221.6067188,279.7835336,249.2432868
Gm3459,1558.131613,1493.529449,1430.405671
2310006M14Rik,765.7201209,514.827677,382.158053
Olfr604,214.7301724,224.8843664,211.7811439
0,213.9447758,277.9602434,276.7520039
0,189.1720673,309.4336886,232.453802
4930445G23Rik,222.8079903,233.5474884,214.6629591
D2Ertd750e,249.1094736,228.3067623,240.5616734
Gm12185,209.3339955,223.1567873,195.721013
Gpr151,224.412673,237.5654441,199.9358157
0,272.914647,235.3549968,217.8720298
Flg2,212.9661803,231.0137736,196.6244341
LOC675548,217.078833,227.0829591,203.7803875
0,240.9523979,230.3248423,229.7965811
1110067D22Rik,1085.642078,345.242192,402.1600048
Prrg2,280.5098073,353.5207161,425.3232189
0,7187.880312,15158.21029,12274.0179
Prm1,210.0632227,197.5368609,241.4237416
4831426I19Rik,237.2433239,249.5175282,306.2523909
Pnoc,217.7197991,197.8097725,212.700395
1700012B15Rik,224.0085315,246.5678718,230.6738005
Osbpl1a,363.7581639,1456.07922,1732.399343
Atp6ap1,282.5624942,1083.620581,962.7823893
Mrps31,1103.836901,1976.545412,2338.047712
Sncaip,1556.856512,258.764673,224.6832657
Pln,215.9933418,211.4266591,241.8926823
Rnf165,2173.351251,916.7462348,899.6586759
C1qbp,4401.58897,3460.007949,3141.083568
0,209.1949015,236.2022,213.4725308
Wdr72,174.5455245,179.9751486,190.2501364
Hhip,217.5755324,413.2071477,389.6866511
5830468K08Rik,289.0958127,365.1644545,348.6145027
Rabac1,2423.480086,7780.005192,8175.016061
Phkg1,212.2599706,265.8491864,304.8009743
EG665787,209.7488394,232.5666455,227.691328
Fyco1,318.4165591,439.6451905,393.9654007
Col16a1,13434.94029,5417.290525,4614.07371
0,12001.73846,7227.068364,6580.866516
Atrn,203.9913894,312.2838243,427.5688614
Add1,20272.55728,46064.25266,38512.33414
Cys1,6681.133356,263.2287602,217.7167109
0,22559.61669,2768.965873,2712.161669
AI428301,204.8762036,199.4925732,206.0954417
0,184.507643,203.1770336,214.4083234
LOC100044022,177.1597876,215.7036582,194.5534723
Gsg1,193.1468306,210.9674189,224.4430282
Fam135a,458.1344164,491.2993145,452.665143
Atp1a4,192.1398309,208.7588427,245.4261477
Ppargc1a,193.9781539,199.8120463,227.6505095
F10,207.9559267,194.3069198,216.8377266
Nipal3,662.6469106,3468.283249,2902.192358
2310009B15Rik,582.6145633,539.185383,587.6806307
Peli3,194.1537109,278.2509182,306.2968168
Zfp874,226.4540717,331.0512184,381.0857302
0,223.249553,226.143832,217.4939175
Gm4844,188.7288261,240.1643733,220.9098627
Gm6498,9697.875018,12069.35137,11113.96017
0,203.3552679,239.093148,233.0375555
0,248.2835255,243.1205825,257.0426689
Emr1,251.4158055,230.3533877,231.3147768
Lyrm2,1657.545068,2107.853025,2243.724726
Vmn2r3,203.8291688,214.0282811,228.0064205
Zc3h15,416.3771539,567.4751482,596.2939193
2310050B05Rik,200.5289064,209.767272,223.7308923
Muc16,201.9180218,237.2599982,238.2095416
0,411.0815064,537.9405055,711.4938559
D17Wsu92e,305.9526912,573.9961025,862.3785514
Cog1,522.077043,922.8777877,884.3312775
Tmem201,205.5611139,211.359448,226.389899
Cdh18,11828.23187,5128.215018,5200.759534
Me3,750.7109609,239.0953259,245.6540466
Asprv1,239.6899873,230.0416102,247.4154016
Krt33a,227.0210858,223.0475166,220.6884877
Prpf40b,1132.455729,1379.07504,1326.251722
Immt,685.1455512,1580.995553,1505.519044
0,208.2605821,191.2166164,221.663496
Olfr291,219.873987,227.61161,219.0470305
Fgf15,214.7579467,208.764277,222.8203656
Ccdc112,345.9639112,275.9896502,305.6724193
F630003A18Rik,313.98932,231.9019082,257.4003977
Esco1,586.2846148,601.8612284,546.5378395
Trim65,234.1014988,245.4396659,265.4341836
Elmod3,1880.005327,2379.219189,2321.488673
Gm15768,237.1364688,220.7488332,228.5344855
Mis12,263.1427467,337.22107,439.6761734
0,730.1193358,335.6946035,258.2978961
Decr2,1237.871292,743.0700489,829.3377832
Gm2353,212.2020812,214.2080677,217.2425841
Nlrp4d,215.1146036,232.1163868,237.1695314
Gapt,223.86903,222.0453643,236.914287
Gm3693,242.6853527,225.7877227,256.3430366
0,241.0960642,222.9238832,226.5718814
Fkbp11,245.0050258,248.3108743,269.4633641
Dep1,324.1493045,589.5304875,859.8313734
Gm4470,1559.037642,1145.463936,1144.914663
Pttg1,231.8174761,354.7544891,297.6816575
Rgs4,236.2424467,235.078685,271.6679098
Dph5,1099.399722,1136.060424,1192.640075
Wtap,413.0948494,520.8045982,471.5730795
Fxc1,319.381027,1351.674214,1708.635892
Ear12,254.1100391,243.1267052,294.1677834
Mkl2,1048.804942,2151.887183,2152.377033
Pank3,519.175207,526.7759395,548.8814243
Ikzf4,218.921613,226.5504766,220.3470684
E030047D23Rik,612.6603403,412.3310518,441.3676409
0,247.8534588,239.233572,271.5235489
Btf3l4,420.75347,414.4528664,371.9344807
St6galnac4,2504.576408,2677.576867,2656.076806
Insig1,1330.152879,1972.705213,4109.90852
1700095J03Rik,271.6816976,233.6184775,258.7153443
Rab3ip,1418.587756,1401.141352,1510.788342
Foxm1,469.731653,291.917827,359.0111836
Gm4969,291.7124836,274.5106939,291.1055536
Rnf138,913.4733818,949.4261861,988.6614125
Aars2,744.3381048,965.4268134,974.4676457
Smarca2,1541.14042,1598.05054,1547.189378
Gnat2,229.6741815,223.8025214,259.0784245
Pnkp,3695.302945,6165.32298,5778.022532
Sgcz,301.9553809,591.2614914,282.6647884
Lrp2,241.4823545,248.3370216,341.6309905
Olfr706,246.4654215,252.3598975,239.6153518
Olfr69,235.2888845,262.6075095,260.1240307
Olfr332,244.8999558,356.263062,283.4613257
Morc2b,222.214443,255.0121745,267.8149357
1700037C18Rik,283.7183394,462.0934284,480.5178341
Mrps18a,1314.058885,1811.484353,1568.429146
Rapgef6,499.9780918,592.6505309,752.1742673
2610029G23Rik,1160.895373,1240.17117,1155.79536
Ctsa,15536.38572,40511.91047,35516.0391
Rmnd5a,419.9882042,461.3706307,747.395947
0,344.2684815,403.381623,470.829833
Gm8763,248.7258761,217.2769495,246.7245218
Ing3,1319.910791,1385.144303,1501.918077
Bmx,243.2942336,264.781557,241.8001589
Il22ra2,261.2892464,233.9219584,244.0748986
Osbp,356.1097876,424.2103105,758.4745007
0,262.3102927,261.6556895,248.1919393
Olfr1162,261.5329742,235.1713666,227.7060295
0,272.3657703,250.7476864,251.1836627
Sdhc,3156.937638,3355.24069,2807.032821
Kdm1b,1169.236436,1203.25191,1086.347892
Chchd8,341.9221809,442.91829,468.6161182
Lhx1,295.7140648,253.3348932,233.5967486
Btla,228.7675576,255.7475643,263.6094439
2810001G20Rik,368.6853129,351.0139889,334.0748368
Rassf6,253.16889,235.4024055,252.2188384
Olfr851,243.8101018,227.668555,260.3483409
Crabp1,238.4560936,310.5368514,265.4940905
V1rh13,262.3628812,267.5056677,250.2424757
0,270.0799024,238.4564064,235.9370957
B930007M17Rik,254.604703,248.087237,228.8918373
Gpr143,256.106357,237.7824761,224.4239575
Rac1,7162.093406,13038.87395,12991.51023
1110057K04Rik,2001.357717,8051.242632,7677.480675
Eif5a,2458.228968,2425.486422,2009.112334
Gm2748,257.8701045,287.980008,318.2983548
Cd200r1,282.4140103,247.0437141,243.134338
Pds5b,719.5690861,633.324392,2008.04288
Inhbb,1296.677434,296.3790905,293.7022225
0,282.1118148,285.6795234,264.3894005
Tekt4,620.9261885,492.1903539,665.5563559
Ankar,240.0257612,234.7686257,237.9660502
Uqcrh,20141.53689,19514.08455,22522.27725
Mpdu1,9793.440864,6459.94267,6868.199111
Nit2,491.9260182,398.2395675,430.5919225
Dclk1,4550.89445,1470.44155,962.6033091
Olfr617,234.9315564,242.1471111,258.7811118
RP23-330D3.5,1494.059539,1553.37601,2276.189872
Il11ra1,10737.13502,2062.153365,1994.404079
Pcdh15,1072.540564,357.3912786,312.1087477
Muc19,246.6540936,236.771467,238.7025632
0610007P08Rik,1775.47325,3726.147488,3228.713076
Plekha2,435.1644315,826.6708302,1083.220259
P4ha1,434.6097058,931.8025245,1193.621357
0,324.2942845,259.0113284,254.8567002
Gsdma2,308.8921673,251.9068098,265.1519111
Gm6919,2385.859883,2293.191558,2486.691456
Surf4,11317.68489,3094.134834,2922.117443
Rbm15b,6613.933755,1708.933166,2295.559703
Tas2r109,700.7774097,699.6142568,577.4070055
E030031F02Rik,261.752127,231.4643593,253.8234059
Gm8359,286.0247279,247.9487875,228.0075691
4932414J04Rik,285.5570618,247.5104318,245.2245195
Mknk2,7744.313415,2406.945702,1973.408238
0,267.6044412,282.6428984,257.798728
Slc7a10,1087.241533,417.3537625,480.9556014
0,244.7984852,233.5787283,209.8420455
Mphosph9,462.8802445,319.4339609,404.0988318
Olfr100,253.4489497,265.2523498,270.934037
Espnl,497.9170594,512.8170491,588.791943
0,242.363243,244.5693211,218.5192773
0,258.3714339,265.6481536,257.902615
Pygo1,299.5771361,257.7705673,224.6597795
Prss21,256.1834718,255.7509932,228.296287
Spon1,1029.252369,263.6003889,230.4020105
Rrp8,299.1339685,302.0785741,289.9289739
Gpam,367.2857148,379.5359211,464.7107732
Grlf1,20649.89359,7826.177411,7320.090109
Cpeb3,1296.536834,3556.706002,3242.428395
Plin3,3181.303626,19568.24825,24370.04091
Abhd4,17800.87315,48331.3477,42476.7861
Gm6588,264.8229148,255.2841284,220.7433502
Dtx2,3713.076375,2531.958868,2459.346313
Olfr1336,216.5834718,292.8506461,358.6625625
0,234.3072097,251.2307607,297.183213
Cpsf4l,230.9857345,267.8063184,362.8641325
Tmem8c,224.7525482,350.5804352,311.5694011
Gm4125,207.4031433,265.7843949,216.9898536
Loxl2,1756.510808,353.5321493,286.1211186
0,244.9501388,333.1948957,223.5757366
1700016G22Rik,236.6587776,299.4749602,215.7113284
Mcm10,523.8129158,326.7385739,276.890452
Defa5,221.0919773,262.0923205,240.2962652
0,479.0384403,750.7115707,923.5353261
Commd8,763.30474,1425.366752,1330.877142
0,263.4121488,277.21111,242.3301407
Acat1,2835.550248,1458.730319,1279.414058
D4Ertd335e,218.2592355,239.911303,224.9196252
Ccdc19,260.1640118,268.6686161,271.1611655
Slc26a10,205.8325839,245.0064093,231.0722036
Ceacam14,198.6089994,234.2234609,207.2281923
Mtdh,7300.617052,6096.162898,5817.209093
0,251.1874127,265.5242864,259.1455882
4930422C21Rik,225.8165033,227.132575,213.4082843
4930449I24Rik,200.4372342,224.6581555,204.3991191
Mbtps1,19183.05684,12602.32275,11190.04325
0,260.5407942,265.1675355,241.798182
Cacna2d2,3389.079526,507.3462595,471.3892705
0,207.3952203,246.1848652,251.2830068
Lcorl,1526.163643,1279.416555,1695.760628
0,210.6660276,310.9794609,295.1322093
Gbp5,245.5200648,264.2463016,261.3931107
A830082N09Rik,267.3322424,311.2493173,298.9294557
LOC100045469,207.7437852,203.1807214,198.7342849
Gm2650,224.2650824,329.7772127,237.6558993
Mcm2,590.5008288,464.3172234,341.7349086
Eno2,1018.606174,1024.997391,2454.919877
Trdn,239.57798,230.7253465,227.9777668
Rims4,204.1276136,224.8145793,224.0145066
0,222.491857,205.2188302,186.5030798
Fiz1,309.2656897,498.1046568,529.7888986
Rnf7,1984.080814,12270.28995,15427.51667
D13Ertd787e,448.0911618,831.9326295,833.5938464
Dact1,1534.643891,332.8185103,322.7656136
Kcnh6,217.7367279,227.6671805,248.1612336
Trim42,213.8287315,198.2317884,202.9485873
D030056L22Rik,1903.359341,3422.314234,3537.477285
Glra4,203.612568,219.1734255,207.7870411
Gm9099,246.5618327,198.3595993,217.2833961
D17H6S56E-5,229.2999533,211.5942155,223.2250727
0,204.5253658,191.0158844,199.6416641
Chmp4c,194.8308,193.3040466,192.8707959
P2rx7,263.5100385,398.9533207,397.286763
LOC100044016,216.8279858,226.1581373,238.27852
Krtap20-2,219.8624015,231.02735,232.1599489
AI451617,193.0914958,182.7919898,189.502058
Mccc1,1492.677587,2721.643443,3518.138423
2310047M10Rik,320.4032224,699.7652714,799.157323
Hrh2,189.8939748,194.6306186,213.787127
Lhx1,199.4588221,235.6326777,219.8966939
Gm4638,4492.127866,17824.23945,29672.12654
Gde1,22110.18501,4542.914268,3832.604358
Nipsnap3a,20252.63686,213.3154677,207.1819805
Cilp,21561.97208,202.9624236,200.2481217
4930448K12Rik,21713.56815,215.4585968,217.2137689
Phrf1,881.5304558,1024.448195,958.5167607
0,270.3412397,222.918268,229.7070273
Bud13,252.5484521,299.0866089,334.8476209
Gpatch4,238.7887652,324.3828061,383.6895082
Mrpl54,2110.111274,2534.798447,2219.841798
Olfr959,201.5021039,206.88727,250.1633559
2810008D09Rik,192.3197939,224.8111589,226.1909852
Cdc25a,436.8966803,299.8239834,399.1052186
Mrps25,3195.147497,3431.529492,4021.477209
0,216.8905948,242.0036825,260.3511775
LOC637992,192.2091976,199.5328891,226.9175102
Olfr843,226.8865797,202.9628676,247.2352505
0,840.06391,388.2005055,425.2081766
Dennd1b,212.8002279,209.480153,236.7862055
Ttrap,502.2969006,448.4702643,467.7021023
Rps17,19980.89936,13663.52631,14649.24569
Thada,241.2542642,368.4861186,344.2913666
Kpna2,1328.396243,460.1610573,459.4724802
0,210.2908485,238.5615066,241.8948661
Tspan32,214.8455627,284.500755,269.2671884
Zc3h12a,207.796593,235.5242722,240.0285118
Tmem191c,2052.56355,481.5224248,487.3140661
Kcna1,314.1061245,15216.581,19721.87098
Pikfyve,240.5351055,265.6255014,328.7673025
Gm4056,241.2307979,1152.638564,860.1156732
1700063D05Rik,200.3715458,453.1494202,598.967718
Zp1,217.9648455,216.3187273,230.0078552
Lrch1,840.9990312,573.7327805,678.0590418
Gm4912,201.2943658,216.5417439,226.1108657
Rap1gap2,304.601103,313.4298957,342.4336302
Atrip,1250.407159,1083.532459,1094.468143
Eef1a1,29713.80174,25642.70603,25250.74179
Rps6kb1,397.8150015,431.1694752,442.94024
Sfxn1,3041.916626,350.8324773,297.2176089
Olfr209,234.4488145,291.0425393,264.757882
0,296.9797479,399.727673,460.6902561
Zfa,274.1030852,220.6763195,258.216345
Cdk16,393.00537,584.8158977,663.7365789
Ttl,871.1414367,546.1874716,574.8776014
Tmx2,260.7735315,512.94796,551.6860755
Tagln2,406.0307903,248.6086364,224.5536359
Parp6,258.7273188,315.3494643,338.4228225
Mknk1,293.1208524,352.5060809,413.1108448
LOC100039025,420.5380697,390.6472873,338.9174375
Rpl37a,61464.50673,47468.59445,59465.00634
Tnpo1,1960.762387,894.6765005,1010.950399
0,258.9968103,319.2241664,332.0756727
LOC100047183,271.796853,293.7243084,256.7966059
Jakmip3,230.3602376,308.2196614,409.3765466
Uty,224.2470509,225.4095025,252.0490409
Pkn1,2022.471723,3043.670606,3769.43032
Epo,251.0379642,229.467452,251.1211475
Reep3,8561.460752,13472.71829,14453.26262
Med13l,244.6200788,265.8900241,269.6116114
Eif4g2,1481.440852,1452.478323,1336.624354
Ptchd2,312.347903,231.4074561,244.6630482
Pmch,217.8334652,207.0282241,237.2647645
E130119H09Rik,246.3826109,289.6816143,325.7404245
Rab26,212.4343824,229.1023552,247.0838211
0,224.256388,216.5204425,250.0505772
Tmprss11d,236.3775658,223.9051639,257.7058364
4921501E09Rik,254.9064973,210.1999206,232.529595
0,238.8715873,223.9754868,230.1386286
Prmt6,450.7776373,322.1670675,295.8269459
Nampt,699.4076882,1124.751578,1353.992933
0,8692.55387,6436.259898,5162.241207
0,226.7810002,214.4131214,240.4060891
0,268.5431127,256.1998452,282.546377
Exoc6b,2039.589504,18090.99026,18510.59362
Gnb1l,329.0896833,330.7222639,343.861565
Unc93b1,639.75835,1043.772438,893.372243
Gpr125,268.7541503,240.844477,275.8705668
Mios,618.178407,484.6001107,522.4442564
Lce1h,251.8529973,237.1257495,238.8018773
0,261.7070079,250.6254452,278.9631343
0,268.631957,236.3344034,246.5702627
Exd2,257.8225727,405.2228964,440.6663905
Cntn1,29897.82636,4390.853047,3977.649317
Nup98,394.9512582,441.0432264,520.668095
Gpx6,275.3200245,265.5121414,278.4917273
Gas2l3,349.9315724,266.2555852,269.1627495
Igf1r,1777.002694,1866.955035,1728.506994
0,1051.868243,603.467302,751.3452952
LOC100043988,282.3282042,241.9709393,262.6810245
0,239.6335505,262.9245236,269.3914941
Gm12372,4382.741399,2446.220822,2333.860643
Gpatch1,1623.907319,1842.742531,1453.487133
Gm11677,253.4810515,302.6739707,320.4195948
Ptpn21,536.964253,332.009487,427.6938868
Arhgef9,1762.062482,840.3833945,1125.831699
Ints2,301.4945603,303.7421566,344.2856066
Speer5-ps1,243.971853,305.5343966,452.17677
Pon2,282.3042688,346.8704639,401.1551409
Gm13634,257.8376045,241.3336745,270.5682541
0,232.5649094,220.6499173,244.7244959
LOC100048500,249.7336918,249.064448,217.1145193
Snrpn,2222.078526,1622.885512,2152.041917
Fcgbp,245.3470806,281.1068036,239.4638423
Prame,237.7550136,258.8854827,235.5491455
Tkt,13890.29572,45021.31273,40796.89533
Sigmar1,4222.524491,1975.997504,1981.770086
Upf2,604.8250152,487.1915595,573.029233
Hps3,301.5134091,404.1665795,473.0993305
Arhgap27,246.942807,246.3013018,269.9063634
Stfa1,267.0034627,237.0545305,290.0752589
6530415H11Rik,348.2254012,361.1034673,560.1894959
Ppp3ca,6284.498424,9540.420891,9282.086339
LOC100047336,236.5985921,245.8657007,242.9055834
0,43340.28594,20039.71999,20024.13703
Eaf1,472.9447927,615.5822559,624.0025159
0,342.8007833,251.9400889,249.1061086
Pcdh20,602.5443506,260.2159161,231.9317211
Gm5109,269.3448542,431.6454707,504.4940316
D830025C05Rik,249.2305636,249.9901898,249.1298395
Rrad,290.6346682,262.1299891,286.0428682
Supt3h,371.4582258,365.3718316,429.5002295
Gm15046,260.9056545,241.8533791,264.6877055
Fbxw20,272.3502418,255.0164802,248.5478025
Snap29,781.541363,1242.747875,1502.64158
Myrip,280.5431197,300.774543,329.8716548
B630005N14Rik,442.5721606,398.5840241,469.481625
Gm10527,352.0805306,439.6343032,541.330362
Zfp354c,496.500567,294.2175489,391.9067302
Romo1,7121.639388,5040.630964,4869.164375
Gm4026,314.2488861,437.8916509,516.6926023
Vamp5,12758.82065,15783.15973,17172.8022
Yars,278.5449561,301.9063668,274.6780418
0,242.7478336,224.6609555,246.0799898
A230056J06Rik,300.6314536,267.971798,268.8647675
0,279.845487,230.0514368,241.2451359
4921528I01Rik,292.0341027,229.5053934,272.0513902
Ubox5,366.1250418,357.7188409,373.6172457
Rps6kb1,341.9968548,248.484975,275.8505907
Carf,429.3785824,367.1204461,475.8239027
Saa1,759.9282,503.5384202,538.7107607
Olfr870,284.9383385,256.8667116,261.0808795
0,262.0825009,394.8110768,334.0693216
0,273.6795661,248.244672,229.239233
Adi1,459.5133488,3583.398293,19499.96585
0,268.8674161,278.7127286,332.4648768
Rplp0,48399.71297,25135.96262,25581.21363
Gpr89,375.0585915,419.1905545,545.6665164
Clcf1,325.7409376,256.7960489,369.1830791
9130410C08Rik,304.2823021,253.2470391,246.547748
0,269.7305609,264.59422,241.4064248
B230358A15Rik,276.1271188,258.0013777,251.1902775
2210023G05Rik,272.5645812,263.5676709,224.4910018
8030494B02Rik,1154.065364,944.2845234,918.5612943
0,352.803947,400.9090055,423.0329845
Phb2,1077.533718,986.9750955,879.0497043
0610008F07Rik,235.6379624,239.6559666,220.771332
Rabgap1,559.6054082,893.0331889,766.7541418
Gm8817,236.9274309,242.3694707,236.8357648
Nup188,270.9262724,266.6970595,288.6661223
2810408I11Rik,365.7356233,286.6070705,265.8125534
Gm11360,286.4942173,242.7386618,236.8837364
Nup93,302.0425306,310.5962259,286.7680057
0,286.9987164,253.5399707,233.72232
Mbnl3,238.8874152,262.3558841,215.3361991
Tug1,1552.226584,798.5225484,1401.823877
LOC100048834,319.5634042,278.267873,256.8287516
Nup188,324.5568582,341.7795095,417.303048
A330044H09,896.1886976,754.198227,810.6507568
Gm3830,213.3547945,305.9358489,247.6025716
Rpl11,26737.05764,20614.37413,21925.39736
Snapc1,333.7632085,675.786533,583.3149102
B230118H07Rik,2045.716228,4183.464133,3878.219769
Zfp395,204.5430906,281.1891348,238.0234907
Tuba3a,345.9076858,298.9461786,260.8241098
Srbd1,683.8111915,812.7844305,660.7936139
Nrarp,259.0285333,251.3305293,213.528953
Lass4,1928.753638,1100.811435,1103.369108
Nrcam,5594.946512,687.5996834,372.012775
Mest,302.5573864,257.4104432,306.1542945
Olfr353,236.2077927,254.1374891,238.4770018
Dmbx1,216.7447488,238.37053,207.39996
Tet3,325.6973318,406.3958695,431.2788489
0,198.0280964,230.4974132,223.0253873
Gm7075,433.0097706,2862.303605,2753.522953
Mbd3l1,197.9636227,230.0942545,208.985292
Mucl1,224.1145255,230.9919505,256.2791914
Gm6837,39862.97011,39774.35108,48567.92985
Muted,261.3441285,369.068285,444.1463984
Gm14085,219.1794336,232.3802063,264.4909902
Ramp1,866.0496555,441.9954168,317.92615
Ecd,821.8971121,939.7369655,958.7800295
Spryd3,581.9098561,711.9708657,729.946997
Gm6628,214.35759,213.0141309,199.9034245
D17Ertd191e,248.4094464,219.8690534,223.9405573
Ifltd1,236.5354039,215.5694493,204.7475934
Stac3,540.5191155,556.5590555,423.2690091
Sbf1,207.1192165,355.5987193,315.7828323
Wfikkn2,201.7811306,202.1050168,216.5194602
Gm6811,381.3888009,596.3542075,539.0899241
Atxn7,9213.063039,3212.848137,3279.320906
Stab1,435.4595967,250.1767402,310.0396905
LOC100046032,644.8988311,235.4082125,217.6355975
Ccdc70,200.5440539,194.1657193,202.3221709
Galntl2,242.5418885,196.4975939,329.8337059
0,205.9033748,195.6044318,201.0000791
C87122,204.1307442,196.988432,215.2239148
Smc6,838.4093224,896.7460293,893.3745664
0,202.1401339,196.2299425,182.816205
Hyal2,1883.252878,819.1506255,678.1144002
D630002G06Rik,190.3769939,196.347017,196.8936673
0,15528.83444,6996.946045,6807.605718
Rpain,365.8130221,725.4624955,737.9996495
