gene,neonatal_OPCs_Mean,adult_OPCs_Mean,adult_oligodendrocytes_Mean
Gm3960,226.9707852,201.164932,185.9047352
Ccr1,196.6696409,201.4817195,198.5287384
Gm3190,205.0447009,205.5462798,194.6934457
0,192.7824952,192.0773543,207.12737
Luc7l2,397.7201061,503.2142327,592.2655011
Gm16441,554.976503,826.8322486,911.3653507
0,227.7656445,212.9623186,186.4604136
0,208.298277,213.8782023,356.414495
0,236.6842376,261.8623402,350.4337961
Pear1,212.4587342,226.5158077,230.9801352
Gm3471,214.284387,322.7239755,374.7370425
Rbck1,5359.879152,8870.737509,9072.723152
Gm10893,200.4639367,224.6344659,201.7707711
Gm12113,2898.964751,2435.741232,2118.417959
Gm7157,189.6371348,241.7380095,211.0587511
LOC637948,206.3421142,216.9985714,254.2276868
Exosc1,255.1084506,450.24962,467.4619109
Gnal,1051.151987,280.9981768,260.7027586
Mthfsd,205.4912697,311.9327961,267.1605686
Gpr3,337.0369515,507.2393548,520.4339823
Defb28,215.2224539,286.7576715,277.1793786
0,301.7974091,381.542535,342.63507
Gm8801,615.2197652,968.2182973,1069.541997
AU017263,185.98626,235.5191961,245.6564882
Tm7sf3,241.1565673,473.041532,636.7555286
Qtrt1,235.9938852,282.1907189,336.7477266
Stx3,235.3578923,224.1266132,238.0747335
Zfp26,287.7360952,307.123533,384.45059
Ntng1,654.8299279,227.0749822,226.4907501
Grap,195.6838518,205.7949209,206.7907441
Olfr919,185.3548352,189.343192,205.5165475
Defb38,191.0563333,205.4307211,208.6236416
D430050G20,185.5191761,189.4625911,203.5624005
Tmem27,205.3604558,208.306597,217.8419484
Gm11362,10111.11826,5496.715445,6029.876764
Rnf10,1304.475296,1773.22401,1897.63088
Gm6396,1555.969606,671.8089152,646.8387966
Gm14340,243.7220712,316.4776739,291.3887886
1500017E21Rik,203.2184942,193.1458864,199.5329577
Mmel1,199.239753,203.1743761,205.3054152
ENSMUSG00000074747,3682.084341,3939.203219,3947.796983
Gm8054,5979.322573,4064.423524,4597.17848
Gm13229,52280.04294,28148.35763,30955.17391
Lgi1,189.2458567,202.9578936,216.2401882
LOC100046883,217.8047742,219.9495107,201.5196457
Aqp5,225.2986697,268.1124891,219.7505586
Gm4832,5825.792264,3524.153247,4790.127474
Fgf8,233.5422397,263.7054423,296.0247486
C030009O12Rik,213.0664612,228.8015852,211.7385861
Gm4440,289.633587,472.1552802,874.1170968
Smcr8,227.3674897,327.2667098,310.44962
Zrsr2,215.66444,225.6590898,228.5400636
Gm10505,198.1704106,200.842643,188.7016718
Gm2946,210.0698524,197.9868568,209.1914043
AI851613,274.428717,189.9086491,204.2403966
Ddx28,273.497062,343.3076148,344.9641048
Gm498,216.4696785,207.881262,216.0764159
Gm5618,224.528163,204.6994739,192.7806116
Tmed9,532.8771776,487.0587025,620.2263495
Gsk3a,5096.597209,7228.469941,7567.483486
Brd3,3647.348258,1846.814305,2043.462604
Cntnap2,204.8491355,211.959365,213.6088282
Robo3,193.1371827,219.3442648,223.7615648
LOC100048413,238.5544303,541.1658839,538.6115864
Pou2f3,201.2429609,213.0800909,231.3774777
Ofcc1,191.4398606,208.9140464,199.1109895
Mup2,229.5134926,266.154818,355.5732377
9530029O12Rik,2798.261561,1430.145289,1302.174814
Padi6,198.7143427,201.9467334,209.8404243
0,227.6974321,218.9869055,237.2702136
0,29244.88362,16098.39893,16221.37895
Zscan4c,195.6992785,214.2125623,213.6133355
5730412P04Rik,209.5517903,216.3598861,238.2646943
Tmeff1,310.1798667,1326.379325,1946.571891
Gli2,229.90597,203.0557906,249.6600178
V1ra4,207.3889052,182.3985273,235.424946
Gm13251,433.3892818,404.0123318,385.8855634
Osbpl7,3456.699191,18052.61659,15638.56731
Zfp81,345.1241018,376.3471091,378.0029691
Tgfbr1,282.9278421,271.701683,291.0480018
Xrn2,1528.140308,1173.301669,971.5187475
Gm1998,239.2594476,268.3238184,262.4320727
Slc16a1,219.0766594,259.1457159,271.3833841
Slc16a11,2525.329611,1291.47497,255.0561664
1700013D24Rik,230.0502233,217.1519486,224.0775316
Wbp1,9485.976406,7479.918057,5864.829395
Matn4,674.0853776,278.6558814,273.6486391
Gm3853,230.2407927,217.3304552,228.9137441
Mpped2,1987.250718,434.2439243,381.7570302
Steap2,354.8029576,256.754957,246.6634693
0,233.6088748,243.3410702,231.5408539
Rarg,1777.890444,414.451382,296.6833307
Lyrm7,256.0011867,220.2667948,226.3716409
Thtpa,725.8112452,1555.260516,1215.6726
Gm4825,18089.32596,6957.613416,6984.184527
Dnahc12,269.2355918,213.6934616,223.5264352
0,237.3252718,220.1627891,223.9939011
Actl7b,253.3028203,225.6445891,213.4329989
LOC100233175,316.1810618,226.5790425,221.6922815
Tmem69,279.7104094,244.2603207,228.5857089
Mad2l1,858.2479391,475.2536561,378.6990384
St3gal2,1814.217368,890.4296127,811.7217205
Bcl2l1,3577.821203,23290.24727,37875.76718
Tifa,406.2463273,246.4035814,313.840368
BC003965,426.226507,610.105118,576.4606866
Mrps14,1360.683447,1021.679317,1652.947238
C7,386.9513558,256.0515475,239.6667645
Aco2,20511.62051,21344.57774,21290.92319
Ttpa,281.0007379,225.1787044,213.3793625
Pnrc2,5731.061397,2669.644328,2727.290827
Gm4590,342.0066736,272.7611355,251.924543
H2-M10.4,294.3701452,210.1598777,231.1657755
Zkscan17,4434.211947,2081.340651,1710.988036
Emx2os,329.580833,212.3793948,235.6462995
S100a14,324.2536315,231.1897336,249.5844682
Gch1,333.5038848,227.3266916,248.1547211
D830050J10Rik,339.4334233,222.8072241,218.7925205
LOC636687,2461.144984,2519.838792,3138.796223
Gm8213,23905.37627,12360.05677,13281.90905
Nkain2,326.7910415,376.6308536,569.0854093
Gm4550,350.4627864,200.4283623,226.1576498
Gm7197,351.963597,256.1116616,251.0944032
D17Zt10e,318.3898467,242.1658586,231.0994234
Zfp316,2725.783979,2468.918032,2312.882061
Ppp1cc,21802.23748,16491.57675,18802.17558
C87011,340.9670664,221.4501352,232.1394401
0,381.5767052,212.85704,215.8716977
Serpina12,323.9592152,221.150255,216.3880361
Paqr7,558.8380106,2369.39666,2019.197385
Tgtp2,271.7780258,224.9650091,222.9917264
Ush2a,307.1327306,242.0029936,227.2549805
Gm2695,342.9994842,258.4293452,244.3868556
Olfr554,288.3868388,237.7806564,261.246682
Nlk,3376.634979,1820.152938,1754.4379
Ldlrap1,451.7954709,1079.339893,1185.381802
Capn13,255.5783862,219.8048759,221.6962551
I1C0022H11Rik,3335.392539,2337.829829,2820.001047
Gm3280,239.782033,207.3125309,212.3335914
Inpp5e,284.4070279,276.4933595,362.1193098
Defb44,260.8035152,214.7922457,221.4849784
Gm10903,229.3065873,232.6669352,252.2006936
LOC100048871,251.8875094,243.3361407,248.4932648
BC049762,264.8452879,217.0247998,244.5323934
Psmc6,2453.946599,1965.773572,1991.47748
0,289.0267297,263.4085034,296.6203477
Sv2a,716.4908321,5397.382922,5013.403418
Fxr1,2781.147322,3602.518624,4828.976214
Alpi,278.1482558,226.666435,210.3602173
Acpp,336.8851839,267.3336107,249.6731861
0,256.2417533,231.4831575,227.1464393
Zfp712,331.5608727,343.9954477,347.7168943
C530042K13Rik,2660.362778,1770.985749,2904.638387
0,408.5682691,505.2147109,501.9993891
Dis3l,1130.498688,1793.795152,1705.433335
D130062J10Rik,2384.394174,2308.786776,2236.463447
3830612M24,12398.20506,481.8640466,413.0845698
Gsta3,270.8016958,514.4103148,512.4823425
4930431P19Rik,247.3440506,307.6652443,315.5145816
0,241.0490355,234.1273155,240.8539207
Setd4,2052.357552,1054.23463,1038.89223
Gstt3,621.4267106,307.935118,279.5400695
Casp8,254.5466009,235.7093875,232.3619748
LOC100044494,58700.15623,51921.08195,43907.32567
0,241.3488055,207.7225963,269.1473777
Aurka,1330.538373,409.3139136,387.6572093
LOC676322,223.7149173,244.0557855,244.4377311
0,688.1195503,744.9674384,923.3159468
6330531I01Rik,256.2165603,340.9791805,332.8744311
0,739.2232339,897.2792043,932.5148659
Rhot1,3007.959833,4275.408254,3556.46494
Gm725,229.484493,208.1110965,239.238587
Exosc4,1097.940018,1854.293723,1753.76567
Dgat1,680.5708839,802.726942,638.7945984
6030498E09Rik,240.4155855,306.8080057,224.0533939
Alox12,268.0389879,232.0725966,259.5577243
Apol11b,243.1473215,221.7713002,303.7570327
Iqub,258.6469277,241.5458948,242.774923
Rmrp,367.2762209,334.4563355,397.3258505
1700007K09Rik,631.8559755,748.000752,891.9294143
4931417G12Rik,222.4400512,237.3024411,230.2758018
Zdhhc23,244.5520421,302.2614041,271.0154509
Spint4,229.2241948,222.6644393,255.366355
Cyp2d12,276.3357818,251.5784727,230.3693186
Eml2,4575.584702,42018.63117,31745.76044
4930434F21Rik,259.9847979,264.12175,207.8052226
Ccdc127,757.4192852,516.3434609,579.6900466
Pde7a,596.9752597,593.1318002,443.3317136
0,324.5164073,331.884013,322.632695
Ap1s2,300.9163085,453.0036761,382.6982695
1810059H22Rik,238.051413,267.4355223,234.893013
Slc20a1,8177.459482,2656.986218,2484.7163
Sec23b,2658.73265,3837.980858,3234.516348
6030498E09Rik,218.0897412,268.6217693,290.6417468
Oscp1,243.8727891,347.0335727,246.414017
0,239.5718824,254.8231873,224.8375793
Zc3h7b,806.4167279,802.6057618,860.4647841
0,249.0592415,230.559172,211.7774243
Upk1b,224.9021094,232.2782764,230.5198547
ERCC-00028_121,239.744208,217.6762925,222.9846762
0,556.776983,3566.684601,3584.79886
1700072E05Rik,240.9233364,217.294835,214.9743045
2410001C21Rik,269.002567,484.286007,548.144328
Plxnd1,275.5539585,231.5949286,265.6954248
C130006E23,249.4348155,253.7548434,254.2740318
Krtap5-4,229.5290939,246.1402134,234.3482518
0,845.6579406,3305.656837,3243.617148
Zfp462,1961.673298,608.517415,714.3291991
Il1f9,221.8741176,202.9471393,214.7636636
4930404O17Rik,241.5051594,205.7419657,210.6943218
AI790442,465.6646052,4985.575557,2638.734575
Csprs,203.0997694,228.8384748,221.9182339
Slc46a1,1765.543665,422.1003734,420.6451291
Mapk1ip1l,633.1068661,861.4260502,959.5771575
Reep3,1197.038727,2032.176919,2064.973195
Fam126b,362.907073,450.7673423,510.9166989
Rundc3a,7561.728806,9929.132289,8823.676005
0,223.0975218,249.4113223,307.4004427
Cpt1c,571.4783903,620.1488393,507.8042345
Gm6792,211.8845045,219.4676739,289.9618811
0,231.4551142,211.9703873,219.3526075
Gm11669,248.8952445,227.8684357,232.6941614
Ttll3,208.481003,238.1021557,233.8921455
Fam83a,208.7405994,239.0985961,220.387727
Syncrip,1042.582888,604.3231723,637.1155266
Metap2,1007.262328,1328.340245,1391.035654
Acp1,1705.27298,1577.159491,2034.43642
Pdlim5,322.9459848,300.9155191,294.3664998
Gm4021,217.4057412,202.515067,207.90672
Fat1,4530.768326,4771.847398,4085.718555
1700061J05Rik,210.2817815,234.5313214,232.3635427
LOC100045429,208.0591597,213.3096443,215.3533886
Bbs5,248.0219479,247.0620848,235.2048277
AU040320,375.9863427,576.7801345,715.969517
Ugdh,6083.514252,876.8820466,1031.956096
Mmp11,369.7298145,260.4478802,203.9651911
Gm2290,217.1986958,202.1458414,182.9388836
B130055M24Rik,277.7011885,339.6230223,348.281302
Cabp5,199.0767409,208.7154039,181.4972157
LOC635967,191.2601255,196.5340845,185.0869822
Rab38,212.9248283,205.1538164,206.9460361
Azi2,204.0964982,235.454577,241.8253323
Olfr1356,197.960303,199.5492813,195.8301386
A030005K14Rik,208.7762658,186.6221513,239.3285018
8030423J24Rik,192.9997567,198.5285643,226.0106389
Serp1,972.6507015,935.7911018,1568.309201
Ikzf5,358.4683979,411.1105775,486.6079675
Vamp7,424.3730909,602.7964255,645.2947007
Agtr1a,211.0327567,190.6874841,208.1466784
Tmed7,205.553573,283.302183,359.6213539
Ascl1,3347.729031,285.7392594,280.4920649
BC031781,352.4846552,407.0361,453.0322423
4931440P22Rik,179.4174085,224.3440636,247.6082268
Zmym1,464.0441194,642.2577595,751.3123332
Olfr477,214.9598918,226.5142218,224.6629991
Olfr1252,283.1512948,444.9904243,502.716253
Il7r,174.7375112,215.0498873,186.1349616
Atp4a,199.9519358,191.336122,211.2591045
Pkp1,177.5572361,212.2518105,191.5834168
LOC381214,195.0317006,195.7775275,185.3055002
Itgb3bp,705.0435391,975.1045173,910.3471607
BC042761,613.3599673,181.642028,182.3048409
Lpl,188.1699527,198.672062,192.2739859
Cstad,255.6491833,703.6028986,805.068355
Rfx5,215.9986624,209.6857607,198.1404748
0,5229.753221,5975.862328,5485.109098
Tpmt,288.6476173,349.6402377,367.8374909
Ccdc77,433.2972494,742.2801139,664.5321282
Hist1h4j,949.4070021,367.9384857,331.21964
Thbs4,215.350633,207.1987368,209.7343495
Trak1,211.6412167,222.4044739,215.5182005
Pik3c2g,188.0487188,209.170868,206.5283718
Rnf41,298.4040294,324.8376825,363.247118
Gm1123,186.3093609,216.7582918,231.8437223
0,184.3975661,212.6882884,197.8748398
AA522020,54357.61515,51712.21165,56065.54132
5930433N17Rik,774.0828715,453.8611611,421.4566114
Cpne4,220.6395956,210.739721,217.8675328
Slc20a2,1813.336547,7654.219345,5275.8985
D11Ertd717e,217.7072158,266.2994782,232.9553609
0,218.3278512,232.5236957,215.9581898
Acbd5,502.0661509,836.0429459,700.8811052
Bsdc1,875.7333352,2093.751819,2443.941162
Pdzd8,333.0871494,373.4288059,408.44136
Olfr787,185.8477339,198.057642,513.0228366
0,189.54067,216.0228575,221.6759816
Acoxl,191.187763,197.9766709,195.2193902
Gm10653,49407.10976,24326.80483,23743.92421
4933438K21Rik,204.5476248,211.3522723,210.3895582
Itsn1,38090.02518,15186.22261,14856.57801
LOC100043976,226.9156027,269.0997648,392.3359782
0,241.8923809,234.9726693,191.1185918
Tmem56,225.9473936,357.8453305,335.2076327
Krtap10-10,680.5724736,934.3115666,1242.955734
Mtap7d3,270.2689794,263.1099236,233.130355
Tsc2,221.0913033,324.2518166,316.6298259
Cryaa,217.1094952,248.7928686,244.9988766
Fcf1,4523.695039,3577.242128,3742.351349
Gm2459,14249.77067,10282.0628,11341.63655
Mup9,205.995395,223.3165886,206.640455
Zfp111,211.1135803,248.4842161,270.1323868
Slc25a43,204.0343091,217.5904884,216.3260164
1700012P22Rik,218.55276,231.952483,221.505302
Gm6327,212.1688248,231.7919102,218.3297575
Olfr919,260.7872567,220.9606591,208.7727525
Mgst2,233.3088952,231.2262589,233.1716275
Med28,4234.103183,6503.851655,6226.526616
C80360,196.5958727,227.0297784,223.8389436
Plcxd1,1266.74381,716.4939561,806.8033998
Cblc,207.964473,226.0129193,240.341033
6030419C18Rik,215.2938942,200.779352,278.8628275
Slc38a7,314.0296739,471.9285073,465.285403
Tbcd,248.0950215,418.1953625,485.4774984
Gm6360,235.3357091,194.7591332,292.9673239
Coro7,2980.782197,6115.58403,4675.218475
LOC100041034,253.4883548,265.3710168,235.0660718
Ptch2,218.1497724,216.5237759,212.1351782
Orai2,634.0492236,329.2753207,309.2855198
Rab11fip2,299.3332573,283.0575859,323.8603698
0,206.7519585,202.4900211,234.5365577
0,3623.844922,6297.15537,4792.849428
Prkag3,226.9461058,238.4736573,225.5683898
Zfp457,1215.54323,2217.88166,2911.223982
0,231.6070421,208.8085495,213.9691802
Atf7,276.7711382,322.638172,316.4499909
0,374.2959591,250.3319236,240.0450782
D17Ertd657e,256.1368491,312.5423894,226.0582102
Sel1l2,234.5375612,223.1147664,222.0236514
Neo1,2823.640752,2666.592634,2327.627127
Enpp5,448.532343,1685.627258,1673.388193
LOC100047597,289.2174145,265.7385559,258.0675552
9930104L06Rik,449.7052548,550.975747,524.5308918
Gm1060,461.2109039,286.6492105,319.7889652
0,808.1655756,1249.648705,1065.639145
Slc7a15,284.1854388,217.0927807,213.514572
Defa-rs7,282.2129897,323.5499841,341.4784436
Chrnb4,277.0711933,279.5662861,278.4747961
Rpl11,63428.21694,57818.54473,58182.43466
Ufc1,11678.9041,7577.361393,5955.838173
Krt34,304.674253,239.1686761,208.6749514
0,281.3196459,238.7654218,213.9669582
Cklf,799.541737,575.2662,413.229717
Polg2,331.5988533,288.74434,259.9754893
Snrpf,6167.838478,2631.586347,2784.77972
Rnf41,466.1427303,339.5611691,317.4463764
Slc9a10,326.5871597,217.885937,220.0111
Phpt1,13401.35975,7347.74237,6656.78822
Lrba,332.5579718,224.31696,240.9817177
3110052M02Rik,308.1928552,305.2579568,318.5929477
AI480461,341.1739097,280.077102,290.046012
Gm8327,309.7788324,209.0290375,225.3818643
Tgif2,342.8805812,219.857433,281.4294773
Msmp,288.0981002,215.8015817,273.2197195
Zfp64,877.655115,1163.508248,975.3731864
Gm16468,57978.37727,50060.78084,49378.67933
Olfr1286,348.5872464,221.4193243,219.0167027
Sh3glb2,24642.24436,32187.93885,23153.02474
0,404.0565736,425.4251902,391.7456077
Mrfap1,25052.76038,42599.30511,38594.33996
Cdc42ep2,876.3709085,19205.94092,22202.09587
Il22,368.8103876,238.8600164,234.2189614
Ncam1,9941.631788,7795.538895,6921.195602
Hist1h2ak,61963.24303,44568.53228,35195.69201
Dscc1,356.5181873,239.7074243,214.499743
Gm8740,497.8480958,418.4416873,513.2977016
ETG08_142674,228.6944154,230.5386394,214.4801245
Sbk1,777.0108512,609.6860277,537.2036473
Gm4589,295.2770891,271.3890682,259.7163168
Tpx2,324.6185727,235.357108,232.7220784
Actr6,1288.484215,1495.796187,1405.162786
Gm13103,236.8099736,229.1106836,218.602992
AI854308,242.2437218,239.0944211,229.7385459
LOC100044850,287.4634173,244.5504502,245.9697577
Atp2a3,255.4839658,249.620233,267.4581895
Cdk1,243.4619233,240.8364145,222.6875139
Lyzl1,241.7593036,233.4861773,214.1498789
Gm7373,264.3306515,209.3877125,203.3526566
U2af1,18330.94284,20491.24841,20320.97095
Pdlim1,1029.818984,5861.314008,5008.565739
Slc5a6,11808.63548,3382.331173,1341.164116
Hist1h1t,269.8092521,250.7584184,398.8913861
0,298.9862727,269.4119548,245.6193148
Lbh,356.2238791,377.8218359,376.0699607
0,242.3131906,226.3409038,227.8730777
Gm14430,820.9569661,1171.860934,1213.364285
1700025L06Rik,254.1505094,291.3046561,331.468767
Olfr888,204.1829315,207.8452497,212.2328348
Olig1,19714.97395,38701.66538,30665.77131
Nt5c3l,551.5793624,631.6923934,570.757605
Farp1,4274.245485,451.4280432,483.2466152
Vmn2r100,221.3452427,221.9739241,220.1101275
0,23798.03207,13297.20782,14825.27637
V1rc12,239.3678788,209.09985,219.9813132
Mapk1ip1,1237.561154,2409.230152,2119.085322
Eda,232.5759239,238.8934511,245.4070248
B430203I24Rik,689.222847,306.5945457,337.5312568
Grid2ip,553.9267836,272.2764684,256.5615582
Slc18a1,257.6937455,239.5905693,226.834133
0,253.5596052,222.5194118,254.7855514
Rnasek,911.4349764,4048.949524,3733.453434
Gm3552,396.1487188,244.4868761,227.840338
1300001I01Rik,295.0211855,306.3396509,297.7255373
Fam107b,1070.423111,1474.978129,1052.257426
Gstm7,245.938622,1620.438905,1895.980839
D830030K20Rik,235.9709233,237.0068307,214.1068668
Cep120,342.6649148,753.3021823,680.5749145
Lrrtm4,277.3012208,235.2354795,222.245165
Slc4a1ap,1496.080289,2113.95244,1836.114291
Cplx2,52003.55867,35652.88425,40502.8281
Secisbp2l,720.6835991,2856.554387,2995.975497
Bicd1,649.8640897,656.1356398,900.6278598
Taf4b,225.3526012,229.0257873,211.232673
Pgm2,7158.110694,2951.622026,2510.600852
Stard3nl,955.9419136,2379.096011,1760.612159
V1rc22,225.9987327,229.295042,221.5015732
Acacb,559.0599152,257.9979589,280.9974243
Krtap28-10,213.0163406,225.8277202,253.6462941
Nr2c2,1354.411853,1442.82869,1607.785185
Il17c,231.7785167,251.0527172,220.9152511
Usp12,1639.503647,1531.563602,1160.540874
0,241.3326297,238.3131411,219.0476959
Olfr362,247.9766803,296.5505459,256.2512384
Ano8,873.0869709,1169.868248,1136.19378
0,233.0434527,246.7114243,210.9860389
Ppp2r5c,1979.34178,3327.769534,3128.516852
Khdc1b,242.3090815,269.7414768,234.1873816
Gm10649,222.2656058,297.9327025,217.7721184
Ap2a1,2667.064427,9812.160816,4552.574802
0,248.9189742,225.6900016,228.4387339
Defb21,223.1740606,219.9671302,208.1020734
0,244.0014209,234.3079666,217.3598575
Rdh16,242.8512642,221.8157027,238.1302773
Ttc4,3925.63004,2594.788722,2047.64009
1700047F07Rik,265.3973979,207.6899543,210.6909352
Hltf,619.92104,1148.608944,1074.542549
Col4a4,246.168113,208.8868386,217.83031
Tle2,1662.156372,2680.883221,2009.64282
Olfr341,224.2407803,320.8027534,200.3880732
Dio2,347.3589755,325.4053691,334.2814505
Gins1,450.9357209,341.7775652,356.8805786
Ids,440.3119464,1291.772824,1258.10542
Gm5724,220.4210106,218.0774348,208.6856634
0,213.701373,196.791132,193.3225034
Lrrtm2,2211.806599,1156.327275,1196.15166
Qrich1,2496.684065,1915.527307,2187.148024
Selk,13043.47105,22368.77424,26201.06414
Fkbp4,390.1069497,1287.181648,1609.585133
Zkscan16,242.9917573,222.8126734,202.0021631
0,225.936127,255.8282917,219.4421709
Sh3bp1,315.9597558,407.6154316,486.432312
Stk36,328.7721206,435.5318489,394.7803534
Trib2,1140.966055,252.5014086,210.0142218
Mcpt-ps1,220.8222485,202.1079457,206.0769536
Olfr552,225.8595367,214.0958405,209.1407623
Spnb3,256.2144242,238.269742,225.4871434
Arg2,213.4732809,221.6720009,221.6779266
Gpx5,223.9919612,216.687112,210.5111575
Gm7866,211.4709921,196.7691373,184.1756684
LOC100048139,686.4724948,513.2953464,493.7453891
Ccpg1,251.9710158,490.7452964,576.0546202
Hcrtr2,195.4255261,206.7737643,194.4910242
Nudt5,2319.202995,2088.303175,1934.8824
Olfr683,297.2162173,199.8905248,191.44273
D730005E14Rik,210.2257964,202.3140743,203.3261323
Mlxipl,281.0019382,303.3293948,316.666678
Bmx,266.7306088,428.2853693,415.4779768
Hnrpll,1178.071405,892.6184402,894.1109916
Papola,1494.212565,6575.782266,4366.085888
Gm9502,189.0247588,195.8236157,195.5307084
Hcst,227.8628803,216.1218117,220.1833441
Zbbx,207.82785,198.3419534,194.2895098
Slc5a9,212.7876382,206.8236907,217.1548091
1700080N15Rik,200.6615539,208.4229318,203.5786498
Parp8,2024.894637,926.5173059,938.5319014
Tmem194b,255.2832861,486.1907905,382.6164918
Laptm5,237.5852736,232.0387134,247.9461741
Traip,224.2144695,193.1324643,205.9040002
Arap1,6776.316421,10622.81702,9447.593248
0610040J01Rik,1699.826299,524.1009732,455.5892636
LOC100048288,212.1458009,247.6208993,194.8134466
Olfr963,200.6580082,195.7894226,238.4417995
LOC674070,188.1268142,191.3171889,212.863523
Dub2a,234.3889842,225.410502,236.8277223
V1rc19,211.757537,194.8066961,197.8714083
Ankmy2,232.9894703,233.2757505,243.0912177
Mus81,337.0568142,436.2443675,386.9620309
LOC100044776,6693.465823,5955.146505,6561.395305
Gm6524,729.444997,831.8555005,899.466038
Clp1,209.8105973,251.2441325,260.6679936
Magea8,193.2109915,193.021423,186.036173
4921533I20Rik,183.5496994,190.3500689,182.7219216
Olfr317,196.7407755,246.8874664,272.7107509
9830001H06Rik,239.3313936,265.7943868,302.3649257
Pik3c3,232.5316739,624.5332727,668.2936016
0,442.5771161,297.0870966,297.9514952
Aurkc,193.9326745,250.0152334,197.7835664
Kin,1213.656088,1139.73762,1665.303642
Serpina10,189.7220555,254.8947,238.3350936
Lrrc9,170.5958361,189.05494,184.2979205
Trip11,947.290613,1234.788508,1478.518955
Neurog3,182.5709497,196.5495636,205.3082507
Oit1,233.7807081,226.0612658,224.9105171
Mrto4,1416.430194,1392.888821,1351.93184
Ctps2,2174.579659,1573.515389,1438.746576
Zfyve20,478.8568773,861.5273632,835.5329232
Rab20,192.7111721,195.6287145,216.2043553
Rgs9bp,212.4967364,238.148225,223.1030643
LOC100046691,186.8030567,194.1579916,203.8423775
0,329.8470064,394.930302,472.0397916
Zkscan4,206.4702542,267.3884332,233.6366308
Tmem179b,536.0578397,692.7300914,689.6102386
LOC100216343,214.449777,211.8564995,194.2567014
Xylb,302.5526591,316.9104086,452.3163909
Hoxa3,199.9637703,202.2994611,207.8763257
Grsf1,755.8448412,562.9844739,615.4378323
Dnajb2,187.1698958,1431.011694,1341.093863
Gm5480,217.5364379,227.245665,241.5066609
Vmn2r16,182.0859958,204.5254723,211.289237
Gm2954,188.1529676,210.689783,310.6056932
Nlrp9b,193.215887,203.194997,202.1030434
Pex10,219.7334748,336.8489732,341.9701527
0,400.7950085,579.981033,554.9573593
Olfr1273,190.4097345,200.3271973,191.3997691
Asgr2,213.9980321,246.2481189,276.1398032
Tdgf1,11143.83945,8348.691259,11689.30878
Zfp335,263.1813782,354.7461952,340.8056182
0,1533.530345,423.217493,226.6817339
Krt24,200.127833,200.1479902,223.107878
Gm3694,198.4768158,226.9493377,592.0504593
Stard9,423.794253,651.9923325,576.2082843
Fbxl19,1381.583698,676.7846843,656.5061043
Zc3h12b,224.6818412,231.3903843,218.3557424
Gm6630,43946.84371,16915.56801,13808.72637
Ccl9,259.4051815,244.3505782,228.8841325
0,200.7368952,215.2752014,211.2457118
0,200.2521815,215.9566825,205.811972
Prss1,262.1630212,197.361327,218.7329782
Smpd4,926.0185476,877.6428057,893.045663
LOC674590,200.7186912,189.7588859,207.9658873
0,188.2576406,196.2630073,208.9651811
Fbxw2,271.6058882,340.3244552,400.0904277
Stoml2,2276.856365,1734.048038,1801.774329
Prr5l,250.1428033,6821.604132,6611.251336
E230016M11Rik,226.7946124,209.811046,212.4174345
0,297.0685906,285.2397489,283.5910311
Frs2,1607.548526,1247.305115,1324.714276
Pspn,241.9670073,201.5507382,216.2814935
Defa3,236.0637538,217.6778982,224.1166773
Anxa11,667.8896285,343.9343077,291.6237627
Slc25a2,228.5370765,216.5663355,215.3004098
0,264.6817145,1027.959689,1167.000359
Baz1b,422.0781427,595.2486625,615.9007434
Sult1b1,210.5430873,213.141223,207.5613257
Wfdc15b,209.5398279,218.6368455,231.6985168
Uhrf1,2335.086997,313.2770984,253.0640168
Gprc5c,299.1565903,261.777292,236.5399695
Arap3,247.3260197,249.8219148,258.0991123
4930452L02Rik,243.7270042,230.7866863,240.7429825
Ror2,1254.690237,236.7642939,215.78599
Pcyox1,507.2676161,454.4362475,381.1025127
0,221.5553455,200.3127405,219.1815895
Abi3bp,276.2997085,223.540835,222.0037713
Med12,3041.364341,3483.425939,3084.833772
Rasef,233.9940245,197.983368,204.0531959
Osbpl3,344.0744279,222.2125314,220.0827389
Prl3d1,263.0788427,222.9561764,211.2398516
Mest,1649.526027,345.0884309,414.8262691
Mpeg1,508.6141206,361.5276811,322.4822702
Six3os1,364.4741109,216.2324991,219.3631832
ND3,51099.73929,53861.38633,60123.09566
LOC100048303,350.6656482,301.8026064,300.5831611
LOC100045546,298.6104158,225.1442098,256.0725018
Tifab,293.9747994,227.7802689,200.5775802
S100a4,3419.83833,372.6835907,263.349965
Stradb,353.0346667,287.5774345,301.3336059
Mrpl44,923.0889058,849.3905868,667.7603877
Rbbp5,345.9057745,488.7227182,496.1610655
Ube2a,1715.233924,1286.445493,1179.654433
Spna2,11855.79706,5579.299766,4547.045259
0,1062.71105,763.4269027,645.9033495
Plp2,7171.280967,683.187272,458.4224861
Mbd5,387.8137706,234.251512,241.5034602
LOC100044108,291.8592206,209.4097673,218.3174357
Gmppa,1312.720418,1890.461111,2317.677408
Slc22a9,318.4018055,208.5912186,226.4878218
Cstf3,1141.221068,915.6362157,947.0305859
Arid2,295.9009545,231.3426006,210.3426418
Carm1,1391.408879,923.3599459,814.4247759
Dach1,404.4805009,211.2937698,219.5617257
Gm9195,328.1780161,216.618785,282.5313243
Morc2b,337.4732867,229.8264836,219.955052
