gene,h4_mean,h24_mean,h48_mean,h72_mean,d7_mean,d21_mean,d28_mean
Gnaz,306.3502247,327.4499603,237.9194614,299.2039786,273.8241298,245.8137017,282.5447769
Csnk1a1,536.3011277,474.8665325,440.9847354,713.6328294,468.8622347,524.6665019,490.1451964
#N/A,218.1357624,229.0063456,135.1712472,243.8193469,229.8266798,158.6967461,261.2036054
#N/A,130.2966118,166.6835954,127.1842153,176.4508828,136.5386258,98.05660709,111.8657108
Il18,348.3376719,321.1135881,363.6882281,512.6168584,762.3158625,291.1781252,533.3214778
#N/A,736.5469852,1115.749359,966.7483215,1167.487363,1325.021909,796.1275124,1066.062675
#N/A,54.81367759,96.5706277,71.09746575,108.0456679,153.1591615,44.53873508,102.6436059
Pde7a,54.41792602,60.59212206,55.43014872,72.84340429,70.60475395,48.65437789,61.15249296
Psmc3,626.7469424,1036.819266,1437.505555,662.818076,754.8497422,1239.608601,731.7158885
LOC257642,1830.186438,1953.095685,1416.552762,1577.119139,1815.549929,2007.863267,1777.036742
Casp2,270.5423049,319.2202126,266.8522175,453.3989104,488.709359,246.9651114,439.0359473
Mchr1,696.2520472,660.601704,580.7604176,690.1419233,573.2573035,557.6419314,548.7077058
#N/A,229.368359,234.9809706,173.1920407,242.8917084,235.3799616,184.2144476,237.5284425
Egr2,414.135986,417.7161005,255.4116182,204.7853258,224.3877799,235.0418024,296.1635761
Rapgef3,350.7379308,216.920955,232.2967679,245.0930505,270.349993,420.5098173,494.6073957
Rapgef4,57.98101744,42.76022033,17.34027596,28.1391085,24.39386004,21.68499556,28.04563411
Dll1,67.99850743,52.76054406,68.5623887,47.37190456,47.31143278,59.71283096,50.80025536
#N/A,1000.798513,946.6447637,1038.566133,571.2565581,778.9026994,1437.992515,1086.45928
#N/A,536.6381248,510.3998135,585.5954518,294.5498802,410.8580056,894.4179796,553.393735
Adra2a,1006.624148,857.0174592,883.1874376,960.9504683,809.887522,856.2865017,853.2919039
Exoc5,73.15994288,76.2430687,51.03280286,106.2820082,75.07196234,50.44382142,65.26521667
Scn9a,132.3634789,137.0290812,104.638041,95.64741185,102.2088545,137.1115779,116.494041
#N/A,202.1363475,172.9760887,192.8543747,172.2733777,151.7575746,199.6814794,170.2886581
Mlh1,150.2040253,148.1068335,145.0291634,174.7287512,153.1271747,130.6521387,137.8456492
LOC100911794,205.1267368,165.5225428,176.4340075,170.2382477,151.6122945,200.7377153,168.287302
Slc1a6,61.64702619,50.79967035,54.74763162,48.45423449,44.89616399,49.90149282,47.84572195
Nfasc,150.6777256,140.8665106,148.2904492,120.9368105,121.992169,171.5266527,147.1937887
Nfasc,52.76057653,39.64636825,45.67288718,35.09294621,34.92889205,44.44910661,38.7332114
Nrcam,322.0698886,276.4509756,217.5847779,447.7039666,343.4128673,246.859019,449.9311082
Hsd17b12,342.900709,349.2403954,188.3135839,332.0587372,331.2680615,232.642187,432.0023933
Hsd17b12,1201.645397,1348.455638,778.2326288,973.9555957,1229.1904,1114.513677,1520.15076
Il3,142.9654372,147.6044897,114.4867812,153.3562522,132.0403507,100.8168895,115.4461698
Slc14a1,82.0103187,77.00149213,80.11205902,109.4871565,75.44746904,82.11931694,77.59851742
#N/A,65.36464399,50.73997755,60.60103126,47.86928568,42.37417983,57.58333627,48.24404051
#N/A,154.210918,118.4798037,128.5166715,108.9437405,116.9635245,161.5245705,115.4205423
Dnph1,121.8133254,238.7247944,299.1466247,197.200773,244.7441949,172.5958952,222.9341291
Fn1,249.1926938,259.262298,250.2453029,259.7945166,174.0184199,253.4720335,186.8506471
Fn1,151.2396149,162.7467249,193.3561401,278.4815632,141.1377755,155.2161675,114.6026102
Ralbp1,175.3190566,215.7470999,221.2756629,189.0548773,251.0630164,237.5761332,236.4744988
Ralbp1,343.3699468,483.6746257,606.0223413,427.9163474,515.4083075,678.5107461,531.8800215
Smc3,121.1618777,134.4794694,145.513302,153.0832267,153.8573181,139.195014,170.6846822
Foxm1,362.3710722,362.8243714,404.7979155,442.2177326,356.8023071,265.1262303,322.4100191
#N/A,1391.144339,738.5659054,665.7911723,795.9640594,502.1268926,534.0062722,475.5276709
AABR07006033.1,104.5117189,106.6307219,129.0525146,94.73630502,109.4535529,125.4702184,105.0273279
Mllt4,87.70946558,87.6322024,86.2370733,126.1307237,101.3534347,81.50023306,94.74827552
#N/A,96.18020921,83.22112888,97.61194103,73.35208967,71.87609119,106.8761342,73.48329218
#N/A,451.9733469,391.4900926,440.8167263,347.8872041,321.3574663,517.4771112,378.0403414
Gpd2,527.6994006,517.8299082,478.8914152,650.4371853,446.5458889,407.1991608,512.3515555
Gpd2,268.6882049,290.7277281,248.6971209,324.6866281,317.6706919,236.2696299,290.3923362
Snd1,478.110594,773.9787813,1213.143771,683.1485103,841.1143148,975.88063,695.1795375
Snd1,771.0791363,955.7804124,1496.697302,838.8938163,998.4704732,1475.988997,832.8236593
Cyth1,105.3196417,91.1798416,100.9361011,111.5733117,103.5703799,104.5051164,96.62753604
Cyth2,600.1950885,669.2928357,1008.71313,505.5995576,622.778934,963.6517342,588.3520234
Cyth3,220.4159883,217.2531166,223.0109577,229.7734323,196.7209211,218.1503327,201.3096846
Smo,441.3648597,428.7150134,436.4369843,551.3556921,448.9742405,364.1873286,387.6372071
Casp3,91.67082173,76.73638226,71.23160309,89.96427935,72.13574262,77.7917452,57.98302165
Slc25a11,621.2866844,796.654837,777.2763998,967.3971477,859.0878897,734.2306177,827.341007
Gchfr,99.09636631,124.6469303,135.4120049,127.9471464,112.6214177,90.11609435,111.3113224
Syt10,70.57818182,82.88114528,71.19131275,86.8154543,80.5562041,54.32096868,69.47021408
C3ar1,36.86889533,37.46591533,47.18194429,70.25887023,64.57400349,37.8864969,42.28600631
LOC100912430,745.6013496,1001.654352,683.673859,539.233798,829.4901548,1036.53595,1327.458914
LOC100912430,726.5794392,949.1020577,676.9102239,489.0438963,798.047191,980.8655832,1299.611255
Unc5a,174.235598,182.259653,133.8618169,182.2518151,155.8115957,123.0214936,152.2583811
Unc5b,558.9234468,652.5639661,620.5581968,604.240198,538.6076179,481.8125301,510.4850523
Slc16a3,371.5277745,593.2687524,886.5257018,429.0064592,397.9724298,464.2379372,301.6134642
#N/A,41.27429439,42.72154301,40.34877235,48.12386046,42.56235503,36.91470085,38.45368615
Stx5,29.68341615,46.51727399,34.20636721,56.74047346,52.87981728,29.50433431,44.53326725
Stx5,223.3868834,260.3496252,193.6888281,321.8769918,275.727435,200.5475085,247.2453436
Hmmr,140.5835747,109.1801197,145.0781071,205.6327791,110.1891228,106.355861,102.064318
Slco1a4,701.14946,609.2904197,769.8517024,794.5007253,1113.795095,1486.035413,1545.316284
Kalrn,280.6210918,245.8257042,263.2526054,263.4080961,233.3347709,300.922425,244.9361296
#N/A,1078.970131,1292.045511,872.5419024,1260.102939,1451.739319,937.0540295,1446.921292
#N/A,1363.43436,1872.031442,1596.422116,922.1197399,1957.061465,1672.76715,2125.798548
#N/A,19.99807255,18.40797078,19.3446731,17.69862959,15.47447716,19.7339469,17.3749658
Klf10,112.8262935,109.4762309,99.4555573,125.2843589,105.3358648,85.12884631,92.17677731
Nrn1,1136.741216,1008.446086,630.7418313,545.1751622,599.1521924,1054.109666,701.1995647
Pld1,143.1928764,158.5991368,131.5594593,165.0315544,145.8222356,144.2805529,142.691563
LOC100362350,104.9570917,90.23743918,105.7924746,81.86668494,76.53026141,93.82342925,87.35217057
Tep1,494.4213366,524.3375128,831.6612331,927.5732365,1161.974177,957.0417093,1067.467695
Capn9,179.6200781,161.3551135,161.9999483,153.8184824,145.4160454,171.7902316,161.476892
Slc27a1,698.3423903,550.9411587,687.373384,778.0248241,1250.148594,1022.664139,1208.077304
Slc1a6,101.7783047,101.8526152,90.57586305,122.3225273,106.3712666,76.32060561,97.63633839
Brca2,235.2679765,186.2956589,224.4062522,212.3187146,194.5457587,205.1639038,194.3855931
Hmga2,91.95961534,86.59666961,80.80375745,96.47273651,90.88540407,75.585256,82.43310482
#N/A,59.32758182,49.08255805,50.23802024,42.26132702,42.9071473,56.80279124,51.74893467
Muc13,106.687126,102.4466123,104.7889386,110.2662156,106.1323997,96.18389591,103.3424445
#N/A,347.7128094,291.3835073,302.3866836,260.0025036,224.1016789,363.0784416,245.2545782
Amacr,111.0391929,131.7189491,120.8839049,135.8841094,161.9975016,135.4698214,178.7453598
Thbd,181.6905866,176.329164,199.5844681,168.0150846,145.4954762,143.965798,151.7574527
St8sia4,43.51282795,38.42023863,38.38214273,49.50294486,37.07387191,33.19280531,34.61993072
#N/A,14.29194508,14.14260948,13.03424717,13.24538102,11.94441309,14.21305738,12.4900569
#N/A,18.39782172,17.48629643,18.09937174,18.34721313,17.13661872,15.34040575,16.01601999
Sh3kbp1,1187.328631,1316.583818,1105.827568,993.5789137,1246.159479,1123.697658,1146.786386
Ctla4,108.7457983,87.16821195,90.17561191,95.54657439,82.85173053,97.97007978,82.40725466
Synj2,369.3534345,516.5047589,465.5924677,262.7598491,337.0828437,439.8720838,365.8308947
Cxcl6,225.7803358,184.7751478,185.9452258,187.1814486,153.437691,179.10556,170.2229201
Cxcr4,626.1277723,493.7180818,529.3509717,693.5635824,689.4871058,657.0947597,644.851485
Cxcr4,507.0425548,423.9279499,539.0658304,658.6596976,655.383863,566.7791684,633.0074086
Hdlbp,1034.936698,1342.248891,1949.059019,1407.938116,1424.512607,1244.945828,1281.559125
Nae1,332.1614609,346.0503891,289.3495298,312.4893487,292.9694645,309.1124099,344.9054911
Nae1,299.8767128,311.8960559,207.1355247,197.1894562,254.9240751,251.3467145,306.2654155
Arg2,130.8353811,116.548993,115.6102588,106.5284637,105.147308,121.899118,120.1954572
Ampd3,243.7203059,302.7179661,145.1216011,258.2659196,286.3846785,141.3232382,368.730017
Pnpo,224.2169783,218.7408099,153.7369823,185.7217578,181.3458068,244.3410717,224.8223873
Pnpo,284.129987,276.3246664,225.2098953,215.4849521,256.0379147,346.6252746,333.5345684
Fev,525.4850135,475.1295726,448.7952027,565.5182057,429.8870211,408.5826331,417.8003374
Mapk14,73.9420957,90.3624181,68.90528062,96.45663705,81.55669285,61.82250251,70.86989567
RGD621098,221.8276326,249.1323774,203.1802996,295.6718879,230.8030966,179.0774932,212.8889966
Stxbp5,126.4070019,111.3313742,132.5293327,155.320164,139.1612089,145.7113119,129.5269385
Pdpn,1143.960263,1491.784035,1341.922129,1074.901853,903.9610953,1155.191864,1404.527875
Rgs14,531.5160685,474.5026649,667.6743038,434.8434899,381.9803648,709.5524945,379.0291699
Gabre,111.597792,117.162844,134.8718054,143.6993861,119.6306488,108.41606,116.3070044
Ptgdrl,93.36120433,96.505021,102.2583338,120.2879924,99.09842077,77.11708418,89.27439242
Gnrhr,45.47792879,32.18031325,37.27723132,30.29391601,26.8999317,51.41569423,32.52985257
Zfp423,123.763523,131.0984792,97.0377141,144.8272593,182.8346151,185.1715774,262.3899619
Zfp423,85.1250109,78.05812196,46.5914969,82.65784599,130.1556426,122.7620051,197.6740748
Kcnq1,124.757318,172.3197411,120.9109902,162.8332634,138.9752611,89.6235367,127.3798148
Gper1,43.00162609,49.46563231,63.40560567,56.77357007,53.62527798,53.80254897,57.17529448
Ackr2,83.98781267,90.96816202,101.4366497,79.84313232,81.30619905,95.99072549,84.64444243
Kcnd3,401.3432807,326.2209682,299.4721343,261.1825188,231.786165,343.8626745,262.3024294
Kcnma1,222.9065005,193.6534933,214.3374816,175.1117181,159.7458762,242.485041,175.2932293
Hoxa1,103.8264818,123.5429118,105.720094,133.79958,118.9347314,99.79180787,111.9085509
Opa1,100.5525969,141.2852109,130.9709294,142.0818564,153.2072524,117.4979394,141.4915769
Kdr,59.9094154,70.98605548,46.26187275,69.59559152,74.42809346,37.93888601,73.55514173
Nup88,138.8648951,178.5671435,171.1774355,209.5982651,207.087733,140.6704398,195.5553285
Irs3,128.6452177,116.0825456,169.3324994,104.7743136,109.2448595,175.3504062,111.2278455
Kalrn,52.32233661,46.30482639,54.12203342,37.7063372,39.84690747,62.36695408,43.45969623
#N/A,45.68277225,39.24902029,43.38849827,33.60693886,30.66278237,45.70680427,33.85840467
LOC103690156,438.8909603,454.7793001,527.1619708,458.5156867,393.8196655,407.1241692,421.2621082
Tnfrsf11b,269.3526588,193.9076846,198.0427384,282.6138939,223.5039777,236.9192501,234.1566742
Parp1,438.6092676,533.8215272,634.7445571,849.9464523,796.2443978,547.9160867,678.317639
#N/A,58.87340071,54.43751717,44.24395208,53.51747479,41.25717575,46.34930305,44.42197956
Ptger2,56.95919279,53.63704188,63.31570964,62.07361919,52.1397708,51.49831146,51.62119935
Pon1,43.39611835,32.66874837,33.68039172,39.92347198,30.57952359,30.52637785,29.6296004
Pon1,279.9942983,232.6187038,222.8398722,238.2755843,221.9315434,221.4684261,236.3461012
#N/A,600.4355531,554.425674,509.4599491,453.1145019,510.3580228,600.2817514,619.2965797
Atp12a,267.2320565,213.3401477,247.0155583,176.9072287,163.505837,273.747054,179.9160823
Nudt4,1054.192019,1636.987922,1305.962367,1269.033904,1040.088667,1431.162728,1537.514411
AABR07055280.1,2247.978764,2492.308641,1544.503087,3267.370167,2249.066954,1245.974077,1906.089532
Hist1h2af,423.8576384,500.871839,827.3905115,638.0384649,583.9516884,488.7413821,470.258907
#N/A,267.9894986,247.2019443,253.3962745,314.5411145,245.4748305,200.8219299,222.0831331
Ryr2,48.57510055,52.82621609,43.80151484,61.2863311,54.60897219,37.52437926,46.97763576
Ndufaf3,349.4393384,369.2109701,446.5200112,321.196715,377.0292128,465.3487783,448.658187
#N/A,73.6968476,64.99117836,69.02139114,61.28125674,58.49764599,69.1419701,64.21146533
Dab2,1050.661623,1165.23673,1410.783762,1932.408035,2411.1616,1292.781667,1793.823374
Gabrp,30.02223686,25.16991763,36.47851369,22.47086976,22.33656125,34.61222097,23.07478603
Dnaja2,317.1699649,364.5126227,180.5331897,447.4335655,313.9774367,188.2184724,332.1762411
Pcm1,166.9921628,177.0217867,172.8330823,175.2033603,184.8044353,250.4409893,203.3981186
Gyg1,457.3171659,548.5469983,471.4505302,476.2915304,644.7194437,663.6794942,649.43023
Plec,558.0030911,613.3252235,554.2633715,704.2385462,552.1272656,407.4969136,514.2341773
Yif1a,206.2351023,273.3078484,258.2027915,247.0700681,243.1637936,184.9590518,236.8071881
Yif1a,1206.796665,1749.963199,1725.015834,1558.482767,1571.463477,1321.522155,1484.283264
Inpp4b,90.47580139,87.91674967,72.64698496,94.98903583,80.54186485,63.72287113,80.66131573
Snai2,91.3791189,90.38588957,76.53687771,109.0297501,88.90542706,60.99820541,83.35020315
Gfra1,461.568233,489.539478,451.3844711,409.8530696,455.4306798,595.1937139,552.8777527
Gfra2,353.4642449,341.8397383,250.3379392,343.9641089,369.392702,319.2548336,431.0015529
Lypla1,25.77842327,30.37970556,19.72887559,39.95347004,28.64286281,20.22545298,28.69566932
#N/A,208.9974225,226.865166,212.2908078,243.9537107,222.5983437,188.3607327,204.1289984
#N/A,149.1834738,146.2112721,129.4065901,159.2582177,144.6590243,123.1525795,128.0890024
#N/A,95.92465191,112.8409353,102.022705,114.2720904,106.9890196,80.08724098,97.04760816
Orm1,67.91558091,86.92408681,97.70006108,85.80194023,75.20315179,57.86290317,65.41513025
#N/A,8992.864044,9102.664636,7115.528758,11276.47751,11175.57957,5956.526442,9082.998589
Amy2a3,83.41264397,78.61114649,61.28662556,82.1715833,64.5849172,53.27795278,59.20025328
Tuba1a,11118.36005,11510.94546,6883.009752,10231.67442,10120.28106,6112.242985,9732.276035
Fabp1,32.35646662,29.77032422,30.02781476,31.27038717,27.5178588,27.17486343,27.47103337
Prl,14.6970962,12.92090485,13.00306722,12.78417133,11.21864903,14.12657052,11.8879452
Prl,430.1744738,404.8068146,327.2349844,434.002541,343.6372188,311.5526695,323.1445423
Scgb1d2,25.29130087,24.50535692,22.47325567,27.04384766,23.02543546,20.58957389,23.11676219
Prss2,239.5139193,191.661429,178.5957191,200.8813953,157.5638408,244.2161857,177.985216
Nsg1,418.1275887,386.0023012,297.8144868,313.9039454,398.3206852,462.7098627,460.2651491
Ifna2,109.6422773,101.2212082,115.3073063,85.99545568,78.65329505,112.3377834,89.89679555
Lalba,36.81609097,33.68886163,39.43954696,28.77732297,28.88501437,31.48435659,30.64843866
#N/A,111.4293625,130.9439645,207.0242512,101.439456,127.6704635,213.6755533,129.9614435
Ighm,70.31516042,74.95296995,71.86079899,76.61244673,76.07768749,62.71885386,69.88536527
Mylpf,66.1579055,65.33915875,94.49529236,58.10835679,50.68304238,121.2320929,53.37619612
Mylpf,49.9927864,54.70502315,69.38000652,45.5740547,49.82308564,99.73586715,44.86050287
Cck,785.2521463,677.3523954,583.9032535,502.0900383,629.5612633,947.9019172,736.7713443
LOC103694889,41.8073406,39.09881732,45.09872188,47.61681576,39.64466127,44.54905878,38.62687915
Svs5,25.66431879,27.64036406,29.89548596,27.03549131,27.45476877,28.82249465,26.72855581
Nppa,66.25212262,87.76730977,65.86861501,77.34190794,74.30694789,61.98539368,75.91872074
Tshb,38.06427781,37.79052415,40.77072613,41.8668898,40.09426649,35.31089122,38.25601568
Cd200,465.4046503,554.0943922,312.0046055,613.6834266,703.1276546,322.6927289,519.1072342
Thy1,655.4853338,763.3551592,367.0055936,445.0380775,556.9993719,758.9439945,705.3227386
Aldob,859.4295576,687.7923539,778.3393375,721.5382237,644.1531183,972.7932451,679.6846047
Aldob,106.8047272,97.63173525,92.03448886,106.0656808,83.46151848,101.4185493,82.57789156
Lipf,73.45074886,64.51160509,56.28220734,51.13350957,36.36622922,73.87973216,40.82680629
#N/A,140.737131,143.2500873,140.3497941,164.9516835,140.932388,114.3415084,125.005403
Tg,75.50633178,79.2705911,74.1287111,84.30701384,73.54777226,61.03183427,70.39738079
Ghrh,608.8245622,506.2108458,413.2352062,562.5737543,401.0209683,416.15785,440.9386205
Vip,35.31916733,38.46311798,28.83982654,36.35102029,31.91577886,27.95254823,30.04917399
Afp,131.3586462,120.0660386,165.6738141,112.8872665,112.4759751,159.2515761,105.8315515
Afp,80.14878116,84.20772028,108.2923108,67.1565493,68.19225128,121.7027189,64.79502048
Tpm1,811.2654239,1294.552517,1219.480845,760.8066869,567.6872583,1016.920413,698.6086694
Mmp3,223.2867993,440.3918283,203.9501873,182.4176885,126.889417,97.6643676,112.117147
AABR07052523.1,3093.745849,4941.336626,5899.735494,4543.768093,4208.146072,4654.27069,4760.821846
AABR07052523.1,7172.289414,8199.701027,6785.891213,7962.764193,7463.470344,5627.175336,7764.889166
Tat,49.2867337,50.63705636,42.82339453,48.35467662,46.74152683,40.51301232,43.27690289
Gstp1,1673.867679,1865.207456,2045.561772,2106.737644,3027.802301,2822.477201,3954.241305
P4hb,2123.030397,2786.856084,3925.758769,3026.320888,3502.118104,2287.768605,2898.106593
P4hb,984.8036965,1365.319581,1992.21471,1390.296492,1685.074457,1157.597538,1363.852649
Cd8a,261.5164893,222.793659,221.4523769,354.2912448,309.7152936,185.2696926,248.6572871
#N/A,49.38758541,43.27257342,40.34654755,46.83422926,41.36092984,36.4424347,37.57987243
Fos,886.5627157,766.8897508,514.1748379,607.488719,432.4776634,371.4081285,394.1201341
LOC102552659,210.8599953,188.3041597,216.5090905,168.8404278,172.6119691,248.7879572,200.6783844
#N/A,21.74361003,25.2597152,20.8232039,25.24757672,24.47425682,17.86901722,23.21758134
Tubb2b,5169.468588,7036.991617,6128.454408,8072.621155,5117.283963,3536.83646,4379.441377
Apoa2,107.6242759,99.9811652,100.1803443,110.1263178,98.40352741,84.75719309,93.86944584
Ugt2b37,72.5694543,62.48380909,53.80543188,77.98947979,64.64890178,50.3999764,56.98372366
Ggt1,292.2906886,286.8019719,284.9742526,339.1684409,288.9371452,223.6063951,261.4863848
Ucp1,56.94972015,59.85443491,63.03713249,62.5997897,58.34123729,47.83090061,57.78841441
#N/A,143.2795698,132.4534238,106.1188496,114.4686204,96.22972397,135.3312748,97.08722158
Pygl,168.4249047,165.2359112,182.4039369,209.0442225,189.4505561,153.6273811,161.0473573
Gjb1,811.9753702,819.1327154,1189.895092,574.8400502,538.4712714,953.0382461,547.7362713
Prkcb,564.479394,626.8232947,231.1486371,477.2438556,586.4119993,357.4442524,655.5528308
Gstm1,974.3418514,1133.563852,700.6202626,871.6824968,1068.443078,1264.145633,1789.017758
Myh3,1145.074609,978.1912539,1163.680427,1274.487827,1066.184681,1027.21163,1016.323082
Cd8b,238.2450769,192.1941838,270.3351484,226.1216769,300.5471368,356.0194475,268.1554622
Pgc,188.0452152,190.6514244,167.4386588,211.8791177,177.3242882,114.6118814,164.736002
#N/A,18284.42869,12635.58451,18577.50474,24973.321,31401.57843,26558.97385,31954.84221
LOC100911854,53.2323398,50.83120092,50.1735878,55.94862406,48.41166852,48.49633002,47.24031541
Psbpc2,35.64764138,36.46512682,34.01562103,44.43042983,34.43845567,28.13878304,31.62119248
Cd2,36.8831863,34.04162211,53.47725291,33.57873219,28.20927594,38.75744872,32.54661145
Ngfr,1047.335574,1097.567908,1232.702385,990.8152494,950.7068195,1236.652436,862.1973241
Rpn1,800.4197877,1067.860359,1052.804462,1202.035551,1177.961833,824.7513787,1145.860281
Acaa2,745.7327112,672.2465215,1181.910047,1210.383671,1678.017512,1405.514393,1304.07683
#N/A,2137.741615,1077.609678,854.5832185,1157.642803,613.5366367,769.743454,547.7948526
#N/A,7775.245236,3846.664484,2941.205661,4572.025561,2602.194462,2265.769393,2651.401312
#N/A,579.7010192,314.5363126,305.5353344,322.1527025,272.3543596,298.8403478,272.0261189
#N/A,1386.699745,2346.055985,2388.401593,2347.650417,2043.993775,1142.761572,1673.817247
Pklr,51.52254822,48.27249469,68.79919318,41.20074106,37.98806392,70.70393554,39.45678144
Fn1,97.50632634,83.08495386,98.32324215,85.00804899,80.7578024,87.16543136,86.23950151
Fn1,2698.545672,4025.695263,5716.102922,4774.885538,3315.887487,1801.537869,1779.348815
Fgg,44.03510359,34.92274895,34.14773068,31.86535581,28.76679022,45.08979445,34.48893869
Crybb1,157.9852361,149.1160349,148.6396355,144.7064599,167.8294769,172.337833,164.2483552
Igf1,98.01967554,79.52545429,147.4204538,120.9922749,174.0540684,163.1698286,118.8101289
#N/A,2207.356942,1745.674427,1863.382036,2392.153803,1969.49916,1949.352143,1939.432291
Gnmt,19.35038732,17.44539093,22.29609559,16.0117643,18.45789512,20.60479846,19.93567673
Gnmt,119.7650489,96.07260432,111.9558465,92.68267963,88.53288192,124.1265961,92.29780044
Agxt,258.1193499,222.1667425,229.5418432,196.143683,169.5614855,259.8715878,194.4823519
Crybb1,142.1511458,138.463677,135.5257265,163.8858747,145.9216211,123.4085435,132.041989
SNORD38,3912.108835,5252.237549,6831.328556,4921.416104,5171.56617,4785.631156,4802.182463
SNORD38,4822.309488,6157.756124,6852.625184,5573.16511,6507.820496,5837.673821,5797.280168
Rpl32,6201.991426,8249.835305,8284.973166,6387.117283,7715.51708,7421.684942,7856.11601
Mag,3508.718773,3004.066159,2950.588376,2168.544325,2845.346426,4014.939327,2953.044392
Ncam1,311.3930899,361.8670001,419.3927069,391.7667734,536.9410443,483.7125101,553.7184409
#N/A,1286.907051,1191.403325,669.4268717,830.7018618,1077.119891,1477.793545,1357.37448
#N/A,94.96675949,93.65525222,75.29057611,105.9710263,88.85628799,67.83682041,83.35912827
Fos,656.6093792,587.1444054,413.2099553,490.9618351,372.9242844,261.2211118,320.0704803
Fos,2032.645652,1822.386939,1202.520722,1405.879219,982.8203021,788.9066099,852.7323292
Acta2,393.2390982,408.3668139,620.2924148,435.8013558,310.2839769,490.2273999,317.1787954
#N/A,176.0372055,210.1902217,682.3701787,197.8497134,133.4918198,385.3710586,195.7751295
Hmbs,464.8643449,486.9151027,558.6740953,434.0829795,518.1895306,554.5713266,494.9613307
Hmbs,207.2886382,200.2726622,297.196617,194.9947885,213.4629046,285.6294679,213.4982869
Chga,476.3917159,348.5139735,361.9171942,270.2830391,276.1129483,656.0426291,363.6035888
Rab3a,613.7442156,512.7975556,280.7890693,282.2649876,360.1503407,916.17772,514.5533141
Rab4a,109.1093933,109.0809514,83.08314863,90.23522901,93.83969776,105.9341385,103.454224
S100a4,1573.751732,2130.368656,3062.976787,3462.941118,2948.604241,2487.455114,3842.05475
Araf,463.1391543,565.1975165,536.4511848,548.6876891,561.0805276,459.9030562,570.2576394
Aldoc,3963.891978,2976.47981,1516.800285,2008.789003,3069.617511,5190.761454,5667.741554
#N/A,448.2792113,382.4806253,422.7697293,429.2564918,378.6162712,450.5717396,388.0373626
Cyp4a1,322.8695102,319.5666456,248.4121537,259.5745423,222.899334,264.7735667,239.7422846
Errfi1,979.5292154,655.8752184,499.3379785,622.3783418,473.0509518,602.9387863,578.8162545
Fgf2,167.9632166,136.7143187,171.3717628,119.0469598,109.9359614,161.6840557,130.2272665
Prkca,78.69183644,71.25135023,69.77473796,66.79536483,57.51324902,83.62000316,72.04170017
Prkcg,256.7560939,191.288272,233.1294497,192.7116728,177.5736377,283.5270494,211.7422865
#N/A,48.92882841,52.02249829,59.74956054,46.54777981,55.30847372,78.27401703,60.71172855
Myl2,92.39341172,112.2706581,81.27457837,74.69596922,78.82388141,105.8317768,77.85136561
Phkg1,459.2463487,384.5804455,433.0784559,368.060284,370.9949084,588.6855866,462.3623189
Gpx1,2320.778024,2330.113636,3574.892965,4063.37452,5272.47994,2689.677413,4013.712084
G6pd,2027.269363,2259.082306,2374.92386,3102.329865,2865.560027,1954.719831,2566.289435
Rn60_20_0062.4,837.7395849,733.7445287,799.5922213,727.0896843,687.7967712,862.3427309,700.8370959
Asgr2,230.1852274,190.1289531,291.9102087,477.3774716,650.9431158,364.5385363,523.232283
App,2061.681128,2032.216079,1410.750089,2660.378322,1973.641942,2238.929855,2171.81509
App,2182.06587,2237.00265,1850.948325,2451.179655,2056.226658,2531.063572,2461.276379
#N/A,1874.610877,1021.777957,1031.165423,821.6662833,540.4848252,1042.070016,554.7558702
Eno2,1503.157723,1381.226699,948.193877,746.7655442,866.4273074,1778.606731,1106.642783
Odc1,1503.308362,1794.920967,1205.373471,1208.421906,1049.608757,915.7633671,1261.520967
Gamt,702.9743707,526.1682166,583.0400472,611.1693956,897.7079973,927.3005532,716.3057252
Pdia3,1128.112238,1632.006547,1472.775898,1935.530708,2467.167434,1254.596041,2006.14011
Gpx1,3986.034186,4178.242834,6711.30009,9004.20955,10087.26219,5463.302778,6159.151017
Ass1,184.2186193,219.8464378,201.3338529,166.6182528,155.376943,229.2370921,193.1433708
Rab7a,462.6752262,607.867638,497.6897035,1093.711677,598.0326699,448.4451253,468.8232188
Cox6a2,520.0553466,538.694692,556.6005732,536.6124079,487.5852542,482.9851325,497.1397987
Kcna1,452.7139538,435.0458331,329.7760227,398.5261937,301.6491226,357.3698053,299.9083543
Thra,404.1883043,387.0443505,485.2530836,280.6762788,302.1652307,699.9174829,334.646234
LOC100910178,55.02730402,65.23568571,62.45090102,71.65473601,71.94283746,47.14353079,64.81734148
Cebpa,237.5240942,255.9794126,304.7276785,344.5568589,342.8983413,246.8960017,287.5925646
Cd48,483.7337403,528.0370578,488.6316381,891.0697332,963.6330268,474.6654956,909.3056249
Cd74,1190.858837,868.732899,1060.396615,897.5735369,1091.883127,1015.96014,1036.033186
Cd74,1271.453547,929.6699785,1112.875328,895.6773141,1022.370855,1088.423482,1037.984343
Tp53,1160.430012,1187.199079,1396.515918,986.9337569,1083.089118,1247.054232,1089.939883
Uox,57.24156682,58.91909143,52.71554581,64.35680456,55.76916055,46.84459485,53.45535392
Sds,127.865838,143.400435,123.8475414,165.2548751,138.5671456,91.73176808,122.1773973
Nfia,54.83917709,65.82489507,50.54217301,74.03145828,66.92795877,50.53901171,66.14347444
Sftpa1,70.67030554,75.80047762,69.79875477,75.72392468,70.03102858,53.71146805,63.56055499
