gene,h4_mean,h24_mean,h48_mean,h72_mean,d7_mean,d21_mean,d28_mean
Mxra7,80.51845993,92.89443042,101.3111533,76.40848359,98.7480637,38.76598166,97.74400016
Hoxa9l /// LOC100909740 /// LOC100911710,60.05368375,53.39731189,43.2378584,66.02642193,57.87983857,18.53043976,63.19890642
Apmap,92.52002346,90.46500536,77.24658638,79.38629684,87.84882656,28.0463226,92.61230442
---,122.8819588,118.4809836,167.1839638,103.4871684,144.6468623,55.41773528,167.4348904
Ergic2,150.0486661,194.2744965,251.4554429,213.7637039,193.6148857,62.55505125,173.4480989
Txndc11,129.2605271,156.7667371,233.4554002,191.4135033,183.6533099,68.81027303,166.0141146
---,202.0690213,190.761002,185.9551338,199.1277848,158.4682055,65.29114806,171.9169703
RGD1562658,15.76023144,13.54418883,15.63706169,15.28064957,15.438199,5.518156869,20.22617184
---,114.3622301,105.0919044,90.51057964,90.35767594,90.90107071,33.63551419,101.3587857
---,66.12218101,63.62774944,72.97397611,68.30901706,59.06804238,24.89998143,62.64690704
Ankrd13c,304.5665969,293.7679711,302.0633274,293.6465924,265.6529367,110.2620035,301.6405341
Pqbp1,549.5181556,630.1248793,737.7245642,593.8284171,565.6690069,264.8132908,606.5262499
---,149.0875713,129.3252482,178.235557,144.8700601,144.0306271,71.00496007,155.6805424
Rimklb,21.04130054,18.60417015,19.38344832,21.52457644,17.91945986,7.896955424,20.85389879
Mrgprf,159.3654264,162.6255487,255.6926773,189.5633257,214.4537302,144.004521,248.6481924
Pex3,119.8552428,134.1910683,150.5527562,167.9426302,130.2133093,52.18296063,134.9741447
---,215.7188061,168.9088278,211.6136413,203.8652991,174.2351003,96.07765712,177.0030667
---,158.7831723,141.7429819,175.5328127,192.6315484,168.8577812,119.3342006,172.3761061
Ddx42,152.2665489,181.4328285,192.5101182,230.0971282,181.0267416,72.26978421,160.0842726
Lta4h,54.53924912,50.40077525,52.35065387,52.58534907,48.85054934,21.26554677,48.78017831
---,120.9438206,106.3829242,94.59246928,90.10569811,99.92472104,33.89942782,102.8686604
---,260.9660527,350.8748432,420.083907,298.4418571,364.5056937,157.0877401,318.1430584
Smc4,13.00543874,14.10772499,16.01934635,13.57232331,15.95128419,4.951134676,14.1996221
Epm2aip1,1018.723605,1028.449715,512.482255,641.1899489,970.0685883,323.6306515,926.5181861
---,31.09047204,27.23098449,18.39463244,19.72282222,23.3153549,6.930084226,22.49633658
Cldn14,132.9663745,116.0658656,95.75604566,87.23965308,108.7420587,37.69919176,98.51851877
---,19.30596774,18.76741974,15.00624918,13.89781017,18.44625059,6.930084226,19.05976658
Klhl2,77.90485745,106.5691282,78.6978192,87.1395772,83.51483544,16.47797998,71.1144649
Efnb1,354.732208,426.1441982,502.645562,293.5674896,477.1238017,157.8248551,434.2264535
---,44.61092068,39.89335399,33.08215479,30.3870273,38.32111295,11.98513693,42.6388635
Stxbp2,277.7084125,281.7105136,285.6465473,245.1086458,316.1429374,99.65955842,302.9415018
---,30.46943286,28.5101308,22.40357655,25.7048146,25.18950019,6.338985533,26.37108577
Pan3,135.3221922,144.7927748,111.5150975,100.2641443,140.5963999,34.60755378,144.9714413
LOC683071,166.0795086,208.5276018,135.2508377,174.9623636,190.7069845,40.9672644,195.5845709
---,344.9190127,338.6700204,474.7996976,415.861956,646.0500673,182.7386052,519.400204
Usp47,437.4672627,480.6273195,422.1022038,448.8296264,452.1673678,129.6136814,473.0349926
Fdxr,221.2225268,216.5591991,172.9304843,175.8534714,203.8616735,68.7521176,232.1344624
Usp14,1714.870052,2332.789267,1328.001717,1718.295059,1671.78287,415.2511139,1731.065124
Slc26a4,243.2428712,224.8678315,207.4914942,227.9318855,212.3004347,67.52013842,229.3770462
LOC685590 /// Pik3ca,28.07682977,32.91847773,33.02476686,25.96293046,31.41656817,10.80612209,28.5542166
---,122.497256,89.83447149,93.50738087,93.53612287,91.55942574,34.55089959,97.7936666
---,25.58014395,22.42023946,22.87999553,27.64550913,23.35562867,7.609705184,24.6675109
---,38.01290385,34.91009792,32.71187822,39.44635998,32.59321759,15.40646106,36.00559375
Atp6v0e2,271.2723834,260.492892,213.7473749,233.6064662,226.0386482,49.64079921,258.1200273
Eif2s3x,10.51695418,9.783439368,10.3367726,11.26730806,9.67720372,2.816448895,10.07239472
---,24.93646871,18.11908174,19.03393575,21.71537857,17.44843585,8.795438493,19.53295315
Ska1,24.09276004,25.95082752,64.19836888,53.05881746,31.47120939,15.48908534,26.59845841
---,50.8300247,47.32359855,65.08191801,46.28373006,47.2250396,25.55655127,48.98424562
Cited1 /// RGD1563402,259.0185064,199.8882887,235.0510756,236.7115328,194.8375737,106.6664236,203.9713482
Cited1 /// RGD1563402,54.16018619,44.95600886,58.83762264,52.94468466,39.32742435,23.81759692,47.91061732
Clic4,95.81563242,70.4428234,98.9759256,108.9207932,66.35169952,44.31471836,74.29795391
Tmem41a,449.3797699,566.7261938,512.8613462,549.9838308,381.9376522,254.8615054,377.8988464
Tmem30b,372.5260876,342.701836,375.9194316,367.6023079,342.250946,171.9265236,316.3059653
Wwtr1,25.0252537,22.83166283,26.80049503,23.73393226,22.76762682,8.678569435,23.03079313
---,16.68164358,15.52242036,16.76906126,17.22592039,21.0227375,6.55119295,18.4822623
---,79.27686653,85.35321503,94.16000781,97.1642463,99.76109859,39.47660096,100.6188191
Arhgef2,156.6450567,165.1831118,158.2040214,139.2364099,178.6777332,59.6089294,147.6801455
---,122.0669229,152.705254,292.5054979,158.1258278,262.7941174,88.82835586,155.147045
---,57.64798256,52.07755628,46.17024492,40.01013972,50.2497354,21.33516014,48.35634868
LOC102556527,470.1853032,545.8115384,408.6240314,441.0442269,582.2621841,177.6142651,483.3403172
---,83.30098373,77.44365098,62.18988042,56.62756271,74.38642462,24.737514,71.53512074
Gba,285.1745398,265.8934907,262.8482588,216.9860924,332.359226,88.67668935,283.7171559
---,57.9541741,59.16102725,43.78928085,57.38589452,56.95187645,8.391478646,53.15727926
Actg1,8720.660786,10723.47153,9057.548066,9635.730572,9820.755183,2638.555182,8776.009454
Imp3,136.8161494,145.108362,100.170847,122.4379275,133.773622,56.96119732,124.2365899
---,87.71948983,101.5452885,93.99084216,104.1897298,129.5892059,29.27650223,119.1348429
RGD1561916,142.28234,134.7200978,106.3709376,117.1124834,129.2128237,55.13420101,176.2774747
Wdr45b,156.3375337,195.546226,157.3348619,241.666589,195.4864485,33.28101553,162.273565
Ccna1,155.5884581,132.3158658,127.3776789,146.1769521,138.4608406,44.71701916,156.6961294
Pcgf2,206.4573809,204.8173761,202.3963424,197.7373154,219.5784976,84.63177,247.1059245
---,136.1447671,132.6654446,140.2433154,142.9777831,171.0946534,52.76303335,170.2945817
---,106.8710675,114.7379762,108.0115436,108.686654,96.82973063,28.34393349,101.4721257
Polr3e,67.360608,59.51722652,53.85977879,64.84469477,56.99368647,23.94001417,61.12182385
Adck4,781.5646053,745.3759959,678.1829552,541.218519,516.2831547,257.193149,586.8796072
---,15.44917121,14.91607562,17.01528467,15.45223559,15.02075721,6.167244587,15.23926225
---,54.10747985,44.96905118,48.66002782,49.07712382,41.84185153,26.04393339,47.79782788
LOC687565,187.3587509,268.631278,270.6352579,238.129582,205.3671226,64.67079125,196.6186997
---,200.6836844,147.9720659,145.7880731,160.8932007,139.357783,80.80361756,149.5577259
Parva,221.5001953,314.1042085,422.2297021,322.4072829,274.0344964,139.6666093,285.523773
---,105.2061942,75.75003519,88.14742122,85.36593136,73.21631226,39.64496065,84.48934452
---,838.2238866,435.3739689,482.1231424,364.0187006,290.9032129,148.2087678,305.3718376
---,389.5430994,314.9736485,366.6278604,390.5970582,314.5702224,202.332759,329.8904691
Sdhaf2,153.4724369,159.0405255,229.0549691,213.6469254,182.3593123,96.30585818,172.6265407
Rad18,24.35483757,20.57499533,27.34578176,30.68782053,21.90008298,21.45817008,22.88386681
Ccm2,228.1132496,203.1110097,228.112881,226.0682591,209.4832631,86.41701509,196.5405446
Rrp9,487.3977359,583.565209,603.9755327,395.2460504,441.0572532,248.067413,409.7546727
---,133.9422074,129.570599,114.7400505,116.1368403,135.6309953,55.5178976,125.7469517
LOC100911992,1282.189848,944.4725138,980.7921084,961.1111436,1632.235565,1113.971962,1743.661096
Sh3glb1,86.87445042,102.7308322,107.0197875,115.0622081,125.4456782,17.42030166,89.85434884
Shd,272.7721987,314.1022781,266.7359586,226.4030621,320.3536292,173.3938389,283.9946268
Sec16a,663.9138242,713.5631794,580.5013112,543.8376911,685.8918836,199.3273983,591.2742969
Endog,137.5130178,159.88899,131.1642507,102.8751873,150.0183992,70.49265963,154.9595447
Lrrn2,457.8982445,447.8749539,370.5228327,312.6864528,445.5801763,260.6202754,495.4652804
Nacad,446.9720742,693.0895082,528.0262398,304.9596138,462.5494539,272.9587462,466.1375276
U2af1l4,836.3921111,923.5286682,817.4091907,607.7563081,914.3587281,485.3769183,964.6632574
Omg,884.7611234,489.7606565,302.2764517,428.9159954,601.0671858,231.8761899,731.4772784
LOC100910797,43.93570415,50.55514662,41.92824267,39.70766366,48.60864457,12.73346636,44.71379972
LOC100910797,62.13581607,87.49873397,61.07893609,68.74168553,72.07856939,12.23248808,54.54564382
---,92.63653713,82.74753371,74.15962034,76.88625216,80.13996595,30.40625754,84.94185306
Ankhd1,119.0562917,113.1718257,91.69478174,116.2273818,111.0693134,28.5895315,117.87263
Tcof1,111.6739547,126.2940642,147.503551,86.80627773,121.3369496,50.80769893,126.5193511
Ermard,66.93607403,82.39517557,91.06363859,116.261252,103.9662229,38.46594672,106.4787835
Fermt2,196.6090078,230.0437408,267.8027505,179.9159045,180.167097,78.105488,190.1380618
Fto,1345.691645,1348.400137,1303.163918,1247.454579,1381.133172,705.4723842,1523.244582
---,148.662197,162.0672386,160.3400999,164.3457224,146.84712,42.24254818,164.3523699
Tmx3,168.453538,190.3470359,146.1926994,244.3981236,195.0549412,42.91371469,216.087781
Psmd11,824.7995084,1162.572797,1051.469595,878.0171974,882.3176056,348.9312731,888.7099858
---,38.71732031,39.37674661,31.81717304,32.8363943,31.3860989,9.875402682,37.30130682
Optn,100.3978139,98.41170601,85.34891244,94.09324329,142.3003874,33.39171416,162.084906
Cops3,174.9253613,233.2866303,279.5480736,211.0099448,200.4978108,53.83847635,192.6071741
---,114.7963224,243.4137092,185.36485,328.2100355,119.8290899,54.89360477,161.9773104
Aoc3 /// G6pc /// Psme3,108.3964657,91.86722802,106.0670333,99.92912414,89.49182139,34.89726071,97.56270657
Synj2bp,85.84512348,85.15823457,103.5408341,110.3118479,83.68292273,40.0723479,80.25848915
Srrm2,572.2639204,605.358857,792.6112938,618.3319926,731.8235104,398.3157409,672.8671401
Iqub,54.81565965,42.35357881,50.91430721,55.62880226,43.66316768,31.12134788,50.27949752
LOC102546816 /// LOC102556298 /// LOC102557227,18.18003061,15.26249047,18.92196779,24.5999621,15.70718452,8.483986345,17.54603663
Sav1,40.97596408,32.77237468,48.94896615,47.61181355,33.96343423,22.46500478,36.56442067
Arfip2,105.9227238,108.0400945,106.037652,105.083799,104.3756292,44.53554896,100.0183564
Trabd,555.6114106,626.8785534,686.8759272,590.6402536,620.2001388,264.6888253,540.2692672
---,21.95436795,22.40493383,19.76483443,16.88601828,21.84540102,7.408044508,23.70979174
---,32.14087332,28.19996079,23.70428668,23.26624758,28.93910278,11.181054,28.22125396
---,87.11410183,78.73454619,68.85219742,55.84864471,81.25089266,22.73010472,75.84839779
Ufl1,53.6228302,75.97136678,56.57952295,68.54809674,72.53058555,19.2195346,56.94273145
Eomes,23.05315219,21.76431608,16.2784966,15.68579619,19.56261059,5.696280132,19.25693767
Lemd3,68.57793877,57.30347947,39.96982734,35.81040204,49.07767215,14.1484702,55.1330833
Ppp4r2,67.06883554,67.72175167,50.67058117,46.82557331,77.27900316,16.53888091,90.25115299
Dap3,22.84016157,28.86514918,25.87726644,21.93462406,27.2766315,7.297645994,27.09941019
RGD621098,355.3093216,346.4361956,298.0673987,256.5009465,336.8114593,120.1008875,365.5275132
Elfn2-ps1,87.74113369,77.44358122,57.76213331,53.76362726,76.51954801,36.14849429,82.88978827
Dpysl3,405.7037148,322.1101673,237.3797062,203.9678116,286.979124,94.40812161,320.5970698
---,13.45909531,12.58947848,11.77727807,11.02725108,12.59365472,3.748082461,12.69655603
Gosr2,581.1032186,695.3227675,576.4415169,578.5660209,608.9025251,193.4456989,615.3614666
RGD1308430,320.5190064,382.149666,366.911991,323.0231709,354.5418699,121.9404593,386.5984044
---,23.7505529,19.37986684,17.32882557,18.88047765,19.13275143,4.587558091,20.11187179
rnf141,139.8327982,112.4872954,92.70684926,128.0595296,159.8540805,45.94296233,182.4178503
Podxl,333.3455074,543.5061241,475.5937896,363.2627703,262.7543462,98.75336839,288.0832249
---,18.5741161,18.79542671,18.39726923,18.47582095,18.12108458,6.706894336,19.93708614
---,26.4530743,24.89808685,24.77697246,25.02935092,23.79642016,9.044134178,27.90759729
Tbx3,230.8390201,221.6883996,219.0391966,217.0253194,205.6577446,84.85921572,233.3416853
---,166.7193285,131.2283873,128.5772817,140.9048616,122.2384365,49.6495084,132.9547417
---,323.0610089,264.3074668,275.9953473,278.5803759,248.4092452,89.53208556,268.7039617
Suds3,292.8907466,275.95389,360.5480149,256.6893318,276.7963247,210.0316167,292.2296096
---,27.33663079,24.65244292,33.34487876,27.4279708,25.58672184,17.58280709,26.38572714
Cs,147.9369549,115.8722852,147.4086683,136.2354045,122.4199069,54.20415395,122.0868353
Hsdl2,194.1490013,184.7093155,203.4560303,240.0547715,337.1470897,56.092373,276.1072823
---,97.2057071,79.3974501,58.79174765,71.24809078,62.01326333,55.44299219,67.2063681
---,353.8363655,476.5171491,274.5197098,360.82745,168.1602426,38.37193463,150.3696422
Cetn2,867.1342385,802.930903,781.4741576,927.0176804,953.4535887,418.2711109,1019.615431
Aes,199.40625,166.8737267,202.4387206,202.4889196,171.4189686,98.96881664,170.9588357
Appbp2,109.8618213,108.7359573,132.5493005,160.0788962,104.2436334,56.96119732,100.8943168
Utp20,181.8211337,227.4330876,274.3123861,223.8997738,190.2944621,87.24736453,163.1364367
Dnajc2,75.60402244,128.8845696,189.3493349,100.0124038,111.6255522,44.86127011,82.59223462
Ezh2,126.9719383,98.42229519,91.04865135,103.310351,97.46448034,35.20381167,96.88880402
Mina,227.8191744,310.82321,312.8404644,302.3280775,311.6355025,112.4082952,279.6575524
---,122.3944312,154.712223,120.5224239,153.1354752,149.965503,36.28441678,114.838631
Pkp4,1373.474231,1325.582333,969.5995474,932.2344853,1182.040117,356.5867538,1199.840696
39692,732.5251087,1050.923133,1016.629331,868.0894992,965.7298265,379.4338529,918.5801494
---,64.66656089,57.69114101,49.3793892,45.33310109,56.33629989,18.03767236,54.55413356
Dot1l,35.40237219,39.83501131,30.9959934,25.60982698,37.45433305,11.70966422,36.37307762
Cep41,170.3416362,213.3349706,182.9315966,163.0332455,177.6063394,56.67656252,174.3419167
Jagn1,352.6138619,487.4147885,431.5425598,294.3306124,388.6877774,135.5109512,372.2804126
---,40.70183559,34.87208101,27.96758954,27.86669042,33.28134385,11.67641546,36.03268936
Arih2,185.6516336,175.1536008,131.2681414,144.3533163,168.1198532,38.95826736,175.0990032
---,137.8598192,128.817319,99.69433152,107.5999431,119.1841505,40.51875558,121.7465792
---,45.89947318,45.64289572,41.56189814,36.6586587,44.34293019,13.38958295,48.12428438
---,33.53799356,30.60932408,26.48090945,26.04345201,26.90629556,6.55119295,30.82112131
---,16.8866754,14.03977753,13.18119368,13.31800884,13.88989106,3.01429163,14.51766967
LOC100909856 /// Mtf1,353.5105011,324.7687895,370.2869129,257.3188417,337.1296509,167.7102454,380.6045155
---,662.5873996,674.9933319,545.3849035,637.7829327,908.3647269,245.6527274,1098.425282
---,138.1632364,105.3067658,109.3349724,97.05470119,112.040354,36.28441678,127.4035069
---,123.7046058,103.6720293,113.651589,115.5964873,107.2951363,52.12364998,112.8538226
Ubash3b,161.4795169,187.9494198,223.8546461,197.4062107,156.853866,32.96719776,130.7476505
RGD1559545,17.39425426,16.60498995,18.13626068,18.2358061,17.25117711,5.968097504,18.55228995
---,70.52243764,75.09384483,99.3180256,86.55547005,65.50297012,39.817539,69.01098785
Ifngr2,477.2304607,604.3623835,767.9655135,724.1233884,747.3637881,244.7661921,623.784873
---,19.54136283,19.38820344,22.722291,20.95829855,17.07207739,6.706097482,18.13940848
LOC100911534,83.74010106,76.70782794,82.71599505,80.11085523,64.79107427,24.23743318,66.98692162
---,200.6391623,331.583028,709.8221044,764.9353169,861.6896478,222.3158475,541.0588871
---,19.73786324,16.52162043,18.31833959,19.58139475,16.60777555,6.309194542,15.64157362
Nexn,237.4375872,161.1117472,222.855256,202.5143491,169.8601419,103.4714665,179.2950031
---,14.06773995,11.86825536,15.81097697,17.57341622,13.6366078,7.236603093,13.35484437
---,94.59154556,72.74201291,97.12646823,104.4518512,78.08773194,49.52467911,77.09000237
---,48.00000325,39.9877878,56.5275068,55.31963392,37.59893308,29.81753916,42.77969457
---,24.16798229,19.43053172,23.44269277,26.76586669,19.73955983,8.925759886,20.2223509
Sgcb,35.34875942,38.72125493,39.57689439,41.30320252,41.4636977,18.89114489,35.56399911
---,19.78346433,19.37299903,19.27653271,17.19262964,20.04307618,5.690939972,20.06359051
---,34.95096033,39.34387071,40.42124896,26.66746626,42.1961335,21.11473377,38.37323276
---,220.1785298,196.5685371,178.2156207,150.3071588,193.0917316,70.86709804,184.3502587
LOC102554996,308.3162647,262.7644383,199.7893998,203.9855869,252.427979,82.17672981,232.68828
---,98.4869235,100.1117287,76.28060485,69.80177426,96.94323031,25.45215125,90.2130077
Col4a1,584.3250708,1260.95502,1356.989052,1046.248717,1385.100913,247.8889126,668.6659279
Gpatch1,36.63042261,42.04323023,38.62952481,30.42499339,46.24163038,17.71698033,40.93711905
Map3k10,246.3772921,237.9931618,203.6911787,148.7171242,227.3396381,98.11286224,229.4504321
Zfp277,87.29908622,110.8825306,112.9939165,86.89521492,120.7486766,42.08155277,104.7300742
Ephb6,188.7701766,172.4305536,160.0112521,114.612824,176.6497044,103.3291301,190.9702797
---,316.4137228,292.411121,215.3258722,193.8814381,250.6659445,85.92028435,274.7364187
---,78.0103165,74.80250505,60.39342317,62.98037734,75.37848965,25.94472869,84.86324962
Eprs,268.9092671,564.8398252,963.0659005,263.5399424,498.5431035,258.9333723,405.7369903
Ubxn11,192.0543556,184.9142277,153.5016165,127.9781031,169.4642708,87.117539,198.3080938
Eefsec,633.7166635,696.9253417,651.4757944,547.3328806,640.2640129,239.1839872,659.0791129
LOC102555754,79.68129921,64.46823602,57.47595924,63.82277426,65.26627236,22.31216443,76.02498076
---,155.6194674,196.7982007,276.9759526,473.2642167,1171.005593,185.3015834,732.6101383
Lrrc16a,75.51942667,71.37990708,68.9534475,69.04906399,77.99550693,13.98848841,77.79355577
Pdf,137.2126177,132.3092238,136.8840242,130.3879633,130.0621394,45.96311855,137.2623385
---,194.8812029,205.2342268,184.7233969,186.5339635,188.2207557,64.41305058,204.8832981
Thoc2,22.62856252,25.43392547,27.26877205,31.37439478,33.59361026,5.880118621,30.80954209
LOC100910762 /// Zfp655,72.13509129,76.62976169,55.61254071,76.22366242,68.35706264,12.96381208,69.23447595
Ptrh1,115.9907671,141.8584006,163.6607912,137.5739679,111.2119636,45.11168828,115.5602979
LOC100912305,105.2349261,96.53348835,101.1019389,94.21093633,86.82975537,45.93790078,92.27394702
Daam2,879.6198929,590.6715826,722.9599062,678.0486345,645.5751167,437.460762,732.8613633
LOC687808,71.45607413,55.12249015,67.04283299,73.40271292,55.47695854,23.96712082,62.91860758
Maged2,42.53559461,32.42322864,48.31466346,44.47047347,34.04899471,25.00642906,35.97651231
---,126.8261333,109.3003866,157.7133859,124.1569799,123.7381081,75.3942917,128.7927497
Pgpep1,229.1424875,253.7299894,349.1356833,320.5081527,307.0897156,124.1258324,273.8565516
Ccdc97,87.2309125,102.9339266,150.6473802,109.3083351,92.74772018,90.75941082,84.0999034
Blzf1,197.8093341,186.3418119,245.1167764,261.7818654,194.8915123,99.60092933,207.9501988
Zbtb43,35.53313374,32.59402195,36.97082192,42.9832993,30.73778488,30.15540871,32.27915387
Tfap2b,62.91933678,49.7452828,48.30925161,50.90227514,48.06176917,24.80448258,47.98443538
Ermap,154.9685414,134.8818517,140.7149134,137.4619164,137.108828,59.008097,136.0162735
Plekhf2,30.21274474,28.82434145,30.35027271,26.95102532,34.7420856,10.50526439,33.99758293
Atox1,532.7318063,864.4909536,1435.369717,934.3141039,1674.658082,684.5846794,1082.570704
Smarcc1,115.754993,142.6381117,147.5676614,108.819645,147.570752,44.66820228,116.2136809
Nckap1l,128.4098733,135.5371734,178.8641352,212.0477175,385.090677,86.60584028,238.5965049
LOC102547031 /// LOC102556138,74.57940224,71.2406424,57.36066677,53.96699284,66.24796013,18.35061837,62.97641493
Rbms1,204.1475995,197.8764829,159.3970788,148.9039302,188.9000078,50.77816726,176.9998187
Gorasp2,549.8407715,647.3531976,511.020455,410.2442762,538.520569,187.7956562,535.3284606
Desi1,1073.755432,1098.855512,722.2890248,639.0887171,781.5090865,308.4459436,835.4745947
Tmem8c,118.3773285,104.6425457,86.8835154,73.2059593,108.2488039,32.0665645,107.8913333
---,564.7097254,598.0135178,539.5409401,564.0878615,774.854824,285.6480173,760.2860262
---,22.910847,20.82448372,19.1821677,17.79119602,30.10869675,8.211380079,30.6845015
---,64.70557978,63.22202952,58.95541605,51.85060694,67.43405391,19.11995388,70.84353045
---,281.6018104,313.4065187,253.793183,295.2492386,329.1370558,75.96739091,352.9687059
---,53.23847069,33.00157571,31.45291983,36.31329385,34.40106582,9.34523388,36.612979
Rassf2,104.3075341,103.5568098,101.8851763,92.03820978,101.1217551,32.80229972,115.507634
---,31.90364174,28.54011514,25.79133352,36.58025131,46.69343544,12.33426922,50.23514002
Ehmt1,133.8078354,144.9325742,156.2553152,157.5451386,160.5235575,38.32139164,163.6528717
Hnrnpk,107.351449,100.3135778,101.6474999,97.05268096,102.575476,21.11808454,104.985118
Pbdc1,242.2589934,413.1424009,565.1349268,450.5467659,447.5147663,71.4755826,361.4949155
RGD1562952,246.0769897,470.9599028,289.5634788,242.9065099,278.8928466,49.73160418,311.5534962
Dact3,745.0028127,497.328632,532.6167825,439.8643212,505.3255795,323.7747988,546.24019
Ppp6r1,893.456986,998.7141192,1454.552081,1231.418137,1216.516292,572.1370045,1095.746339
Lsm12,240.9512709,312.2043654,530.4045932,263.559498,278.0269593,192.6209746,257.2776673
Dhrs3,185.1700782,290.2836685,687.4804584,456.9041359,316.8548292,141.4628647,293.1847484
---,200.2187259,142.5006936,130.6288181,152.2122493,120.9772481,48.27193633,133.1421922
---,152.6355836,101.1680041,123.9773106,131.3464643,96.48962249,56.56558755,108.8188366
Imp4,104.1466549,76.84056829,91.79791668,98.39768536,76.0318045,47.25220701,84.00922666
---,37.38842321,33.05195422,41.29935029,36.53313627,32.27597902,18.71659227,34.09040945
---,759.6059491,804.2086223,821.1162749,575.343427,507.1784358,347.9760927,632.5983473
---,100.8063503,86.50284684,109.2572506,118.1144135,83.40542263,50.76652253,85.90595792
Tmem54,265.5321868,230.5186777,296.1637058,329.3147556,229.841932,128.0804096,233.204509
Ppa1,483.9592181,702.6562292,710.1325046,633.1210345,492.803593,263.9487434,418.3657548
---,91.63111608,95.677743,86.96750927,91.5299733,95.22155889,31.84752086,95.749084
---,58.74838105,53.11675019,54.44281701,40.66822971,51.40862778,17.42588486,52.61046229
---,70.25648946,67.73188966,56.06087488,54.04154476,63.77022814,11.13469978,60.4068481
---,37.73076952,42.69964904,38.82231776,32.86906258,44.14379051,15.48077726,40.22554746
Zfhx4,109.3021265,92.7189416,76.3072107,69.96982846,92.42536899,31.01656192,85.00983654
---,31.71277292,29.83386994,25.05997679,24.26253262,29.50166896,6.398873386,26.67362662
Traf3,270.60761,293.1478514,248.9451877,224.1561064,278.9921949,98.2857491,280.3353674
Irf7,99.9957575,102.3506764,128.5321837,62.66033192,108.680477,52.64349616,116.9096628
Ube2h,248.3166529,274.6948013,280.7206366,275.7680201,395.2332248,145.7099387,351.2358263
---,37.97867887,29.48956868,19.21847935,17.78915139,24.53512283,4.562587572,26.52994428
Pofut2,324.0320724,344.4222864,343.5334137,237.4968544,365.607324,148.1662204,346.5017551
---,142.8895157,197.8244901,124.651345,231.8857052,177.3132299,33.82907903,178.4085578
Megf8,236.2651788,251.8671996,189.5834951,154.5108413,227.8108091,100.9393714,244.5307595
LOC102553294,204.4231507,201.496635,182.8956061,160.140639,182.7869657,59.26213763,208.1305021
---,762.1446768,772.8124797,411.091886,616.3964946,876.7644665,141.7325761,959.3569206
Raly,38.50838926,28.15637675,25.34739457,26.20455179,27.86840508,8.362313354,30.03018995
Col6a2,191.0474832,197.2302033,221.688522,156.2711998,215.8462609,64.92529465,197.3566987
Tinf2,122.9044184,149.7489565,128.6060493,123.3568957,115.4649142,44.98958193,123.33081
Hoxc4,97.51776882,119.92598,135.9831037,108.0655483,112.8130663,42.37485267,121.9741087
Polr1e,214.2914891,221.2651671,212.2394871,176.4806248,183.0647518,72.17126759,185.0795954
---,289.6173408,223.2491348,218.2411969,227.867445,214.5754943,76.46154102,251.9050192
Kcnip3,70.26556484,69.58516441,76.88175803,61.93770177,68.39187301,27.53918813,70.84812603
LOC102546584,57.01919778,57.26331958,62.00879397,53.5331458,54.00168091,18.71745539,59.17948142
Kif22 /// LOC102553262,67.9984828,68.57382183,80.02895639,81.51213318,67.59788959,26.75832971,72.5190887
---,81.68045442,73.61557762,75.48608887,75.42206679,71.28085389,34.05239253,79.83168092
---,32.61430329,30.44388264,38.05831465,39.06026939,32.850056,9.746459993,35.75308343
Tia1,148.7690048,96.73439149,114.1230494,126.9526977,98.25525675,50.31505472,115.9388507
Mxra7,317.2845405,295.3340248,340.9207891,290.5983094,280.1342769,137.34866,292.0584223
Zfp383 /// Zfp420,131.965441,106.6372307,149.6418501,130.7200279,117.243136,53.95206731,119.2029381
---,30.27225879,24.2433879,28.82590871,29.79760474,24.89504628,12.20304441,26.99087911
Taf3,62.87487364,54.16679981,65.74983012,69.35407521,52.64682172,31.12134788,51.32129682
Flt3,139.4188525,105.796158,120.4543483,135.5939368,98.56517591,84.45675015,119.3589702
Dgkq,184.4655725,173.834493,182.5646425,213.9556452,191.6027427,126.928458,160.7821257
LOC102555799,26.0153529,24.15726225,25.49537281,21.79986724,25.61726159,7.069949543,24.571226
Pik3c3,261.7291276,240.0754806,222.8365812,200.8930283,275.224713,120.480342,247.264243
---,36.89899545,29.26713092,25.34089198,24.43800841,31.0266739,9.02723373,28.89157792
---,111.4122585,148.6781657,191.1513554,142.666573,167.0830026,47.88968856,123.1886333
---,96.49651665,88.53904798,64.74770079,64.60191643,89.81070879,23.46501135,79.15258737
---,1058.116842,670.7862211,440.6459168,418.3122148,581.255917,183.117539,570.7865829
Fam53b,435.335991,499.483505,599.2705584,476.5317492,771.3625835,389.5660582,694.6274633
---,282.6314397,232.3089015,164.1220074,132.0409208,208.4805235,73.85696188,217.359206
---,45.93908954,39.69939961,31.8021957,31.95131087,40.21909995,12.26643209,41.28880683
---,88.40684344,82.63420162,66.53410309,59.9364111,78.67906196,28.45742386,86.76398645
LOC102551473,58.87623968,53.49102195,43.44125511,38.18603378,49.93843384,11.8848294,55.07972835
Ndufaf4,38.93416349,47.13949663,27.74411021,30.12762535,33.76782217,8.477327107,33.50276474
Vps53,384.4849068,467.874799,392.3326964,295.4671349,427.1051232,161.7680931,422.1403029
Ccdc120,86.35666804,99.31329426,91.45711652,81.28060355,102.4541314,33.35741567,106.9666401
Toe1,38.74906482,40.00468487,36.97406792,36.75379472,39.65839996,7.408044508,43.05429653
