gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes
AIF1,0.64111725,9.805135,0.125371167,2.644102583
AIF1,0.63902625,10.05197,0.1269635,2.613686917
AIF1,0.66704875,9.81679,0.120594167,2.628054917
AIF1,0.64511975,9.82837,0.130148167,2.597562417
AIF1,0.65103625,9.8287075,0.1317405,2.626777167
AIF1,0.66704875,9.755655,0.135070833,2.618332
AIF1L,4.9810025,16.66019,11.41688667,6.3957875
AIFM1,3.2507975,6.06382,2.09923,6.593033333
AIFM2,0.39895875,0.51082375,0.784582,0.713086417
AIFM3,1.0052847,1.01194775,0.102953333,4.6926045
AIG1,15.0154275,28.86265,6.973238333,30.33745
AIM1,1.90686,0.108933875,0.13192035,0.10785325
AIM1L,0.1,0.1,0.1,0.1
AIM2,0.09805525,0.11334275,1.047744667,0.1130905
AIMP1,7.3267825,7.1475975,5.270368333,5.895084167
AIMP2,0.1,0.1,1.385151667,0.87412
AIP,0.5217515,2.01283925,0.580732333,0.751109417
AIPL1,0.1,0.1,0.2266555,0.1
AIRE,0.103736375,0.08766665,0.1,0.106597083
AJAP1,0.088123825,1.20741325,0.245177833,0.128897333
AJUBA,0.464284075,0.093941275,2.204625,0.135405083
AK1,0.3121655,1.20225625,2.25166,2.0740465
AK2,8.6735,7.8552325,7.314805,7.708581667
AK3,6.32303,7.462975,4.290013333,10.97176917
AK4,21.66621,9.956005,4.396538333,34.3472
AK5,0.42006975,20.32912,2.370628333,1.44681975
AK7,0.08599385,0.53617725,0.823874833,0.104411
AK8,0.155644725,0.1146294,0.59908,0.331637417
AKAP1,2.42086,2.778125,1.265866333,4.142880833
AKAP10,5.04195,4.372685,2.809578333,5.182015833
AKAP11,9.78794,12.61165,8.054873333,12.55530583
AKAP12,21.299975,6.09909,35.45513333,15.75636667
AKAP13,6.68558,4.467205,7.689635,2.534518333
AKAP14,0.1602445,0.20311625,0.177711,0.113319583
AKAP17A,0.7034585,0.8255665,1.492119167,0.491744417
AKAP17A,0.7034585,0.8255665,1.492119167,0.491744417
AKAP2,3.590655,1.347767,3.120201667,0.360225417
AKAP3,0.1262765,0.61112175,0.350143167,0.524438917
AKAP4,0.1,0.1,0.1,0.1
AKAP5,0.72002625,0.274068,0.376237833,0.341134667
AKAP6,8.2130275,15.975925,13.17265167,7.237705833
AKAP7,1.0172975,2.204445,1.672663667,3.5293875
AKAP8,3.0859455,2.5864375,5.560871667,2.075705833
AKAP8L,1.6734145,1.59543175,3.725326667,1.591338833
AKAP9,4.096935,5.6945775,7.534701667,5.920241667
AKD1,1.41092725,3.0971225,2.1838435,1.825251667
AKIP1,0.96428275,1.650855,0.721020333,1.9069325
AKIRIN1,9.4029025,15.308375,14.54861333,8.366819167
AKIRIN2,5.0952025,5.98261,9.865163333,4.783378333
AKIRIN2-AS1,0.1,1.9534925,0.1,0.450316667
AKNA,0.13627025,0.47778375,0.6701545,0.126067417
AKNAD1,0.252227175,0.26125475,0.750589167,0.12405225
AKR1A1,2.9563525,5.970085,5.077121667,3.8142675
AKR1B1,6.3506035,13.2975625,4.333076667,12.02887583
AKR1B10,0.1,0.1,0.1,0.1
AKR1B15,0.07286105,0.1,0.1,0.109149417
AKR1C1,0.11218325,0.56999925,1.11297,0.278222
AKR1C2,0.0821145,0.098422975,0.121103667,0.110418667
AKR1C3,4.03273,3.76906125,0.9484445,9.1093975
AKR1C4,0.0802678,0.1,0.1,0.1
AKR1CL1,0.1,0.1,0.1,0.1
AKR1D1,0.084219575,0.1,0.1,0.1
AKR1E2,0.08323885,0.8391995,0.118569833,0.275660333
AKR7A2,0.94334375,1.1510555,2.01838,2.692573333
AKR7A2P1,0.089329625,0.1460045,0.090697417,0.1
AKR7A3,0.8147491,0.242184,0.1,0.408800833
AKR7L,0.221485,0.3830435,0.28125,0.259960083
AKT1,1.81015225,0.7602455,4.88023,0.813286
AKT1S1,2.44939325,0.95061925,1.214618167,0.711335917
AKT2,1.6504375,2.146455,6.296253333,1.9255925
AKT3,11.70254,18.999425,27.12598333,22.32580833
AKTIP,3.9678875,6.13615,1.010656667,7.931561667
ALAD,3.40411,5.275495,1.098656667,7.107841667
ALAS1,2.8330005,3.37804,2.764098333,4.045681667
ALAS2,0.1,0.1,0.092951967,0.1
ALB,0.08631095,0.0928335,0.087361333,0.237765333
ALCAM,9.37627,41.221225,3.893956667,25.138075
ALDH16A1,0.088486775,0.120478775,0.107264667,0.116192167
ALDH18A1,1.6681675,2.6105725,2.3311455,2.144866667
ALDH1A1,1.5919775,11.7338875,0.35173795,27.41227083
ALDH1A2,0.101860375,0.07451195,0.1,0.1
ALDH1A3,0.2440534,1.800997,0.1,0.164704083
ALDH1B1,1.2797805,0.85662,1.251583833,1.245994083
ALDH1L1,2.4550625,3.1555175,0.131187333,10.82073583
ALDH1L2,0.86105175,1.11681675,1.950785,0.661825
ALDH2,9.2869175,65.02865,8.303543333,149.100675
ALDH3A1,0.082355675,0.102849275,0.1,0.1
ALDH3A2,19.404875,10.69823,8.573661667,9.8955725
ALDH3B1,0.56065925,0.58898625,0.089910767,0.576071083
ALDH3B2,0.1,0.1,0.1,0.1
ALDH4A1,1.62956,1.2678605,0.096860533,3.956285
ALDH5A1,2.24919,4.601005,1.558246667,7.106231667
ALDH6A1,8.3490075,17.1462775,3.689285,32.469175
ALDH7A1,10.1058075,10.0271575,4.212645,18.70406583
ALDH8A1,0.16375025,0.6335505,0.0870792,0.33559475
ALDH9A1,19.325875,25.629875,5.794126667,37.4335
ALDOA,29.35365,19.890875,16.15016167,25.86755417
ALDOB,0.058845475,0.1601674,0.1,0.1377795
ALDOC,67.894255,140.405775,4.781983333,371.0426667
ALG1,0.321539,0.3961985,0.509074167,0.48097075
ALG10,1.257885,0.59058025,1.6033095,1.037306083
ALG10B,0.82369025,0.89960325,0.5887555,1.358986083
ALG11,1.321345,1.97149,2.80376,1.51380375
ALG12,0.17450375,0.12983885,0.9379205,0.31371375
ALG13,3.142305,3.954175,2.453481667,2.952069167
ALG14,2.84176,4.096475,2.470488333,2.798704583
ALG1L,0.1,0.1216605,1.583882167,0.39310025
ALG1L2,0.12659725,0.099371425,0.1,0.103501
ALG2,6.1431625,4.4505675,2.015765,5.155576667
ALG3,1.875911,1.544195,2.58737,1.634513917
ALG5,4.525875,7.6735025,2.593513333,5.526143333
ALG6,1.59660325,1.3087785,0.503196667,1.213468833
ALG8,15.0429825,9.5926625,6.260881667,8.07935
ALG9,1.71812375,1.406316,2.95386,1.854825
ALK,0.2977545,0.290658,0.183395717,0.213847917
ALKBH1,1.3340625,1.16024,1.853701667,0.9893025
ALKBH2,3.14662175,4.1954175,10.79432333,2.102373917
ALKBH3,2.1585075,2.74901,3.78409,2.332489167
ALKBH4,0.59720525,0.4171955,0.740480833,0.414375583
ALKBH5,2.9245225,5.2350525,3.425065,3.5373975
ALKBH6,0.23724375,0.362558125,1.033339333,0.400790417
ALKBH7,0.09517695,0.38831725,1.5494835,0.3362335
ALKBH8,1.32921875,0.58807925,0.572839167,0.588156833
ALLC,0.13094125,0.1,0.08998155,0.1
ALMS1,4.18135,4.2284575,12.48440333,4.200265833
ALMS1P,0.11829035,0.1420565,0.3366798,0.16907875
ALOX12,0.080363775,0.0842256,0.245718117,0.13305825
ALOX12B,0.10232625,0.1,0.1,0.1
ALOX12P2,0.152834225,0.3403945,0.526816667,0.542779583
ALOX15,0.1,0.1,0.1,0.1
ALOX15B,0.1169369,0.232004,0.1,0.1
ALOX15P1,0.1,0.1,0.101079,0.1
ALOX5,0.1,0.78811875,0.1,0.138440917
ALOX5AP,1.321539,18.56519,0.1,2.893739917
ALOXE3,0.1,0.1,0.086047717,0.1
ALPI,0.1,0.1,0.1,0.1
ALPK1,0.1942168,0.35674535,0.547727167,0.181074
ALPK2,0.22369925,0.102603125,0.090278,0.1
ALPK3,0.2073735,0.188545,0.312219167,0.107951333
ALPL,0.2320655,0.18163425,0.338970833,0.2230575
ALPP,0.1,0.1,0.1,0.1
ALPPL2,0.1,0.1,0.1,0.1
ALS2,2.388522,2.465745,5.72023,2.651636667
ALS2CL,0.12879875,0.086919875,0.091238567,0.105922417
ALS2CR11,0.09656075,0.34562175,0.1,1.030617167
ALS2CR12,1.1188495,0.9164136,0.806941667,1.178155833
ALS2CR8,1.5288375,2.718135,1.699771167,3.6624925
ALX1,0.1,0.1,0.1,0.1
ALX3,0.084074325,0.1,0.1,0.138895333
ALX4,0.0929917,0.088836475,0.09894615,0.1
ALYREF,1.13728075,1.115838,3.664051667,0.515748833
AMACR,1.00604875,3.4153875,1.157306333,2.103485
AMBN,0.1,0.1,0.0879119,0.1
AMBP,0.1,0.1,0.103457333,0.1
AMBRA1,1.34421875,1.985529,2.904363333,1.406543167
AMD1,10.0548575,22.827425,5.384625,4.323430833
AMDHD1,0.1351397,0.093859575,0.1,0.1
AMDHD2,0.1,0.1,0.1,0.100951167
AMELX,0.1086035,0.1,0.1,0.1
AMELY,0.1,0.1,0.1,0.1
AMFR,4.77367,6.5975125,4.609138333,7.147828333
AMH,0.1,0.1,0.1,0.1
AMHR2,0.083412975,0.1,0.1,0.1
AMICA1,0.0869391,0.10684375,0.09742275,0.1
AMIGO1,0.46858625,1.01217,0.174058667,2.271850833
AMIGO2,0.6016945,0.22549395,0.317929833,0.407106833
AMIGO3,0.091364525,0.091072925,0.763540167,0.100848667
AMMECR1,2.02302825,0.48395925,1.527221,0.364111083
AMMECR1L,1.8856275,1.76128,2.530780333,1.392664167
AMN,0.1,0.1,0.1,0.1
AMN1,2.80307975,7.193845,3.22462,8.1038225
AMOT,3.82004125,6.635465,2.198466667,16.9953875
AMOTL1,1.60012975,0.77775975,3.385351667,0.7979505
AMOTL2,1.61205025,2.99059975,5.51646,0.281098333
AMPD1,0.084531925,0.1165875,0.1,0.1
AMPD2,1.0169785,1.30436525,1.28261,0.902950833
AMPD3,0.46608575,3.3066805,0.515967933,1.188814833
AMPH,0.9872475,2.24137275,4.02715,1.272090083
AMT,0.89969775,2.180374,0.880993333,2.930734167
AMTN,0.1,0.1,0.1,0.1
AMY1A,0.25313825,0.467130175,0.259407167,1.00578425
AMY1A,0.127969625,0.8076325,0.219870333,0.550071667
AMY1A,0.1394559,0.284793,0.281209833,0.553796333
AMY1B,0.1,0.1,0.1,0.1
AMY1B,0.1,0.1,0.1,0.1
AMY1B,0.1,0.1,0.1,0.1
AMY1C,0.1,0.1,0.1,0.1
AMY1C,0.1,0.1,0.1,0.1
AMY1C,0.1,0.1,0.1,0.1
AMY2A,0.066287425,0.1998929,0.478845,1.12823975
AMY2B,1.48637375,7.33306,4.59255,11.45095167
AMZ1,0.218565475,0.617432,0.8847355,0.248312167
AMZ2,36.437325,20.079225,18.2932,45.78085833
AMZ2P1,2.0184245,3.9017025,2.062755,3.272793333
ANAPC1,3.26405475,3.301685,3.283413333,2.68667
ANAPC10,1.87076,1.2152375,0.1,2.634134167
ANAPC11,2.4970725,3.799145,15.28599,2.785455417
ANAPC13,9.43682,6.0780375,4.324068333,8.198488333
ANAPC16,2.74014,3.175775,2.827866667,3.249145
ANAPC2,0.079594925,0.110901475,0.4247015,0.11121225
ANAPC4,2.2164135,3.7707025,3.547821667,3.399480833
ANAPC5,5.9934925,17.0791825,3.95064,4.7510475
ANAPC7,4.24200625,5.8259575,6.669505,4.5106325
ANG,0.805095,0.12989625,2.076598667,0.304929083
ANGEL1,2.674145,6.0167525,3.09958,3.709324167
ANGEL2,1.9676801,3.5729175,2.479866667,2.506098333
ANGPT1,1.0784975,1.4574315,0.596569167,1.094241
ANGPT2,0.530341,0.256999,0.381120667,0.15038425
ANGPT4,0.0978679,0.1,0.1,0.1
ANGPTL1,0.71040355,0.4455785,4.695815,2.125214083
ANGPTL2,7.24657,9.018885,2.067028333,0.61339875
ANGPTL3,0.24165975,0.115716975,0.374189167,0.206601917
ANGPTL4,2.10466425,0.77090725,0.509300833,1.990162583
ANGPTL5,0.080338975,0.1813318,0.1,0.110829417
ANGPTL6,0.1,0.1,0.800091667,0.1
ANGPTL7,0.153619225,0.1938775,1.102981167,0.186713583
ANK1,0.117474875,0.085741,0.103197667,0.1
ANK2,14.3150725,24.239125,24.36991667,34.418125
ANK3,1.0680255,23.05794,4.936146667,1.39658675
ANKAR,0.440462,0.87414525,0.5889595,1.249856083
ANKDD1A,1.102737,3.778175,2.023288333,9.176294167
ANKFN1,3.5481425,2.203215,4.139495333,3.927156667
ANKFY1,7.4262225,7.90803,6.711573333,7.2589175
ANKH,2.37244,6.8633375,1.381602167,3.336950833
ANKHD1,8.9815775,7.73239,16.57218167,8.617945833
ANKHD1-EIF4EBP3,1.77119475,2.14984,2.961403333,1.857075833
ANKIB1,16.735085,15.41104,5.812641667,10.63551667
ANKK1,0.1,0.1,0.1,0.1
ANKLE1,0.067681925,0.128087675,0.380679667,0.117904583
ANKLE2,5.526545,4.3563825,6.14499,3.565976667
ANKMY1,0.15883565,0.18014125,0.356076667,0.16184375
ANKMY2,4.8844975,4.5776225,1.88107,6.083225
ANKRA2,3.4539795,3.97907275,3.260635,2.695596667
ANKRD1,0.10111475,0.1,0.1,0.1
ANKRD10,13.40475808,11.364445,8.38299,4.299651667
ANKRD11,3.774281,3.745185,13.24025833,2.516180833
ANKRD12,4.661145,5.903735,7.699936667,4.718855
ANKRD13A,4.3493025,8.342325,2.450538,2.354110833
ANKRD13B,0.20260875,0.548231,2.468868333,0.263146667
ANKRD13C,1.873535,2.18610125,2.0849215,1.696389
ANKRD13D,0.1392651,0.065135225,0.597465167,0.112191833
ANKRD16,0.24688375,0.564267,0.460408333,0.42761225
ANKRD17,12.3378875,10.1666275,15.85436667,10.98043083
ANKRD18A,0.08589375,2.02113525,0.3364765,0.123250167
ANKRD18B,0.076084768,0.13267145,0.085263383,0.1
ANKRD18DP,0.0835853,0.1,0.1,0.1
ANKRD19P,0.1545293,0.41155225,0.2698495,0.17733775
ANKRD2,0.1,0.1,0.1,0.1
ANKRD20A1,1.293777375,0.33567425,2.266451667,0.451201833
ANKRD20A11P,0.1,0.1,0.865958333,0.1
ANKRD20A2,0.901769375,0.182997125,2.163025,0.24411425
ANKRD20A2,0.919968,0.20907075,2.3118525,0.250715417
ANKRD20A3,0.14068425,0.122385,0.361248333,0.104718833
ANKRD20A3,0.14063175,0.122511,0.35716,0.103615833
ANKRD20A3,0.1405505,0.1224985,0.360865,0.100858333
ANKRD20A4,1.261485425,0.350210375,2.777018333,0.481086917
ANKRD20A5P,0.1,0.097929925,0.145516,0.112184333
ANKRD20A8P,0.1420451,0.07927764,0.574635167,0.10404475
ANKRD20A9P,0.030501715,0.030796923,0.08595275,0.1
ANKRD22,0.058596025,0.366827125,0.1,0.105172333
ANKRD23,0.083093025,0.25486575,0.485761,0.1287335
ANKRD24,0.076063825,0.059702875,0.111288333,0.1902915
ANKRD26,1.4898005,2.0854995,2.12158,2.489519167
ANKRD26P1,0.0591594,0.1,0.084721153,0.1
ANKRD26P3,0.1,0.106675,0.1,0.1
ANKRD27,1.96201375,2.5308525,2.137198667,3.3611725
ANKRD28,2.8779725,4.341465,3.272208333,1.468331417
ANKRD29,0.1920011,1.1843185,1.192159167,3.279465
ANKRD30A,0.1,0.1,0.1,0.1
ANKRD30B,0.1,0.1,0.09636755,0.1
ANKRD30BL,0.25974575,0.16519725,0.9835295,0.1
ANKRD30BP2,0.080390575,0.1,0.282353017,0.1
ANKRD31,0.037886125,0.299143,0.087558967,0.196916083
ANKRD32,0.97997325,0.79981,1.970871667,0.576765583
ANKRD33,0.1,0.1,0.1,0.1
ANKRD33B,0.416672,0.1932724,0.30217486,0.3488795
ANKRD34A,0.14300565,0.5669365,0.192204167,0.2764635
ANKRD34B,0.152387,0.0847592,0.096550767,0.103587917
ANKRD34C,0.1,0.1,0.1,0.1
ANKRD35,0.110027025,0.3679745,0.327144833,0.825572
ANKRD36,3.105455,3.605645,13.22048167,2.6045225
ANKRD36B,3.4411175,4.26103,11.9831,2.896560833
ANKRD36BP1,3.9791955,8.190075,3.85758,2.83272
ANKRD36BP2,0.1242305,0.41820675,0.3386645,0.135790583
ANKRD37,2.8606575,3.9152875,1.205583333,1.9108025
ANKRD39,0.580713,1.51826025,1.250038333,0.807781917
ANKRD40,18.7848,21.477875,6.544265,19.34880833
ANKRD42,1.02834325,0.49612175,1.327148167,0.886339667
ANKRD44,1.27683875,2.813995,1.624038333,1.451837833
ANKRD45,0.843824,1.8655905,1.596280667,2.390416667
ANKRD46,3.161275,6.1690675,1.303173333,4.830983333
ANKRD49,1.7381255,1.86402,1.974558333,1.626074583
ANKRD5,0.31334875,0.113960125,0.6334295,0.164601917
ANKRD50,3.4897045,2.6365975,8.611948333,1.679149833
ANKRD52,1.2550545,1.07835575,1.677781667,1.656325833
ANKRD53,0.100199125,0.21111125,1.099286667,0.1023215
ANKRD54,0.88081225,1.27055,3.097888333,0.84851525
ANKRD55,0.10916575,0.46993775,0.298699467,0.210825917
ANKRD6,2.55410925,0.77181825,1.480312833,0.83151175
ANKRD62P1-PARP4P3,0.080777075,0.304552925,0.1,0.1
ANKRD63,0.1,0.1,0.1,0.1
ANKRD65,1.438945225,2.74156025,0.695448333,2.64424
ANKRD7,0.1022715,0.10663225,0.1,0.1032595
ANKRD9,0.089716375,0.1,0.1,0.1
ANKS1A,1.890455,2.362379,2.913873333,1.558687833
ANKS1B,1.60106875,27.1627625,10.553675,3.893998333
ANKS3,0.107021175,0.1025176,0.950647833,0.108524083
ANKS4B,0.1,0.1,0.1,0.1
ANKS6,0.41328385,0.85338725,1.248646833,0.554349667
ANKUB1,0.15626775,0.099884525,0.233126133,0.1
ANKZF1,0.657014625,1.2165345,1.90927,0.9858805
ANLN,9.814875,63.9156825,8.025128333,2.272525
ANO1,0.093520725,0.1,0.1,0.1
ANO10,1.075052,1.17082575,1.65252,2.3680575
ANO2,0.1,0.27961575,0.102052,0.1010425
ANO3,0.093705125,0.172927775,0.084766473,0.106595167
ANO4,0.054872925,5.844975,0.6571615,0.283766333
ANO5,0.93702685,1.4341635,0.597732167,3.206300833
ANO6,16.81947,4.6230675,4.35284,6.440330833
ANO7,0.0803352,0.074225625,0.087522133,0.108713583
ANO8,0.2815945,0.203696575,1.317141,0.621268667
ANO9,0.1,0.1,0.1,0.1
ANP32A,11.54909,11.08827,18.858145,11.15865333
ANP32A-IT1,0.1153987,0.39975525,0.544050833,0.22566625
ANP32AP1,0.5848175,0.1434895,5.916665,0.318714167
ANP32B,12.9268975,12.5601275,20.75995667,11.57340833
ANP32C,0.1675125,0.4189775,5.079198333,0.138104917
ANP32D,0.1,0.26715025,1.538535,0.394138583
ANP32E,8.205705,8.5439725,12.80558167,15.16245
ANPEP,0.32604975,0.0802835,0.1,0.1
ANTXR1,16.732565,7.9061025,9.769166667,10.62848333
ANTXR2,1.21466675,0.70172325,1.226748,0.570915917
ANTXRL,0.1,0.084464125,0.1,0.1
ANXA1,79.57989605,3.4855575,8.901338333,0.786248667
ANXA10,0.084301,0.1,0.1,0.1
ANXA11,2.051515,1.669496,0.878566667,3.1087425
ANXA13,0.091528425,0.114656,0.1,0.1
ANXA2,48.04274725,1.96571125,9.201036667,0.549487833
ANXA2P1,0.6236415,2.6494625,2.240061833,0.396450583
ANXA2P2,35.287575,0.85454625,11.0488,0.489881
ANXA2P3,0.26670175,0.1,0.112118167,0.1
ANXA3,0.1,0.08816425,0.1,0.143336083
ANXA4,7.3570925,6.041,1.263142167,6.699310833
ANXA5,104.05398,58.049875,18.64993333,38.2018
ANXA6,2.3305385,1.75295125,3.917203333,3.20262
ANXA7,12.5487475,18.613525,6.078843333,20.04720833
ANXA8,0.1,0.1,0.1,0.1
ANXA8,0.1,0.1,0.1,0.1
ANXA8L1,0.1,0.1,0.093414517,0.1
ANXA8L1,0.1,0.1,0.093414517,0.1
ANXA8L2,0.1,0.1,0.085910833,0.1
ANXA9,0.082133925,0.075006275,0.113833667,0.1
AOAH,0.07388815,1.938555,0.2180325,0.308319667
AOC2,0.13423425,0.080431325,0.369338833,0.1
AOC3,0.072482025,0.117302775,0.264774167,0.13101225
AOC4,0.1,0.1,0.1,0.1
AOX1,0.32172125,0.280706,0.229482833,0.101070417
AOX2P,0.1,0.1,0.090320933,0.1
AP1AR,1.7454325,1.23215225,1.29816,1.074148333
AP1B1,1.98274575,3.34208,2.674493333,4.579735833
AP1B1P1,0.1,0.1,0.1,0.1
AP1G1,9.348415,11.10512,12.21827,9.484335833
AP1G2,0.312985,0.71857,1.23114,0.71047575
AP1M1,0.545564,0.59806675,1.540932167,0.42237575
AP1M2,0.1,0.1,0.1,0.1
AP1S1,0.320700325,0.246605,0.355021667,0.36361975
AP1S2,7.095026,0.864276,2.705475,0.886715167
AP1S3,0.22213755,0.3736415,0.094153267,0.222428667
AP2A1,0.41878375,0.6501745,2.5522,0.7684255
AP2A2,0.897871,0.544364,3.262048333,0.7149845
AP2B1,26.93365,22.124875,24.22956,21.37026667
AP2M1,22.169425,14.91346,11.22497667,9.379555833
AP2S1,0.47975175,0.75729975,1.342256667,1.66417275
AP3B1,7.46621,7.20267,4.817951667,7.230376667
AP3B2,0.7407779,1.45173625,1.3524675,1.014517667
AP3D1,3.52091775,2.0848835,5.713388333,2.634311
AP3M1,9.64555,7.6493125,13.51642667,8.09474
AP3M2,1.542604,2.0931375,1.169530667,3.263014167
AP3S1,9.41012475,4.8878675,4.611618333,3.631108333
AP3S2,2.318879,3.702915,1.466341833,4.518145
AP4B1,1.43514875,2.543555,3.623378333,2.207861667
AP4E1,1.05380025,1.482405,1.031288833,1.266987833
AP4M1,0.1,0.1,0.1,0.45795275
AP4S1,0.4806895,0.5133555,0.592305167,0.47259025
AP5B1,0.064490525,0.073988325,0.1,0.1
APAF1,1.1652375,0.877799,2.77711,0.817884083
APBA1,0.822407,2.285235,1.446062833,1.767983583
APBA2,1.75636225,1.9457475,1.823195333,1.361262833
APBA3,0.07778195,0.068844725,0.104393333,0.112871667
APBB1,0.6140255,5.878045,3.01445,2.038307667
APBB1IP,0.1084211,2.31339625,0.086714183,0.516121
APBB2,7.721205,13.8414,8.337285,6.903485
APBB3,0.38133775,0.959788,0.771193667,1.08552775
APC,24.46275,29.42815,43.98591667,67.50379167
APC2,0.47633,0.192796,1.949862833,0.33759975
APCDD1,13.616,14.24997,3.663598333,30.057125
APCDD1L,0.29326425,0.1,0.1,0.1
APCS,0.1,0.1,0.1,0.1
APEH,1.521138,1.49514125,1.823553333,2.08827175
APEX1,39.651375,33.0897,45.43505,27.21438333
APEX2,0.482214925,0.6625035,0.316111667,0.422617083
APH1A,2.37027675,2.68826,1.759208333,1.449204833
APH1B,2.055618,4.6935875,1.767118,4.892848333
API5,6.7797675,10.5421725,7.203825,6.257358333
APIP,2.18814,5.28681,2.70945,2.773589167
APITD1,1.5218575,0.758991,0.964878333,1.29580575
APITD1-CORT,0.15633175,0.47790275,0.1,0.153759917
APLF,1.02066875,1.25827425,0.893668333,1.654
APLN,1.77231225,0.88371475,0.1,2.208094167
APLNR,2.46541925,1.581556,0.105716833,3.81193725
APLP1,5.0882075,29.769415,2.119748667,1.996629833
APLP2,58.6838,36.979475,27.93255,49.023075
APOA1,0.1,0.1,0.1,0.1
APOA1BP,4.843795,9.4322925,5.278066667,5.923115833
APOA2,0.1,0.1,0.1,0.1
APOA4,0.1,0.1,0.1,0.1
APOA5,0.08652155,0.1,0.1,0.1
APOB,0.03855275,0.08968775,0.1202205,0.104524583
APOBEC1,0.1,0.1,0.1,0.1
APOBEC2,0.13729375,0.316255,0.089094767,0.30383675
APOBEC3A,0.1440385,0.1,0.110360167,0.107947583
APOBEC3B,1.0037995,0.1,0.1,0.107526667
APOBEC3C,1.97176575,1.61051675,0.156328333,0.360963083
APOBEC3D,0.167862,0.08177465,0.08378063,0.139361167
APOBEC3F,0.2614835,0.152997675,1.106346333,0.2204905
APOBEC3G,1.6218625,0.23775735,0.1,0.646276917
APOBEC3H,0.1,0.17190775,0.112723833,0.1
APOBEC4,0.361652,1.3336475,0.547735833,0.252107333
APOBR,0.0808347,0.076927425,0.1,0.1
APOC1,4.19835375,34.2969125,0.213646167,41.48025
APOC1P1,0.1,0.3333015,0.102803667,0.201654833
APOC2,0.591835,19.0487875,0.1,15.34643083
APOC3,0.1,0.1,0.1,0.1
APOC4,0.1,0.1,0.1,0.1
APOC4-APOC2,0.1,0.1,0.1,0.1
APOD,18.7263525,1052.79525,4.653885,64.54865833
APOE,0.18180265,1.0325,1.51262015,3.253923167
APOF,0.08744235,0.468016,0.1,0.288849333
APOH,0.1,0.1,0.1,0.1
APOL1,0.76591475,0.221236,0.1,0.115206333
APOL2,4.939095,0.98988575,1.268821667,2.1874725
APOL3,0.75288775,0.3087228,0.1,0.53473025
APOL4,2.5710275,0.287168125,0.9401805,0.124731333
APOL5,0.152647975,0.1,0.1,0.1
APOL6,3.70013,0.86734875,0.090771917,1.229101333
APOLD1,0.30453545,0.29671625,1.621184333,0.50561125
APOM,0.22493325,0.1,0.26972,0.192097667
APOM,0.22493325,0.1,0.26972,0.158220833
APOM,0.22493325,0.1,0.26972,0.149744
APOM,0.22493325,0.1,0.26972,0.148975167
APOM,0.22493325,0.1,0.26972,0.148637583
APOM,0.22493325,0.1,0.26972,0.148625417
APOM,0.27029575,0.1,0.26972,0.18030725
APOO,10.7578925,9.720435,5.154538333,11.807685
APOOL,2.950365,2.071455,2.176899667,3.890635833
APOPT1,2.32045975,2.335725,7.48009,1.985326417
APP,93.1054775,108.5439,31.49526667,16.64723917
APPBP2,4.44462425,8.7376375,3.872001667,7.233005833
APPL1,3.86709,5.562125,3.540186667,4.201868333
APPL2,18.443575,12.090375,15.90423333,25.19374167
APRT,0.824005,1.70019225,2.319363333,0.984994417
APTX,4.39832,4.5804725,3.928861667,4.252564167
AQP1,52.15864,10.77936,0.540371667,2.011084
AQP10,0.0881872,0.0864833,0.1,0.1
AQP11,1.046893675,0.68622425,0.112893167,0.962811167
AQP12A,0.1,0.1,0.1,0.1
AQP12B,0.1,0.1,0.1,0.1
AQP2,0.1,0.1,0.1,0.1
AQP3,0.098533325,0.0859313,0.1,0.107508583
AQP4,240.10825,184.493125,14.01906833,449.9830833
AQP5,0.09526365,0.17892415,0.093519017,0.209437417
AQP6,0.334293225,0.62620725,0.536026,0.64056675
AQP7,0.1,0.1,0.1,0.1
AQP7P1,0.1957394,0.0974305,0.193951817,0.1
AQP7P3,0.36128,0.1,0.55827,0.12613
AQP8,0.104600775,0.1,0.090804683,0.114152333
AQP9,0.240148325,0.1,0.1,0.10110125
AQPEP,0.13168035,0.064190175,0.301537017,0.1
AQR,4.9150775,6.8022375,6.726068333,6.815708333
AR,3.1004105,0.31757625,0.368665833,0.274506167
ARAF,2.44782,2.1028775,2.54238,2.157872333
ARAP1,0.133327425,0.4839375,0.2438195,0.453268
ARAP2,4.9219775,16.383665,3.691533333,10.53177167
ARAP3,0.786875,0.13422285,2.059772167,0.100179167
ARC,0.99602085,0.8315875,7.815531667,0.284364833
ARCN1,29.3533425,28.7421,15.32796667,19.45535833
AREG,0.096825625,0.276164,0.1,0.10152275
AREG,0.10197825,0.25214425,0.1,0.10152275
ARF1,17.49885,21.04265,29.87735,12.91250167
ARF3,11.8620225,10.662205,7.110025,17.0181225
ARF4,28.753211,33.712075,12.611945,17.07950667
ARF5,0.23041325,0.412654475,0.759973333,0.7211975
ARF6,3.7095245,3.1362575,4.446488333,1.6389275
ARFGAP1,0.3382065,0.45753275,2.289755333,0.268868333
ARFGAP2,0.7950805,1.97179075,1.7875,1.679291
ARFGAP3,3.09346325,4.5877875,5.612610833,3.702465
ARFGEF1,5.17309,4.756805,7.075055,4.204600833
