gene	activatedaOPCs_mean	non_activatedaOPCs_mean
Xab2	9846.647096	6915.382514
2700078K21Rik	4726.228146	3941.590048
5730601F06Rik	1932.148639	1977.816067
Gm12134	1637.15162	984.016501
Mbtps1	2953.141034	1456.397152
A430048G15Rik	914.6473893	913.276651
Fam38b	1005.562619	977.9076929
Zkscan1	3493.173879	2654.141019
LOC100048271	981.768155	1114.235633
Arf4	8088.509132	4591.615914
0610005C13Rik	1081.015148	987.4448729
5730416O20Rik	1914.023914	5082.513724
Cnksr3	8389.575843	2747.576857
Tspan14	9741.034907	17768.86729
LOC100047746	1235.16759	1068.60188
Nlrp9a	1083.726874	996.3180698
AI449309	1161.544339	1296.362712
Emd	1438.70107	1174.712295
Gm3792	1213.168159	1023.72634
Lekr1	1094.35425	1255.598338
0	33077.34614	23710.96567
Rabl2a	1404.145584	1191.84395
3110056K07Rik	1125.646333	1061.521474
Cdc25b	1387.444093	1284.928599
Gm6684	3840.630314	3751.669257
Mpp4	1043.191226	1029.393286
Nudt1	2055.190975	1997.662176
0	1238.2649	1779.382386
0	979.418053	1069.348567
Dlgap5	966.8895475	1172.634854
Cnga1	1013.222686	1031.005159
Znrf2	1211.82193	1323.519924
Alpl	1987.147786	1587.054816
Fbxl21	1119.38402	1139.21268
Acot11	1233.204296	1537.87226
1700123L14Rik	991.1933796	926.1350519
Zfp658	65293.91913	65522.45571
Gm2292	1487.518473	1609.993649
Hint2	8434.270486	4831.867948
Snx24	1973.052139	1705.878311
Fgf12	1148.96751	1434.1203
Hiatl1	2949.169571	4737.667671
Slc16a6	4468.324696	4337.283
Gm5858	1955.170079	3193.4362
LOC100046017	970.4049893	938.1747338
Opcml	1171.417753	991.9536302
Psma2	43923.04036	41470.85729
Lnx1	1194.593084	885.6665333
0	937.5523482	947.1654386
0	1287.668046	1374.632286
9330156P08Rik	1679.311182	3484.165395
ENSMUSG00000073431	1057.511751	870.9932919
Etfb	17524.88057	15137.0539
9430085M18Rik	7677.089011	9958.176733
Gm13298	1419.695298	999.5845286
0	1222.853489	889.0356319
Slc46a3	2328.856671	2069.0401
0	970.8841664	1055.008597
Olfr693	1051.698935	982.8849214
Gm13749	956.2241973	1068.268532
1700080G18Rik	1345.004741	1016.496283
Slc17a7	986.1860396	1017.176413
Gm9890	954.2105004	1255.569343
Olfr649	1002.36928	1140.056727
Nlrp3	1015.838399	1045.665678
Actr2	5329.099714	4132.880338
4930563F08Rik	929.7021371	947.1909624
Dvwa	1063.364303	904.7168814
Sema5a	7984.828282	2190.358962
Dpep3	958.3583471	1008.740169
0	1241.972034	919.264836
Gm2884	1055.596398	1006.24253
Kcne1	1293.913741	1192.164267
Adamts18	1192.801119	1119.45601
Gm7308	957.3128068	1303.592236
H2-Q1	930.4859943	948.655859
Nrm	1690.893932	1222.640241
Treml4	1123.293603	1223.425141
LOC100045289	853.5686757	871.1971843
0	1130.706892	1154.140746
Myo1d	1378.872054	2659.991381
Palm	3398.046443	2793.445662
Syt17	1040.074808	1046.32381
Ptprg	1102.804529	1109.821852
Lin7c	1143.43313	1577.216876
Dnhd1	1100.749136	1328.662668
Slc35c2	2998.731357	2148.394643
Olfr284	965.5145152	991.6564514
Zscan4c	978.0606218	1049.959833
Fam71f1	978.5787914	952.1268324
Gm4076	9703.170986	6963.458405
Trap1	2834.815332	3053.869462
Slc6a16	1104.056541	1195.788364
A530099J19Rik	901.8893811	1074.837028
Gm14025	1058.918745	901.9208367
Zswim6	3011.743414	2645.525319
Ush1c	1081.302713	895.8557143
0	1536.745793	1049.860583
Mertk	1295.450054	991.0551048
Hsf1	4807.677464	4705.351812
Prss8	924.5088593	985.5254181
0	940.9940893	952.0960314
LOC639988	1049.069164	1102.17473
LOC100041369	2443.410921	1068.635014
Gm16462	910.9022673	1005.711472
Tmem184b	5662.940304	10641.12577
0	1022.414893	951.1044629
0	888.2613832	1025.81906
0	3449.924168	3487.662048
Speg	1103.971414	918.8577645
Taar7f	958.5838704	879.6460095
Abcb7	1280.479574	1671.3726
Hs6st3	876.0717207	934.8451971
Defb41	902.6292159	873.9528624
Pira7	1010.647781	993.814689
0	1163.403501	1199.391887
Gas2l1	6634.764596	5081.49251
Igsf9b	1307.402218	1282.78043
0	847.5924204	947.5975995
LOC100046749	4619.413857	4953.159538
Msrb3	939.5005054	992.7975955
Il1rl1	949.6643332	994.552141
0	1403.463727	1550.40529
4930538K18Rik	1064.233802	1140.204542
0	957.1548789	1031.843071
Lphn3	1168.02831	1169.538073
Art3	917.6724245	1035.977157
Skint8	939.9788482	912.3215326
Cog6	1378.329368	1732.328948
Vmn2r-ps26	851.2557939	1034.988984
0	949.814872	967.9129386
Hpcal1	979.0003714	1182.708015
LOC100044698	967.9661204	1157.431071
Dhrs11	1030.839474	1278.60602
Dbt	1056.517957	1414.380508
Epb4.1l4b	2868.090968	3672.799648
Tpt1	65525.64652	65522.45571
Narf	1032.484724	1351.774641
Prr23a	952.645055	855.7814876
Cdkl3	1183.455187	1102.402001
0	874.7867432	993.722579
Gm8400	960.1866873	1050.414725
Snap91	1105.099782	1183.056253
Scn2b	979.9404352	931.929919
LOC640480	64939.11909	64256.42962
LOC632900	914.8907946	952.1358743
Gm10389	946.9620818	1122.318423
0	836.6065654	1037.527959
Olfr536	1009.18426	1476.324342
Gorasp2	1888.0235	1753.595905
Cntf	2189.73845	1390.761199
Zfp395	1273.977963	1298.052424
A730089K16Rik	999.5332507	953.2961219
Pqlc3	1501.005875	886.036829
0	49592.65796	51676.18976
1700008O03Rik	1616.162595	1143.217942
0	1108.346769	3472.878718
D930032P07Rik	1057.2488	1016.23876
Cox7a2l	32396.72521	27793.91867
Defb36	888.3471036	972.2113105
Uggt2	1001.991687	910.3529481
Cd7	938.3226264	1075.502992
Serpinb6e	907.2612839	900.3796264
Col9a1	1023.455411	872.1416833
Ribc1	1229.304384	1180.769039
LOC100046508	1011.837566	889.840821
0	4343.29875	1627.724321
Ifi203	952.0228954	845.5450071
0	12051.64515	9012.1539
AI597479	2809.450464	3321.239133
Zfp386	2276.472875	3199.776529
Rnf25	5974.382218	9036.237038
Rpl31	26160.54529	15567.44752
6230409E13Rik	910.4479957	826.9040771
Gm13023	1333.17872	1406.562494
0	870.3989354	810.8519043
0	827.8470257	893.849301
Fxr2	17856.80443	21103.56665
Lce3f	952.9073218	950.8576474
0	836.2372782	938.3730762
Gm5201	33207.08043	21865.70862
4930519E07Rik	864.268413	943.2591324
0	888.9795604	901.6134305
Gm7076	806.1511371	816.7988376
Cdk12	1227.107412	1318.291147
Gm5126	1226.236744	1132.698046
Alox12b	962.3107261	907.9250633
4921513H07Rik	824.6212768	877.934679
Hint3	4285.1289	3516.792271
Gm12581	797.1378793	862.721521
Pdzd11	1305.730965	1184.416693
Bcl9l	1239.918238	1461.285084
Rab9	2995.378293	3513.239195
Gm10526	929.3715886	1000.342726
Hsd3b4	898.2103689	819.6082848
Neurl4	10908.03629	13924.20582
Phc3	2196.709821	3816.994067
Elk3	1390.877599	938.5649095
Coq3	907.6378336	971.9155733
9530002K18Rik	952.5733023	908.7259514
Eif4a3	3569.636439	4027.685643
4930402H24Rik	1191.214511	1837.155071
Rprd1a	3456.305211	6697.326519
Abpd	851.3210721	901.3689033
Mtor	1563.651683	1814.322348
V1rd13	1224.028833	1323.052848
0	1142.553694	953.475379
Gpt	7181.45415	23212.05624
Olfr1214	990.0855161	810.3233071
Nono	11624.19814	13764.38435
Gm14316	859.1432593	866.1492669
LOC100048019	1228.69301	2117.588786
Itga4	1162.978135	1365.845933
Tceal5	1421.139238	1116.956496
Agrn	18946.69038	43856.45876
0	1005.680957	1000.56938
Heatr7b1	1035.057931	1310.170994
Lonp2	6658.238818	7952.080281
Tcstv3	882.1418461	998.7412271
Tprkb	7506.970207	12431.04738
2310008H09Rik	2194.716636	2617.402305
Arrdc4	1811.356202	1013.055546
Rpl38	65522.77295	60578.40529
Rcc1	3667.805761	3761.6768
Abhd12b	1079.375874	1044.792525
0	1297.609866	1958.642848
Tpd52l2	2150.583632	2265.598567
Gm6445	972.0562707	985.8149162
Dab1	995.6673371	1283.845983
Usp24	3577.212614	4578.130848
Npm1	2444.877243	2582.757443
Det1	1301.023116	1329.115749
Mettl7b	968.4052207	1070.981315
RP23-269N23.3	3236.228475	4644.81061
Gm8898	1372.578071	1616.183033
Depdc5	1244.406434	1010.540378
Cdc42bpa	9280.527754	21670.8619
BC025933	1371.396928	1106.554556
Taar1	1777.089297	916.34654
Tmem214	4332.004411	3915.0913
Tmtc1	1554.101231	1684.855474
Ccl5	1232.831479	1088.469908
Unc84b	23739.27961	14613.60015
Ube2n	2785.373761	2689.987414
Mmrn1	1074.865691	867.3987557
Fam53b	2645.699218	5229.08231
Olfr266	1067.761689	1051.14389
Dhdds	2119.7707	2899.214114
Fktn	2380.406504	2909.313514
6030458C11Rik	1489.519484	2071.79329
9630017O17	1054.219097	932.34189
Pik3c2b	1671.653291	2627.626519
LOC100044753	1234.050185	1248.634642
Olig2	16877.29886	8882.017105
Mfsd6	15527.69029	24702.65362
1110020P15Rik	8766.934821	7483.746283
Defb45	972.9121875	1024.773668
Cntfr	2100.275729	3373.451829
2410017I17Rik	1015.400431	1250.534033
0	1012.364356	1138.469924
Hpdl	1252.930013	1402.695534
Uts2r	1469.032666	1498.871511
LOC100044761	1072.665776	1260.077691
Guca1a	944.1797807	1289.511958
Klhdc3	9629.459404	9952.887157
Gm6658	1150.769309	893.0124421
Atp4b	898.8795146	1093.99859
Gm3512	881.5658996	937.4966669
1700001C19Rik	922.7808107	911.3062667
Nap1l5	5270.011946	10479.48124
4930401C15Rik	941.2161029	968.592116
0	43954.27671	34394.46676
Mpv17	10219.55007	11815.9326
Psg17	1118.924116	1094.586864
Prl8a2	994.0643213	1189.272659
0	1051.34894	1039.599713
0	3934.228561	4691.740876
Taar8b	911.0165223	1031.657083
Fam120b	1445.611448	1884.5445
C1qtnf3	1043.137694	1164.311272
Nav1	5678.253704	6296.691081
Dleu2	1336.126638	2046.215031
Prss47	980.4943689	1227.759143
0	46016.33589	26816.94819
Slfn10	991.4853575	1039.975931
Gm7368	56978.05546	65522.45571
Arl6ip6	1319.940844	1107.209363
Nsl1	1127.987737	1141.054161
Tor1aip1	1906.677711	1871.443924
Wdr20a	1311.072998	1630.3606
Abca8a	1088.056172	1483.47037
0	1094.227147	960.862699
Sdc1	1008.825508	1050.221936
AI131651	889.3641552	961.845871
Slc38a10	1486.960787	1206.908083
Zic4	1344.316115	897.0567952
Fmo5	1378.97075	1447.275171
Cmas	2044.038882	2138.520081
Psp	1286.31348	848.2017971
Gm2670	969.9401061	989.1046195
Pgrmc1	7901.911482	7267.911424
Calr3	958.6471868	838.2853871
Ddx41	1476.360437	1485.503737
Gm6723	3844.691696	3217.841205
Gpr156	1327.192041	1046.640888
LOC100040564	1006.002571	992.8355186
4930413F20Rik	877.4493702	985.74249
Tbxas1	1327.070481	1265.898899
Lce1d	913.8365791	1028.90502
Hrsp12	2095.350525	4216.771033
40603	944.8778402	1010.786715
0	1338.656046	1213.278859
1700085C21Rik	1063.74344	1042.87589
Gm7418	21228.36643	14650.23669
A4gnt	1193.467454	1158.153149
LOC630284	28593.127	41401.52905
Hmbox1	1105.043011	1180.513975
Taz	6514.062736	8679.182876
0	16782.80536	18751.55457
Rnf26	15079.05761	10711.82253
Dmrtc1c2	946.7735563	907.0765848
Stx1b	1377.005183	2093.041133
0	1014.986658	965.5652762
Col5a3	22585.89782	1820.196379
Dtnb	1202.187484	1304.701209
Ly6g5b	1169.889956	1397.030078
Npat	1156.53037	1003.127159
0	967.3860991	1033.761019
Cdk10	7335.757493	10573.06558
Gm6036	2930.223582	2505.93989
8030474K03Rik	978.7529025	950.832001
Topors	3326.167496	2888.342243
1700001K19Rik	2177.869496	2313.788214
Pla2g6	2501.804814	3112.52509
Gm6272	16242.91489	11270.30451
Fig4	2769.136321	2450.062719
Prrg1	2317.798418	7964.936248
Caprin1	1418.573443	1234.627341
Otop2	884.9859964	1083.179467
Ptprn2	995.8085161	1156.179268
Dclk3	1211.853162	1956.572543
Sycn	964.6792236	982.0553557
Cnga2	921.4503336	999.6843269
H2-T24	1087.17711	1094.539441
Rarb	940.9952893	979.7430633
Gjc3	15895.12061	18968.73352
9330182L06Rik	2418.917893	1670.158905
Slc28a1	1731.51067	1830.164738
4833418N02Rik	1171.264029	1084.04417
Pde1c	1349.619549	2016.6466
Gltp	2729.07685	3475.258533
Rassf1	9673.416675	5505.953581
Adam32	967.5613554	964.6473017
LOC100044878	1122.547239	1801.366913
LOC673556	893.8484179	1010.376412
Mapk6	1952.656714	1469.159986
0	878.1986475	1012.500661
Clu	7928.700796	5543.310548
A130049A11Rik	1048.483605	1121.765299
0	984.4823307	1127.193353
Zfp568	1348.777603	1887.573152
0	1052.360218	972.7779124
Hyi	10062.73255	11075.46606
Apc2	4763.648139	3826.612681
Reck	1218.261599	1255.483265
Hif1an	1497.959021	1590.270133
0	1551.537799	1030.27532
Uqcrh	42271.22929	45075.07771
0	930.4533879	972.4179967
Wdr5	4037.716036	4016.265781
LOC100044364	904.5204232	1049.926436
0	985.8604146	915.8404648
Gm2559	966.8569039	994.3959652
Defb34	903.9318786	1111.461581
Lpar3	921.0578379	1050.35275
Cpb1	1005.402963	926.1062219
Olfr646	963.9316496	952.0706324
Ppm1l	6383.352064	4978.980362
LOC100048456	941.0181536	960.1562033
Hdhd2	956.9480639	945.2034786
Peg12	1322.737469	980.589395
0	6282.248743	5467.058805
0	1040.999696	1115.038256
Galnt13	1011.887308	989.2048981
Gm9294	44690.49	32678.60576
Trim3	2973.920539	5527.6754
Rheb	2812.440418	3245.417095
Arhgef7	1160.881332	1333.941785
5031410I06Rik	1167.382376	1220.143413
Olfr160	1243.156327	1016.928238
F10	65525.64652	65522.45571
Fkbp3	6388.53315	7385.179929
Taf7	1798.044389	1814.844905
Gm10439	911.8766114	938.8517333
Odz3	1069.89594	845.44309
Gm11435	977.4397761	920.1969205
LOC100046441	999.1292239	905.6301314
Slc25a13	1623.513973	4203.962357
Olfr1410	998.2942689	969.4892138
Scrn1	6399.659271	5497.425257
LOC674340	951.0060268	968.3240936
Gm11213	1196.174225	1249.226341
Utp14a	1858.038146	1634.554638
0	3729.503168	4139.894014
Ano10	1479.179519	1604.403129
LOC100046293	935.4677225	941.1281
1190003J15Rik	895.5082177	863.1824095
Tdo2	907.8197591	839.9491817
0	5468.472161	6128.45761
Herc1	1797.437529	2297.750457
Gm13978	872.78289	954.9521333
Ank2	13766.48595	36181.03605
Gm13597	4612.9156	4161.52129
0	1053.488803	975.109719
1700074I03Rik	940.3426805	887.9744838
0	973.9037121	966.9334795
Yipf4	6317.194814	5836.573429
Gm4522	50116.42973	49721.73252
LOC100046348	911.8949521	979.97663
Gm9339	56465.87557	32351.96871
0	959.6559673	937.2455762
Vgll1	964.3003857	796.369639
Vsig2	862.9509268	948.6572143
4930547M16Rik	934.6554804	894.3839555
Map3k11	3046.0456	3724.5909
Bin2	1030.02931	908.8206495
Gsdma	862.843338	925.0525595
Pitpnc1	1783.358721	2581.29379
0	882.6473582	1031.301605
Tro	2076.220354	1532.69414
C330020G15Rik	874.8551446	853.5747438
2610001J05Rik	4877.981518	5660.444105
Gm8674	818.4380646	893.0810014
0	817.2578496	817.406009
Zfp597	1416.692476	1070.237923
Cdh8	944.7967439	941.3486921
Cxxc5	4455.480079	5703.036795
Gm6924	872.2059813	812.9275457
Lair1	825.5937646	832.1453686
Apcs	1031.447206	857.7191924
Smpdl3b	1139.693187	1046.531951
Tceal3	6750.331443	7608.209005
Scn3a	1194.530581	884.9366683
2510002D24Rik	1190.535855	1104.348571
Pcdha8	1415.907694	1174.021991
Ptprf	4983.114657	5602.757062
Atf3	8969.224586	1380.013093
Cep63	7920.649768	8446.810533
Atf1	1691.951802	2675.374338
Map1lc3a	3901.383546	5277.02269
Prr11	958.7092443	1038.310654
Vps52	12536.40729	12421.40188
Camp	1014.463553	977.6794643
Nog	1068.455088	1150.071239
0	10068.93244	16802.22112
Gsg2	821.2223041	1094.566209
0	906.9484707	1412.972173
Pabpc4l	1021.188095	1364.686097
Mctp2	940.4586011	960.1199495
0	3345.45035	2944.714148
Gm6150	917.87688	1394.294133
0	938.83644	984.972039
D630022N01Rik	825.2662257	1039.179967
Ugt1a6a	941.6432057	1083.232885
LOC100048218	835.3759986	1138.74193
Jup	1107.74153	1557.38935
Brd3	1351.303364	1218.357129
Gm6688	911.4017907	1082.127148
Rad54l	998.8903411	1243.258908
Sh3pxd2a	1262.146913	1064.252183
2900097C17Rik	6344.502804	6117.930962
Pld5	1046.698025	1042.599896
Amdhd2	8091.679575	11811.67838
Gm6449	957.2878446	1019.901417
Klrg2	934.8476929	1050.262786
Gm14347	962.9813086	992.2338538
Tmem38b	1065.036653	1176.644255
Elp4	2196.250993	2187.227976
1700001J04Rik	929.2361382	886.21818
Hapln2	7216.646618	12465.4544
Krtap4-7	1093.670721	949.0190038
Zan	1265.055244	1014.918173
Gm7339	1202.737443	1376.050131
Nfkbiz	1528.072434	1031.111097
Lrrc48	964.3596389	997.8347638
4930539N22Rik	877.4796913	996.7913005
Exosc9	8213.908132	7474.889033
4932416J16Rik	1130.249648	925.1870638
Zfp524	4817.273393	4066.094581
Gm10223	60728.40789	50515.31362
0	1379.697571	937.3040105
Impa2	1832.759557	1115.869785
Laptm4a	6081.527246	4629.799471
Kcnb1	1458.321848	1409.877988
Ccdc9	1339.065865	1297.431702
BC030336	2352.059875	3073.014833
0	1987.301314	2385.509181
Arhgap21	20531.46393	26994.77486
5730416F02Rik	1046.22798	1204.89214
Zfhx2	1241.845381	1456.350969
ENSMUSG00000065996	1741.606368	2409.615648
Zfp653	4073.979025	4857.53719
Helt	883.0137439	960.1169283
2810046L04Rik	1000.606068	1132.712412
LOC100048667	919.9177325	1051.129283
Baz1a	1067.743539	1145.272981
Mttp	1207.88693	993.1794843
Pnpt1	1016.861286	1051.400919
LOC100047054	24137.46393	16398.177
C130039O16Rik	3308.163107	2419.820048
V1rb3	1082.896395	944.020145
Ube2d3	3295.458289	2572.910062
Gm8198	951.6448961	1041.787479
Zfp90	3782.601586	4414.851895
Zfp560	994.8980925	1308.999313
LOC100047555	939.222102	1028.805317
0	1130.85031	1066.975016
Soat2	1165.685749	1092.192605
Krtap20-2	950.066037	1122.936541
LOC634091	2711.248968	3809.170081
Pmvk	8491.386636	13543.36035
Kif2a	1164.265552	1266.93085
BC048679	1137.416813	1102.482745
Atrx	1350.897259	1581.293526
Gm7302	970.2457645	1146.773032
2900056M20Rik	1179.86361	1627.871629
Mmrn2	1062.286493	1138.600971
Klhl38	1036.195832	1023.180865
BC026762	1108.497804	1702.795762
LOC100047006	1361.676756	1806.91389
2810405F15Rik	974.6017664	886.5010705
Efcab7	1233.562538	1147.325802
Olfr466	1186.277436	979.2541357
Rpain	6313.993664	6274.15059
Gria4	1701.210421	2113.050748
Tmem104	1267.106693	1243.697031
0	997.2531307	1427.245931
Tceal8	2058.693907	1553.53594
Gm567	1041.800908	1007.101221
0	973.4795279	905.3182195
Prkd3	23810.86355	21510.61319
0	955.9499414	946.8905148
Gapdh	5897.23495	8205.115081
0	1048.44612	891.6231295
Syce1l	1137.030954	1225.099425
Adap1	47261.35732	64800.91081
Micall2	1477.431738	1221.170278
Fads2	1047.17845	977.6414514
Pion	1217.581414	1110.309738
Pigp	1067.420867	1242.474573
0	1115.384618	1294.531328
Rpgrip1	4593.859196	3988.102995
Paxip1	1201.896531	1223.616185
0	65525.64652	64352.157
Dip2a	18438.76489	48318.61938
Pcdhb20	2198.287368	1638.527567
Trps1	2109.510218	2479.184876
Gm8620	985.9962021	904.7484943
Fgfr4	940.6978011	1003.086783
Use1	13902.25461	13130.75517
Gm9740	1082.241944	1000.881553
Kcnq1	1047.873568	1052.657658
Muc4	1007.334294	1459.422917
Gm6297	1022.626539	1136.278062
A630033H20Rik	942.0216582	1252.548142
Pcdh15	1182.190837	1249.89729
Ankrd1	913.4745461	1152.641809
Trav3d-3	1067.85723	1072.40516
LOC100047581	989.5612327	1065.80529
4930449I24Rik	1028.407818	943.192581
Vps28	42108.11657	41486.77667
LOC100046103	1103.341563	1287.046278
0	1035.555701	937.4711476
Pnkp	2215.194718	2476.008048
Als2	1113.896397	1866.413433
0	1044.110349	1032.807088
Adam3	944.8763396	1105.751462
Ccnt2	1086.516597	1910.964162
Gm5523	1870.276829	1791.570798
Strn3	5174.846511	6058.785171
V1rh3	1047.8989	889.494329
Hmgb1	14549.1665	14341.42248
Rapgef3	29843.80779	30505.69071
Rfx7	965.0817941	1139.123283
Ifi203	1050.904872	988.667901
Myh3	1165.292176	1174.10239
Tas2r105	918.61388	980.7110283
9530018H14Rik	958.1273907	1006.536079
Rnf168	3046.520086	4135.631043
7120451J01Rik	1368.810543	1630.905598
1700011L22Rik	925.2438714	1267.904874
Gm10318	1445.50811	1654.104567
1700011F14Rik	850.5935836	1075.543472
Ube2n	1790.373039	1741.258433
Gm12605	1009.650514	1245.463551
Gm4943	3736.342543	3342.515586
Kbtbd12	867.9986416	1094.186888
LOC100046343	7085.092721	6768.689862
Hexim2	1018.565451	1359.119914
B230312A22Rik	5421.207143	4547.156052
1700027J07Rik	1474.494246	1170.010032
0	901.0927593	889.833049
0	1699.980725	1090.171691
4932412H11Rik	1062.752101	1089.51165
Adam24	1003.179037	1106.782583
LOC100047238	975.5540861	957.9397481
Hoxa9	1152.452578	1266.924557
Lrig1	2210.908139	2265.303176
AB041803	2353.113507	2846.825148
Gm15072	861.1801162	1023.969569
Glra2	952.3805436	953.1979848
Taf4a	3446.628936	4025.631248
BC048644	957.3819707	1050.968831
0	15374.16758	11485.63663
0	928.3948693	915.3427762
0	897.4743829	868.8690695
Sult3a1	991.7394875	846.422871
Paqr5	1123.652204	804.6561848
4930525G20Rik	1146.915078	1438.86761
Snx5	10835.04299	14723.66033
D030016E14Rik	2329.917659	2444.207519
0	11866.61748	15635.87833
0	920.5985273	963.4442214
0	12313.61013	9332.544433
Noc3l	5277.459032	7499.744667
Apcdd1	1026.290484	995.4986962
Jagn1	7793.168014	6845.671633
Mad1l1	3082.678164	4015.740267
Irgc1	963.4295386	955.6854395
Cnr2	13763.09524	12982.08592
Gp1ba	912.8673443	815.9369724
BB014433	1014.996593	1300.944393
Traf7	13207.76639	19842.34267
Lrpap1	8744.161739	5321.054452
Maged1	11756.94307	6829.025886
Cyp21a1	1279.419879	1206.363233
Pcmtd1	1106.410945	1182.506915
Ncoa1	4294.9214	3788.484714
Ripk1	1368.71763	1343.885184
Baz1a	1003.748614	1009.017854
Cdc37	47815.39725	45792.51238
Gm6718	25235.04725	18968.81124
4930505H01Rik	951.6440375	854.6167733
Pisd-ps3	1620.827536	3123.414252
Lce3b	892.5178605	852.0143255
Gm8678	812.2445686	816.404616
Pdxp	1710.453891	978.2818386
Ppara	1007.518292	894.8406714
Fermt2	8043.252611	11094.05733
Socs4	1467.233466	1352.847014
C230072F16Rik	848.2604463	934.3502624
4930556L07Rik	952.9303179	1096.302165
0	928.7573043	1152.005069
0	21006.3067	11508.74918
Lime1	5775.511207	8177.248567
Ppp1r1b	1107.707653	1355.893036
0	2628.938229	3037.855971
4933428M09Rik	773.0772375	842.3239338
LOC100045760	1049.397859	994.1030571
4933416M07Rik	879.3387114	880.3533471
Cpamd8	838.3130329	881.553329
A330043C09Rik	800.4652632	833.2256071
AA467197	933.8555493	939.9215638
A830093I24Rik	964.6213234	1076.375586
Glrx3	8927.216821	7470.724148
Atg16l2	1539.147429	1962.252224
Ankrd32	1051.102272	1154.499334
Gm3643	1241.857736	1509.774798
0	793.8476239	888.5678695
Atp2b3	935.4170282	798.5374781
Wnt9b	821.6776014	974.1534705
Cpt2	3006.994561	3047.678455
Palmd	1081.95821	968.7824662
AI449032	1078.815073	955.9804343
LOC640526	978.7362339	900.867109
Lrrcc1	1843.864268	2474.311429
Gm5833	1179.814059	1271.517416
Gm9477	864.6756429	819.3217348
Olfr1022	969.5549071	1029.133954
Xkr8	1123.630636	1270.480205
Crlf1	1185.833461	1002.756986
Itln1	980.8636304	1013.07352
0	988.5279505	977.1969548
Dynlt1d	903.5046264	875.8342138
St6galnac1	7674.734575	9940.322838
Kpna6	5116.143639	5681.705343
Fam155a	1234.500382	971.4780086
0	858.79038	834.9547819
Dvl3	8153.663293	8887.576195
LOC100048460	870.8465336	1240.712097
Gcgr	1088.214338	2445.282159
4930458K08Rik	869.6584732	1955.281367
Gm3470	884.1130139	1143.360638
Btnl5	837.3780186	1152.882464
D6Ertd131e	1869.600793	1891.230878
Fam110c	1041.394073	1131.805325
Gng7	5563.7087	7315.333281
Gm14703	889.1974248	1266.585766
Tex19.1	1023.164639	982.4275324
2410002O22Rik	4082.534811	4101.416752
0	1068.471605	1099.224149
Slain2	1684.803614	1506.920983
Ppan	8189.164193	4108.678195
Dok5	921.2512875	1259.546555
Dst	6252.968946	10219.25885
3110082D06Rik	967.333135	1075.580978
0610039K10Rik	946.3946118	902.2044455
1810014F10Rik	2041.188586	2277.522363
0	2049.707457	1513.418565
Klf7	18153.15073	23538.48138
4930444F02Rik	914.5807443	894.9515121
Plekhg5	968.556553	922.4208505
Ndfip1	14986.36629	10135.56915
Dnajc16	1893.52592	1782.318143
Il17d	2175.522193	1212.618495
LOC100189605	903.6573164	859.1342686
LOC100048422	930.2046304	1044.764512
Thrap3	12440.88696	13833.13531
0	1154.919531	1777.492829
Cadm1	3169.245961	2792.635586
Vmn2r105	966.5136457	1119.389445
Gm3195	46921.71032	60464.84267
Evl	7198.332075	3273.468386
0	6846.0409	8721.219543
0	1171.224501	1311.443288
Snx16	4021.292861	3575.043071
Olfr1511	942.4864275	1594.428027
Tspan2	30337.91214	50489.75562
Gm3232	960.8617946	1053.521106
Pdgfd	968.831365	1022.259625
0	6216.101054	6377.398105
Rcbtb2	1776.487257	1682.559993
4933417E11Rik	1298.00214	1060.225752
Trav12d-1	1329.934192	965.973561
0	65468.30766	64470.57352
0	1004.08159	1029.257821
Scfd2	5504.069575	4937.77081
Olfr1474	908.1875752	1051.008705
Zdhhc21	1195.215105	1249.192209
Ccr6	985.7642754	1031.111893
Olfr484	981.5935088	931.6747719
0	1013.770488	1116.137952
Rnf214	1749.762616	2110.640067
Itgb8	1992.416875	1800.286148
B930036N10Rik	1166.35178	969.8035333
Gpatch8	1273.757943	1959.948471
Eif4h	45809.67654	62260.76562
Cd3d	1072.835028	1041.847135
AI448005	1334.110408	1111.735069
Rnasen	6458.363857	6812.018886
Tgfbr3	1985.766171	1677.59389
Tas2r115	1053.395444	1161.206966
0	1043.520729	1640.17989
Itsn1	1112.442953	1036.197509
LOC100046982	1059.241663	891.9275543
Pik3c2a	1953.523971	2328.474867
LOC100044551	1161.202065	1287.42218
0	1096.226489	929.5853843
Dhx34	3790.777125	3099.803457
Mup20	952.3536096	1074.888958
Gm14277	988.9117179	1027.821887
0	1032.537389	972.6254067
Erc1	1103.363378	995.9119214
0	1230.394641	998.3117219
B9d1	5503.583439	4533.263829
0	1012.897264	999.5503071
Gpr98	1004.475358	1061.956933
Uox	1019.088361	915.9118262
Plaur	1505.028552	1038.696787
Gm10778	1917.864425	3281.642276
Tex16	1001.405929	943.4970638
Anks3	1750.788711	2043.001824
B230334C09Rik	1645.667929	3050.809181
Acpl2	2100.590482	2083.603876
Dleu7	1045.449301	876.3844793
0	1046.687492	959.335724
0	1118.773849	921.8138
0	994.6497689	997.5661124
Guca2b	1006.407733	911.31844
Ptcd2	2076.381557	2380.824643
Rad9	3001.343171	3507.244343
Gm14129	1121.179251	1216.636494
0	65525.64652	52691.12476
Rnu2	2252.847093	1492.311053
Ncor2	33155.47864	26453.38119
1600021P15Rik	1042.129671	1059.306186
