gene	activatedaOPCs_mean	non_activatedaOPCs_mean
Lgi4	2850.067707	3122.314938
Olfr1174	952.4615873	936.7244733
Rpl10a	60163.22943	31972.672
2210416O15Rik	1803.73985	1709.571733
Haus7	1330.615944	1409.681697
0	9630.712561	6312.465629
LOC100047133	1311.194868	1748.561186
4933407G14Rik	908.8618057	940.9829171
Setd6	3555.625921	2868.907148
LOC635583	868.7350257	955.8579338
0	884.6037768	978.4285229
Tubg1	4683.198225	3937.154043
Lenep	2167.054404	2773.759576
Frmd3	908.8273664	988.4728829
Arntl2	994.6325289	1000.085037
Trmt6	2035.675561	2076.580848
Taf1	1959.930221	2468.167976
0	1132.287754	961.2014986
Lif	959.1871596	1034.708723
Klhl5	4445.713204	2969.981843
0	3059.686732	3091.656005
Ppfia1	2218.20885	2221.678614
Copg	1687.01185	1647.249227
Sucla2	6628.470361	6361.740976
Gm11437	903.7054421	1011.58471
Wfikkn1	1635.576254	1269.518749
0	1171.95537	985.5177257
Ascc3	3992.128843	3545.502886
4930412L05Rik	1032.676729	1132.254105
Cenpa	1015.953568	1362.214675
Gpr182	979.9320961	1185.36154
0	1870.549895	1006.095641
Tulp3	1406.795316	1523.041624
Gm5816	28301.32829	22769.96405
Olfr741	999.8001754	971.2149038
Aqp11	1011.327066	1027.45441
Lemd2	25481.44607	18409.16433
Slitrk4	994.022927	919.7752438
E430029J22Rik	3178.548586	2659.772776
LOC100047266	955.7909286	905.157229
Nat5	3825.971586	2938.665857
Oxsm	1075.405905	1205.017338
Inhbe	1015.437314	982.514301
Tspo	2969.244693	1396.858798
Xkr9	939.5489675	848.3171338
Pcdhga5	993.92043	965.9357629
Fbxw19	857.7243689	837.5809329
Stfa2l1	1059.278462	840.765681
Dux	1077.036927	914.7214098
Gm872	1065.214786	922.76892
Mpl	1125.379252	1209.753958
0	924.8518025	948.5074033
2410018L13Rik	1217.941795	1158.997222
Gm684	972.7052011	1001.048845
Gm15761	869.81065	922.102239
Gm5766	54523.30096	42259.66805
Tatdn1	898.2394443	923.4534662
Klra7	958.9465973	1046.308571
0	861.8092082	1048.971971
Pbrm1	2696.397329	2818.740995
Gm9679	895.667707	840.1884524
Bend3	2585.793796	1872.264238
3110009E18Rik	2878.382832	2990.300124
0	9349.043929	7466.375605
Gm2295	955.4264354	1166.854157
Slc22a2	1016.073411	849.1324807
Tcfcp2l1	1464.412818	1086.854578
Pold3	3659.28125	6461.815695
Csmd1	992.6003218	936.411399
Rnf39	949.9641618	949.7944895
Cox7c	22747.53161	24913.64195
Slc31a2	1318.393527	1794.577886
Tdg	1177.519034	1253.920577
Mobkl2a	1524.291038	1890.7892
Ryk	3319.319054	3334.603857
S1pr3	1061.856797	1138.49666
A630033E08Rik	1350.534535	1278.760311
Akr1c14	1068.867873	955.4253383
Rictor	2420.0863	2470.910176
Gm4871	905.9359543	1094.593317
LOC100047843	1115.773114	1292.19364
Cpt1a	2164.39022	1685.103256
Gm14288	2935.65775	4452.332962
Zfp191	3366.685879	3192.399924
0	1062.559702	1003.339266
Samd10	990.1055561	927.7054729
Rnf6	12539.78925	13686.55573
Zcchc18	2983.240396	2633.271995
Gm5523	65013.07455	65522.45571
Calcrl	924.081093	906.8183152
Wwtr1	883.6069271	944.6003571
Gucy1a3	1940.361625	1224.388854
Cct4	8323.800436	7766.157843
Tial1	16791.54832	21522.99357
B230380D07Rik	1050.944416	1157.652051
Rnf114	1434.26534	1795.571038
LOC631382	952.369052	878.7712752
Clec2f	921.0331498	871.5161567
0	988.4933125	1141.68087
Lrrc14	1368.009331	1332.317782
Gm4072	8754.718507	10522.033
ETG05_66023	961.94512	1037.016007
Cd302	1385.507182	1185.489709
Thpo	921.1146468	882.8198636
Hdhd2	945.8229729	827.7418081
Lmbr1	998.978725	1107.080754
Gm11472	1047.4339	880.477189
A530088H08Rik	1017.534779	882.9079667
Sez6l2	61563.89605	65522.45571
Gpx4	56662.23821	60704.68433
9530059O14Rik	2241.807568	2437.569038
ERCC-00104_60	935.8900056	930.127764
0	26579.60579	34015.73452
LOC100048309	926.6423855	841.8166855
Sorcs1	1890.461289	4025.988581
0	1298.208356	938.2558371
1700093J21Rik	1447.421308	1104.45735
0	873.4598954	869.4319914
Spt1	988.7925457	911.1944736
D4Bwg0951e	1291.631354	1287.795774
Agtrap	1042.836988	1052.974692
LOC100048196	844.4874127	997.7181629
Fzd2	1559.918663	961.6643876
Alg6	2560.798407	2244.970286
LOC100039839	831.5315361	960.7172781
Smoc1	2310.739768	2269.889548
Pask	1410.669149	1323.543567
Mgll	844.0606693	1025.700055
Sla2	962.3040893	949.836519
Gm7123	61801.60611	48090.11752
LOC100045791	874.3460764	1119.204385
Patl1	1344.26084	1221.182487
LOC638434	8335.786089	5685.604457
Camta1	1842.893646	2455.298619
Zfp161	3288.736029	2579.170557
Tspyl4	10823.05551	11406.86956
Nell1	972.9387007	955.9130552
Haus7	1935.632834	1470.945939
Vangl1	5724.876904	5427.175581
Spa17	1119.943751	982.4179581
0	994.6485596	1031.752138
Myo9a	1806.579252	3016.732052
9530077C05Rik	1138.398274	1190.40949
Cenpk	1182.253279	979.2574167
Ywhaq	60557.94234	58189.21367
Plcd4	1128.727682	1050.952542
Gm4085	1013.159173	979.7047143
Gsdmc3	999.4974177	860.7547226
0	14598.46423	23394.61753
LOC100046277	1148.579508	1102.180795
0	1159.133886	960.1905086
4932418E24Rik	1229.855512	1152.435686
Olfr1248	984.8794379	850.1455938
Slc25a27	4771.074832	10208.74525
Olfr146	924.2278843	966.6137495
Epm2aip1	1061.855157	1219.523024
Lin54	2226.9183	2363.536486
H2-Q7	11836.30704	2642.22919
Gm10696	831.4716675	967.8278667
0	908.0626989	901.1556043
Erbb4	881.6140605	1033.072565
0	1101.021087	1226.847885
LOC100044496	40586.09764	27371.66762
0	1126.05861	865.7665848
Mcrs1	2764.512236	2828.833657
Gng4	1122.537311	999.9777238
Cnpy2	8824.266396	6760.696081
Il1rapl1	991.970652	928.8113586
Cib4	899.3300325	1043.427596
3300002I08Rik	3295.658977	4211.759529
1700126A01Rik	883.6500998	863.6134495
P2rx3	1253.729524	1310.30777
Zfp61	3588.177975	3701.37021
LOC627908	5064.658364	5858.022386
Psrc1	1079.724219	904.1193229
Xlr3b	1223.108597	1975.349738
0	972.5319939	958.7436476
Cyp4a31	880.647592	841.5997038
Csprs	931.2713886	946.050934
Phf20l1	2299.671654	2224.304638
0	62833.5357	63588.71729
0	5201.712046	3515.227524
Gm13927	937.976115	874.7583231
G6pc3	20199.77929	13049.65036
Mrpl50	1088.104949	1240.943876
1700029I15Rik	2801.243757	2988.5138
Taar2	927.0311548	892.583269
2700060E02Rik	27671.52236	21542.68969
0	974.7772761	875.945194
Morf4l1	34762.84007	37101.92138
Spin4	1124.624047	985.4827569
Gm11449	2126.108927	1773.409614
Mgst1	1023.407574	955.2177076
AI428936	1850.439239	1592.482183
0	62209.68536	52706.25857
Rps24	65493.55752	65522.45571
0	953.0714909	917.5084355
LOC100048605	847.0066848	957.2769438
Lhx5	937.2614311	850.038239
Gm7854	968.6078404	930.7905986
Trim6	1155.608482	818.4771624
Gm13955	1137.498609	931.5515283
Zbtb24	1444.511726	1758.432457
Prdx6	15538.44423	21607.34405
0	2960.575225	5237.53171
Eif4b	1739.821954	1349.175653
Lig3	1157.394689	1586.217454
0	890.144815	930.9331176
Inadl	1001.873747	939.5581614
Tgm4	1001.418826	1235.066026
Mfsd2a	7982.60445	3894.992571
Eif4e2	1533.087843	1139.96748
Xrcc6	5973.554907	8185.6408
Olfr810	1051.788277	937.9407786
Pet112l	2013.672782	2224.275538
Dnahc7b	922.2302593	866.4241176
Abcb11	1109.29397	1114.46736
4933425B07Rik	959.0354329	1205.18559
Arhgef3	1508.670398	1720.550105
LOC100046627	1089.156941	1029.098411
0	35101.59257	18681.5951
Gm5895	938.3386357	965.6404138
Ctnna1	18544.00546	22226.55281
9030612E09Rik	1098.538116	922.7755281
Gm11623	1185.852338	936.3033476
Trim71	995.5484268	1018.472846
Tmem86a	3022.771004	1420.45589
0	971.11004	1093.9495
Dsg4	916.1877443	933.6841162
Atp6v0e2	25031.25257	32829.09205
Pcbp1	29539.08611	38489.98824
Tmevpg1	1083.895285	1005.299569
Gsx1	1550.401771	847.827404
Giyd2	1565.315854	1330.918993
5530601H04Rik	1620.837357	1822.029614
0	1084.913331	845.675891
Magi3	943.2791854	1171.887994
Tpm1	6612.263457	7938.026648
Elavl1	5426.675321	4687.708738
Ryr3	1367.54457	948.8671714
Brwd3	1314.397457	1258.858484
0	974.6704732	929.7982548
Prickle3	954.1547186	1208.913767
Nedd8	15159.8412	11565.77177
Rbm26	3341.928479	4381.362463
Trnp1	954.9032657	1052.01412
LOC100045444	1146.689987	921.6386538
Dlx6os1	1052.606033	982.3044348
Cdc42bpg	916.7335218	873.0048219
Dnajb6	2052.043504	2354.732971
Psg-ps1	933.8203707	1146.542762
LOC100046700	988.7807293	983.417721
0	2029.233396	2574.5244
0	12363.85344	9234.717414
Cox7c	16881.86611	15733.70846
Brsk1	5243.251064	5266.5917
Tbcb	7542.039121	6893.35121
Vapb	12088.1083	9469.953138
Fbxo33	1347.272921	1502.58313
Rnaseh1	3041.432454	3991.491771
Avpr2	1097.66787	1154.096063
Ager	1279.354061	1046.632037
Timm17a	19800.23675	14579.80167
Dock3	1129.235071	1086.049031
Exoc4	1308.499061	1261.821149
Lmna	19263.62671	5517.427381
Sass6	1837.046139	2028.594076
Gm13969	1032.44106	1341.824895
Gm2782	947.0921379	1394.609053
AI117581	928.4873934	1214.098562
Atxn7l1	1888.172496	1643.490705
Defa-ps17	821.680665	943.1559405
Gm12503	964.0883054	950.5819102
Sacs	831.854027	1045.250028
Leng8	4285.567539	4470.777738
Txndc2	928.745575	1137.30091
Gnpnat1	2536.262864	2285.608314
Galr3	774.1724986	973.2690307
Gm6213	909.1660275	899.3672119
0	1638.169357	3199.820833
Senp2	4671.671232	5589.088486
Qser1	1208.68752	1349.019538
LOC402769	987.6611561	1096.618811
0	943.2290211	1249.807707
Umodl1	875.2301471	991.210526
2310035C23Rik	1072.772758	1516.592352
Gm5293	917.7709286	847.1991586
Ahnak	1035.014568	993.2696243
Myoc	1057.722505	1139.557497
2900057B20Rik	892.9957264	1284.026432
Gm4852	7789.159139	11327.7206
0	1292.666767	1006.001156
Scgb3a1	959.5695733	979.1643451
Phka1	2307.456621	3907.2233
1500002O10Rik	1024.289533	862.0795929
Tbc1d5	6903.200971	5988.615048
1700012I11Rik	933.5463371	1006.846605
Olfr448	989.1308011	798.8640624
Wdr46	9780.74325	6637.947529
LOC100041256	957.0332093	946.7372919
Gm13430	3938.28955	3908.116786
2010003K15Rik	959.2495768	975.4954305
Mmgt1	3987.719239	4816.980252
AI314831	1088.223604	875.9123212
LOC100045068	997.2722421	1065.623054
Olfr1170	907.095123	968.6447962
0	6527.647311	6402.149738
Naa16	1427.594221	1839.80869
Gm13464	35958.48686	43497.65233
C2cd3	1192.361979	1394.513618
Hal	934.7164596	1018.004753
Sil1	15772.97813	18340.75771
Gm6531	1043.134278	948.5358062
Dph1	1016.027307	985.9499258
Adam18	1339.665294	1630.184138
Gm15340	956.0209564	839.02738
Ddost	8645.068682	8015.82169
Gm5538	873.0743086	1120.208505
Magee2	946.2622871	972.2698543
BC026782	2056.257196	2181.942129
Camk2b	1135.870508	949.820036
D16Ertd472e	15922.53755	39403.95019
Oxgr1	989.5457207	1111.312834
Ankrd17	3454.015461	3260.527095
Lcp1	1193.245455	1754.38867
Gm6634	1118.436609	1037.09629
LOC100044040	2622.956579	2942.319376
9130403I23Rik	1018.679698	1376.73652
Rbmx2	1162.475281	1183.654723
Hcn2	38237.69654	47308.08138
0	1072.913451	1343.2842
Oas1g	908.8516877	887.4879724
Pitpnm1	3798.297089	1695.102576
Ube2u	904.7117071	980.4810919
0	935.1810236	915.2240129
Esyt3	908.1339771	975.848005
Fam171a1	5511.8218	12776.09482
Gm2779	815.7584879	919.7015645
Gm10651	1080.175429	1482.897767
C2cd4a	1273.629756	1047.281745
Popdc2	992.6509286	987.3284905
Ndp	2324.229954	2598.667162
Dnajc5	65525.64652	65522.45571
Zfp781	1109.573816	1610.461086
39873	3601.719004	2678.262962
Trpm1	890.8500566	1050.579758
Itga10	2922.894796	1987.862004
0	993.9725096	1057.181058
0	975.094563	862.2597252
Hr	7101.470075	6153.680814
Tomm20	9941.903943	8788.107248
Gcnt1	938.7833993	823.6618248
D330045A20Rik	972.9873593	890.6667748
Dnajb2	15977.63438	55983.09705
LOC100045846	1002.658133	996.092466
LOC640877	17275.34189	20312.69787
Erc2	1165.463068	926.7091724
Mc3r	1545.355739	1205.346674
Zfp623	1150.278074	1285.539165
Ccdc108	917.2264136	849.1231243
1700061N14Rik	1316.985953	957.3604095
Cyth2	11218.94354	8993.139562
Gm3066	913.5645082	1063.043337
0	1688.368232	1612.910629
Olfr543	837.5651364	877.3450552
Hist1h1d	847.9916957	992.8407681
Lims1	3700.984725	3991.862962
0	1266.33416	1154.719492
Itgax	1694.698766	915.1001967
Lin28	1243.754559	1313.02508
9030409G11Rik	8262.119111	9702.456914
0	825.8855036	978.1351588
Edn1	937.499689	1010.336894
Gm4084	912.603173	872.0724267
Prrt1	1331.847419	2141.106019
0	819.8733671	870.0330338
2900097C17Rik	1856.490532	2060.531576
Macrod1	4368.507232	6211.475229
Olfr714	1070.636781	837.6054229
Rnf150	1139.115824	919.2910167
Rpl22	8060.709364	5896.563305
Gm11517	1124.907681	1023.744299
Clec2e	1353.773568	1005.711925
Abi2	3579.190218	3608.166643
A930010G16Rik	1133.592074	852.5217833
Ccdc38	1015.921095	912.1467405
2900062L11Rik	12555.11178	1105.903593
0	1298.951284	901.6509324
Mmp17	1405.289182	1072.830369
Olfr1487	1147.663015	898.7480771
Gm11307	10248.85789	7088.535152
Dcaf11	17280.32032	16769.03314
Gm2305	840.5097154	984.1989505
9830001H06Rik	17005.40479	11557.18332
Gm8962	809.3352452	1158.991913
Apob	953.7794102	951.3539881
LOC100044075	968.3311089	1037.510343
Ppp1r12b	878.9319607	933.2973019
1700017G19Rik	838.5661566	879.8422781
LOC639639	787.9204821	912.7565762
Nusap1	966.6767991	886.62458
Olfr476	936.6809223	894.6114138
Cd47	14052.68137	11681.02324
0	997.2931336	1057.390781
Zfp46	9438.0853	7636.604938
LOC625164	982.7178236	846.698001
Cdca5	1043.467252	954.4659694
Zfp27	1111.345982	1381.899031
0	880.8419464	824.7028652
D7Ertd558e	1016.562847	847.3006464
7030419G21Rik	951.9626361	915.1424676
6720432D03Rik	916.6411979	921.5972286
Krtap3-2	988.2093504	820.5713962
Hrct1	941.8465179	1004.534141
Hdac1	17137.15314	23307.92981
Nr2c2ap	3378.934439	2170.982657
Hkdc1	852.3884236	951.8072286
Stard6	940.9370484	1119.473801
Tmc1	823.0885032	937.8243257
Rrm2	1396.958673	1004.643472
9330177L23Rik	1482.520066	1985.931005
Pof1b	911.7748332	879.4515048
V1rg8	894.4119895	858.7159533
Atp5l	28116.768	23575.44205
2010005H15Rik	1021.836776	1008.988547
LOC100044832	946.4690257	1024.561285
Dennd4a	48751.06036	39699.8269
Mlph	842.3846211	820.5952286
Crybb1	977.7042232	899.9368776
S100a7a	973.6949821	854.1016795
Gm12778	45749.53425	25559.96852
Psd3	4704.059857	10466.56067
2500004C02Rik	907.3108705	852.5593757
6430590A10Rik	844.3886732	881.2258731
Coq4	2010.085996	1934.146581
Gm3515	874.0594768	963.594099
Sae1	1489.39578	1613.147352
Ripk3	929.9222164	1056.548782
LOC100045359	1244.363806	1484.988215
9530062K07Rik	1120.678573	888.416056
0	1073.239118	829.3467379
Alk	1080.307598	1196.250218
Usp6nl	1457.073326	1724.789833
Krt27	1148.076815	916.9880162
Slitrk6	1706.294691	788.106569
9230107M04Rik	1017.914165	991.5000695
Chst1	1928.933365	1418.880592
2200002D01Rik	1129.571539	1529.495571
1110018G07Rik	6657.42195	8370.484281
Trf	65525.64652	65522.45571
Cog3	1978.325875	2693.977714
Gm11595	1162.904146	1305.304843
2610029K11Rik	2711.408711	1958.22321
0	1086.449103	1084.676049
0	1136.418068	989.2375333
Gm8213	1049.988549	1027.98635
Shisa4	15784.69295	31226.81471
Mutyh	996.6042554	1161.032408
Ppfibp2	23697.34939	35949.57224
Gm6260	1063.705501	995.7828181
0	1141.135142	1154.148934
4933415F23Rik	1301.437568	976.9611429
Magt1	2672.583196	2889.855805
Nav1	1483.210554	1558.602724
Tnnt2	1519.689061	1119.595093
Akap1	1110.190935	1415.432013
Dnm3os	1148.707058	1113.701897
Gm6797	993.2783716	1478.486701
Capzb	3243.102707	2894.579605
0	40261.10132	13008.5779
Acsl1	2111.1656	2898.386657
Gpr20	1260.798498	917.3503233
Inpp5e	1160.243403	1226.999937
Myo5c	1010.787361	1010.04346
Hmg20b	12355.81277	11991.54029
0	1497.159458	1228.855063
1700008O03Rik	1083.627099	906.7423267
Fam115a	2055.519857	2675.106067
Gzmm	4722.471614	1696.723162
Pde6b	1017.233922	961.9657862
0	1032.710115	1021.535204
Creg2	1292.713088	2019.402952
Syt7	924.5577589	934.9613686
0	1000.626225	964.1244848
Gabrr3	1145.321756	966.4134471
Tardbp	18856.08386	19611.8844
0	65274.23663	52819.26952
9230113P08Rik	943.1976486	949.8674062
Accsl	896.3705325	965.908371
9630014M24Rik	1162.990004	1018.790519
Gm2597	1232.267396	1139.325927
4930588N13Rik	1097.661772	945.2674586
Dcc	63245.07505	65522.45571
Ubn2	6288.781946	11287.05375
Mast4	12931.78243	17088.27376
LOC100048512	976.6495332	872.7321305
Cd207	952.0919229	849.785564
Gm9915	887.6878559	1039.239079
Ppp1r14b	4592.516007	1825.410881
1700020D05Rik	2067.231571	3985.354186
Nek5	963.54463	918.9150214
Gm3598	899.4029593	960.4114838
Gps1	26231.80557	23374.03852
Mtap7d3	887.796685	1127.651455
Gm3185	1120.823219	950.9715455
BC048502	936.4664282	1115.188192
Cd300a	1123.868051	1027.301128
Cdk17	2337.859321	1853.19139
Pdss1	1760.999166	1925.244048
A730037C10Rik	1150.097738	1157.111059
Zscan29	990.7107396	1037.418246
4930432F04Rik	1572.233815	1822.338352
Tada2a	6236.897911	11887.05268
Wisp1	950.1265807	1324.219469
0	22344.6993	16488.8055
Kcnq4	2328.601871	2461.941833
Olfr270	966.0164055	1122.704858
Olfr1342	919.0500643	905.393335
Cldn18	915.1908032	944.0710138
Csta	967.9999264	978.7757924
0	1758.96795	1449.953648
Lhx9	761.9019518	1020.410917
LOC100044615	58234.12371	65522.45571
Hras1	4615.875743	4627.770048
Gm7659	928.726425	910.2066133
Rfxank	2335.609414	3502.830114
4930567K20Rik	859.5000186	889.7965
G6pd2	981.430767	1119.673239
LOC100048402	1009.024232	1130.057692
Mkrn1	4502.259879	3948.172819
Gm3818	961.0071789	1123.433469
2310061C15Rik	2354.420811	2463.174448
1700016K05Rik	1025.957109	955.144581
Acadvl	20143.87361	25207.71338
Lcn6	928.2192029	1084.378599
4833413E03Rik	991.5096296	957.8676469
Tnfrsf12a	11008.70214	1490.100626
Eif3h	11709.0555	10473.17426
Ddr2	1577.697778	1302.612877
Pcyox1l	1247.590393	1127.277566
Batf	976.6839044	937.1126432
Aspg	1294.61633	1144.483627
Rev3l	8252.444732	8248.177819
Ckmt1	6819.528854	4932.215243
0	3785.762318	3568.329933
Kif1c	937.7470225	1033.230871
Chd2	975.2444604	980.2470319
Synpo2	1196.925563	1016.277994
0	64953.94859	57991.042
2310022A10Rik	6585.884043	3559.862781
Gm16442	851.1149509	870.0113462
Rps6kb1	14090.3439	23473.593
Col16a1	1129.478058	953.0416048
Mfap1a	3178.424289	3923.448786
Wfdc16	912.457923	981.1505171
Hnrnpd	10585.24504	6104.185043
1700030C10Rik	880.1456818	1151.949403
AU046084	966.3836771	1040.529217
Slc45a2	827.1154861	1061.009966
Chd6	1853.043287	2747.250648
Gm2751	1128.053068	936.0698329
Gm813	1043.415005	936.138359
Olfr600	872.0674513	871.6438838
Gm5744	844.9279932	987.6055667
Trp53inp2	5402.722211	8094.010162
Sly	1024.553912	1014.358539
BC019943	1212.412231	1347.702085
Magea1	886.527738	1008.424349
LOC636813	817.1236396	1157.559142
Gm4469	833.3626239	1001.406277
Prtn3	904.7309279	912.4663681
4933400A11Rik	848.04792	1043.681156
LOC100040651	989.2575702	825.1322757
Gm13959	1209.708299	968.76502
Gm5222	811.7489671	1081.08343
Ccnb1ip1	893.0260032	953.242801
Lsm10	4986.039562	2886.213569
Rasl2-9	1837.432344	1717.312076
Gm815	1085.126806	963.09124
Kdm3b	1651.230309	1418.62407
Irak1	1821.009954	1787.450186
0	824.3179764	873.8818043
Gstm1	2856.264786	4276.080243
Il13ra2	1222.781178	1469.465184
Ap4s1	1788.547287	1559.241488
AU042410	911.0062721	1194.34838
2410002F23Rik	24217.71607	25642.41681
Gm2115	983.4628218	1083.595728
Pqlc2	892.2434548	842.8711433
4933402J07Rik	894.9705911	850.0479614
Npy	1017.31851	879.7084736
LOC100047703	993.40286	920.8798038
Glt8d1	7544.974343	11906.71411
0	1417.988136	1368.821827
Slc44a2	6104.7648	6331.664581
Adi1	7378.811639	14853.08359
Polg	3290.608357	2710.337614
Zfp763	1520.959989	1230.168791
S100a11	1478.509175	862.0049033
Krt7	1275.956926	875.1083805
0	879.82228	852.2624662
Cx3cr1	6474.346929	2158.720845
Irf9	4421.247714	2345.378967
0	930.8881364	1046.338174
D430036J16Rik	867.4844375	881.0837243
8030453O22Rik	1934.410546	1971.605419
Csnk1e	4714.806982	4421.69479
Olfr467	822.2494957	1058.713364
0	1494.462629	1914.466486
Slc17a8	954.0525982	1074.54179
Spred1	3171.748282	3385.507981
Nek7	6749.657621	6119.563405
LOC637796	7895.725393	8797.196814
Nudt19	6949.13008	8327.813888
Hrnr	4051.997417	949.77852
Ube2ql1	1341.453069	955.7300805
Gm12258	1809.637653	880.73442
0	1187.235643	907.952189
Hp	1193.495	992.0429169
Ywhaq	58008.43129	61846.98571
Olfr807	974.1052568	1117.79378
0	849.5721646	935.1257986
1810019D21Rik	1342.932345	870.2565386
LOC100047320	1159.008928	837.6229886
Clec12b	1064.086006	862.6725495
Tyw3	1420.10164	958.7384038
Gm4358	1097.004797	940.0599024
Il6ra	2835.650093	970.2471043
Pak3	3034.437407	2994.818233
Gdap2	2602.869168	2070.714581
Reep1	2568.2716	1256.374034
Agap2	2118.569425	1816.726905
Rab3c	61511.47691	65522.45571
L3mbtl2	1386.021048	1770.338043
Synpr	1822.386136	2522.485986
0	4546.447229	3249.939619
Dsc3	969.7517682	913.2613729
Trrap	3659.971746	4140.222643
Sfxn3	9012.137843	3153.078371
Gm7257	832.230848	1003.465308
Nup210	4938.744961	3588.364629
0	916.1314289	1285.771301
LOC100044745	988.6558641	1039.029748
0	871.4449018	1033.995079
V1rd3	906.8576311	930.1319069
Slc25a23	987.8973729	1307.16589
Gm5885	838.9527711	885.1023862
Gm6571	1404.573782	919.3633614
Cadps2	1171.035159	1257.896844
Dnahc10	1502.545621	1263.57628
0	907.5047025	1012.666434
Bcat1	10721.59848	4178.589786
Dmd	932.6528961	907.85976
0	64543.85398	64919.18038
Bex6	848.6947918	932.0170224
Rbmxl2	956.9283461	1273.980017
Olfr569	832.9760275	970.6311281
LOC100047368	1002.135906	1043.527183
Zfp84	1728.963816	1563.733756
4930528A17Rik	1040.369419	923.3773095
1700010I14Rik	1110.157154	1208.94441
Abhd10	1325.907879	1271.234717
Wdr45l	1432.90512	1579.091067
Gmppa	5422.417161	5303.34661
Dscaml1	5742.727246	9190.730533
Olfr1350	979.7966521	808.949201
Sctr	840.4824359	837.3038807
Wdr38	908.5662586	931.1199071
Slc5a8	976.3189425	936.5008727
0	950.3561111	815.9159476
EG667271	1037.221789	918.1911633
Tmem106b	1583.086016	1691.568357
Scrib	21193.12934	31839.3311
Slc6a3	900.7670575	925.4140381
Nutf2	11456.03532	9971.089757
Smg1	2384.95215	3126.520686
Txndc3	909.6608787	937.2262352
Lamp2	6369.532025	5307.056219
AI854905	1116.921116	1168.426055
Zfp444	1262.017154	1074.321497
D4Ertd22e	1895.570514	1831.680675
Ecm1	2575.530921	1940.617033
Pvr	2112.473768	1633.984197
Mycn	1350.428608	1426.75179
Timm13	13896.9314	15403.57195
Ctu2	8622.197514	6596.188719
0	1190.268265	938.6896433
0	1197.182972	1072.70907
0	925.0778432	890.793891
0	958.297795	876.8895314
Fam71e1	2016.383293	1388.288479
2610044O15Rik	1111.273944	1063.08665
LOC100045540	58105.82429	53798.39576
LOC620079	1135.321397	989.9423433
Pex6	4439.575771	5028.505757
2610020C07Rik	1055.371923	1726.786848
Tex21	1005.242913	1296.46038
Ubl4b	965.6946275	1369.22552
1700019E19Rik	7315.982282	10224.62719
Cav1	1413.279356	1016.018276
4931402H11Rik	54941.63718	48030.79305
LOC100047005	1328.620289	1322.109504
Klhl32	1405.449538	1001.102792
Gm10775	2218.739809	1866.559967
D3Ertd751e	1131.727131	1298.260874
Zfp644	1555.492753	1350.188438
Rgnef	2188.716829	3694.182643
Sat1	5625.266761	3278.5076
Gm5531	915.9962234	951.3099067
D5Ertd577e	1243.726714	840.4820764
Gm7171	928.1794054	916.816631
LOC638531	1027.216279	988.8098336
5430405G05Rik	949.1051539	1083.600122
4930435H24Rik	881.9271954	900.6685581
0	1116.839901	1202.764925
D10627	4377.466936	6097.878448
Rps7	24809.24957	16168.30698
LOC100048104	964.836685	962.8440829
Stx17	2076.955636	1955.798995
Zfand1	1430.462423	1390.986874
Mpg	1128.429648	991.0590305
Fam5b	945.0498664	940.927119
Apof	897.2215293	896.7566962
Mybl2	1654.050926	1067.104266
Opa1	2788.115718	3304.313938
Ddo	844.299278	980.1029157
4931431F19Rik	887.6394596	927.9814281
Fnta	3167.909207	3349.626681
Ftsj3	2203.576093	1863.518379
0	1060.359329	1175.758751
Ube2j1	1765.477193	1644.558121
Pdcd2l	6203.307536	4322.403576
2310007H06Rik	832.6319579	985.0928929
Slc35d2	905.9412614	926.089951
Herc1	7525.949764	9692.141057
LOC100044360	1383.966481	1263.286275
Gm13275	993.38102	965.8160448
Atf7ip	3205.36835	4357.624043
Olfr935	917.0609761	1094.832719
Arsb	1187.893728	1563.933227
Lrig3	5408.542189	9529.276929
Gm9855	9578.267968	12810.20373
Gas2	1335.819892	1737.977829
Rgs20	1141.583101	1037.64696
0	927.1856054	912.9578619
0	1193.158085	1126.756644
2410004P03Rik	975.6474886	1058.045084
0	848.8456575	899.0677771
Ssb	3791.051264	3567.917633
0	904.7997139	941.2649167
E130303B06Rik	3520.869264	2104.175129
Gm9100	959.2932646	1318.654769
Ppyr1	1300.163244	1223.007708
Gins4	3349.280607	4915.451829
Trim32	7958.912993	7256.930281
0	951.5865216	992.9959829
Bco2	932.9566607	971.12859
Zfp35	6093.522746	4205.720043
Ly75	1026.04269	766.258461
0	1117.052441	940.2617729
Vangl1	1488.83212	1633.85577
Gipc1	5020.7408	3207.103143
Adora2b	1107.523403	1128.036079
0	1008.973208	967.5191067
Slitrk4	1180.214946	1060.008829
Trat1	858.1639171	940.7500924
A830009L08Rik	839.5407818	903.2693367
Cyp3a59	939.9585343	878.1729667
Ulbp1	949.0063752	919.6421867
Gm4653	1544.660726	1443.294729
Ndn	1983.4928	2071.89941
Nlrp5	931.7124923	888.4990417
Krt81	991.6537029	933.5471488
Fli1	1032.257268	1007.051447
0	4211.553136	3094.484181
C77096	1041.468203	910.7854943
Gcc2	1636.429387	2434.09379
Tdrkh	1134.44568	1505.394997
0	978.0060955	888.0112314
0	8400.570171	10669.89865
Cnot2	3934.847961	5284.296019
Vps24	3963.984743	4766.770971
Ngfr	2876.056243	2343.396921
0	1262.489947	1104.011271
